A;220;20090817 01:37;VALNET;
B;220;2418375;1;20090817 01:37;;;16;ROONY AVE;ABBOTSBURY;2176;535.6;M;20090521;20090729;642000;A;R;RESIDENCE;;HA;;0;AE874543;
C;220;2418375;1;20090817 01:37;2/861861;
D;220;2418375;1;20090817 01:37;P;;;;;;
D;220;2418375;1;20090817 01:37;V;;;;;;
D;220;2418375;1;20090817 01:37;V;;;;;;
B;220;2386119;2;20090817 01:37;;;3;DALBERTIS ST;ABBOTSBURY;2176;603.5;M;20090603;20090710;472500;A;R;RESIDENCE;;HA;;0;AE874021;
C;220;2386119;2;20090817 01:37;2143/740825;
D;220;2386119;2;20090817 01:37;P;;;;;;
D;220;2386119;2;20090817 01:37;P;;;;;;
D;220;2386119;2;20090817 01:37;V;;;;;;
B;220;2386224;3;20090817 01:37;;;67;DALPRA CRES;BOSSLEY PARK;2176;551.1;M;20090727;20090727;109000;A;R;RESIDENCE;;HA;;0;AE875274;
C;220;2386224;3;20090817 01:37;16/261969;
D;220;2386224;3;20090817 01:37;P;;;;;;
D;220;2386224;3;20090817 01:37;P;;;;;;
D;220;2386224;3;20090817 01:37;V;;;;;;
D;220;2386224;3;20090817 01:37;V;;;;;;
D;220;2386224;3;20090817 01:37;V;;;;;;
B;220;2388923;4;20090817 01:37;;;7;EDMUNDS ST;CARRAMAR;2163;720.8;M;20090625;20090729;348000;A;R;RESIDENCE;;KA;;0;AE873567;
C;220;2388923;4;20090817 01:37;A/407565;
D;220;2388923;4;20090817 01:37;P;;;;;;
D;220;2388923;4;20090817 01:37;V;;;;;;
B;220;2421208;5;20090817 01:37;;;3;SIBLEY CL;ABBOTSBURY;2176;696.6;M;20090509;20090706;630000;A;R;RESIDENCE;;HA;;0;AE884177;
C;220;2421208;5;20090817 01:37;314/777303;
D;220;2421208;5;20090817 01:37;P;;;;;;
D;220;2421208;5;20090817 01:37;P;;;;;;
D;220;2421208;5;20090817 01:37;V;;;;;;
D;220;2421208;5;20090817 01:37;V;;;;;;
B;220;2402566;6;20090817 01:37;;;9;KIOLA ST;SMITHFIELD;2164;556.4;M;20090702;20090730;330000;A;R;RESIDENCE;;JK;;0;AE883526;
C;220;2402566;6;20090817 01:37;12/222341;
D;220;2402566;6;20090817 01:37;P;;;;;;
D;220;2402566;6;20090817 01:37;V;;;;;;
B;220;2405253;7;20090817 01:37;;18;103;LONGFIELD ST;CABRAMATTA;2166;;;20090616;20090728;195000;;R;RESIDENCE;18;;;0;AE874770;
C;220;2405253;7;20090817 01:37;18/SP11587;
D;220;2405253;7;20090817 01:37;P;;;;;;
D;220;2405253;7;20090817 01:37;V;;;;;;
D;220;2405253;7;20090817 01:37;V;;;;;;
D;220;2405253;7;20090817 01:37;V;;;;;;
B;220;2405253;8;20090817 01:37;;42;103;LONGFIELD ST;CABRAMATTA;2166;;;20090501;20090727;225000;;R;RESIDENCE;42;;;0;AE875798;
C;220;2405253;8;20090817 01:37;42/SP11587;
D;220;2405253;8;20090817 01:37;P;;;;;;
D;220;2405253;8;20090817 01:37;V;;;;;;
D;220;2405253;8;20090817 01:37;V;;;;;;
B;220;2389202;9;20090817 01:37;;;374;ELIZABETH DR;MOUNT PRITCHARD;2170;556.4;M;20090615;20090714;283000;A;R;RESIDENCE;;GD;;0;AE882456;
C;220;2389202;9;20090817 01:37;102/505273;
D;220;2389202;9;20090817 01:37;P;;;;;;
D;220;2389202;9;20090817 01:37;P;;;;;;
D;220;2389202;9;20090817 01:37;V;;;;;;
D;220;2389202;9;20090817 01:37;V;;;;;;
B;220;2405618;10;20090817 01:37;;3;96;LONGFIELD ST;CABRAMATTA;2166;;;20090703;20090728;104000;;R;RESIDENCE;3;;;0;AE872935;
C;220;2405618;10;20090817 01:37;3/SP10228;
D;220;2405618;10;20090817 01:37;P;;;;;;
D;220;2405618;10;20090817 01:37;V;;;;;;
B;220;2416362;11;20090817 01:37;;;49;QUEEN ST;CANLEY HEIGHTS;2166;682.8;M;20090421;20090714;432500;A;R;RESIDENCE;;GW;;0;AE881639;
C;220;2416362;11;20090817 01:37;6, 7, 8/76/729;
D;220;2416362;11;20090817 01:37;P;;;;;;
D;220;2416362;11;20090817 01:37;P;;;;;;
D;220;2416362;11;20090817 01:37;V;;;;;;
D;220;2416362;11;20090817 01:37;V;;;;;;
B;220;2419062;12;20090817 01:37;;;21;SACKVILLE ST;FAIRFIELD;2165;910.4;M;20090708;20090710;175000;A;3;;;JK;;0;AE875639;
C;220;2419062;12;20090817 01:37;3/8/2711;
D;220;2419062;12;20090817 01:37;P;;;;;;
D;220;2419062;12;20090817 01:37;V;;;;;;
D;220;2419062;12;20090817 01:37;V;;;;;;
D;220;2419062;12;20090817 01:37;V;;;;;;
B;220;2389503;13;20090817 01:37;;17;20;EQUITY PL;CANLEY VALE;2166;;;20090527;20090721;185000;;R;RESIDENCE;17;;;0;AE879286;
C;220;2389503;13;20090817 01:37;17/SP8168;
D;220;2389503;13;20090817 01:37;P;;;;;;
D;220;2389503;13;20090817 01:37;P;;;;;;
D;220;2389503;13;20090817 01:37;V;;;;;;
D;220;2389503;13;20090817 01:37;V;;;;;;
B;220;2431030;14;20090817 01:37;;;103;WYONG ST;CANLEY HEIGHTS;2166;442.6;M;20090606;20090728;368000;A;R;RESIDENCE;;GW;;0;AE877810;
C;220;2431030;14;20090817 01:37;22, 23/51/728;
D;220;2431030;14;20090817 01:37;P;;;;;;
D;220;2431030;14;20090817 01:37;V;;;;;;
D;220;2431030;14;20090817 01:37;V;;;;;;
B;220;2426275;15;20090817 01:37;;;10;TOLMER ST;BOSSLEY PARK;2176;550;M;20090609;20090729;460370;A;R;RESIDENCE;;GL;;0;AE878438;
C;220;2426275;15;20090817 01:37;36/261739;
D;220;2426275;15;20090817 01:37;P;;;;;;
D;220;2426275;15;20090817 01:37;P;;;;;;
D;220;2426275;15;20090817 01:37;V;;;;;;
B;220;3011495;16;20090817 01:37;;3;137;EDENSOR RD;EDENSOR PARK;2176;;;20090518;20090727;345000;;R;RESIDENCE;3;;;0;AE877905;
C;220;3011495;16;20090817 01:37;3/SP36185;
D;220;3011495;16;20090817 01:37;P;;;;;;
D;220;3011495;16;20090817 01:37;V;;;;;;
B;220;3187862;17;20090817 01:37;;;6 A;CHADDERTON ST;CABRAMATTA;2166;600;M;20090517;20090713;185000;A;V;VACANT LAND;;GW;;0;AE873229;
C;220;3187862;17;20090817 01:37;2/1083620;
D;220;3187862;17;20090817 01:37;P;;;;;;
D;220;3187862;17;20090817 01:37;V;;;;;;
B;220;2378973;18;20090817 01:37;;;45;BROUGHTON ST;OLD GUILDFORD;2161;556.4;M;20090618;20090730;340000;A;R;RESIDENCE;;KA;;0;AE876236;
C;220;2378973;18;20090817 01:37;4/26096;
D;220;2378973;18;20090817 01:37;P;;;;;;
D;220;2378973;18;20090817 01:37;V;;;;;;
D;220;2378973;18;20090817 01:37;V;;;;;;
B;220;2377544;19;20090817 01:37;;;34 A;BOUGAINVILLE AVE;BOSSLEY PARK;2176;299.1;M;20090606;20090731;362000;A;R;RESIDENCE;;HA;;0;AE880661;
C;220;2377544;19;20090817 01:37;82/858019;
D;220;2377544;19;20090817 01:37;P;;;;;;
D;220;2377544;19;20090817 01:37;V;;;;;;
D;220;2377544;19;20090817 01:37;V;;;;;;
B;220;2381138;20;20090817 01:37;;;6;CANLEY VALE RD;CANLEY VALE;2166;63.2;M;20090529;20090724;280000;B;3;COMMERCIAL;;CJ;;0;AE877825;
C;220;2381138;20;20090817 01:37;2/23143;
D;220;2381138;20;20090817 01:37;P;;;;;;
D;220;2381138;20;20090817 01:37;P;;;;;;
