A;152;20091005 01:38;VALNET;
B;152;2890013;1;20091005 01:38;;;4 A;DOLPHIN DR;TOORMINA;2452;576.5;M;20090727;20090824;307000;A;R;RESIDENCE;;AR;;0;AE975744;
C;152;2890013;1;20091005 01:38;92/1037984;
D;152;2890013;1;20091005 01:38;P;;;;;;
D;152;2890013;1;20091005 01:38;P;;;;;;
D;152;2890013;1;20091005 01:38;V;;;;;;
D;152;2890013;1;20091005 01:38;V;;;;;;
B;152;2925759;2;20091005 01:38;;;6;SABAL DR;SAWTELL;2452;800.1;M;20090814;20090814;438000;A;3;;;AQ;;0;AE913320;
C;152;2925759;2;20091005 01:38;14/1043284;
D;152;2925759;2;20091005 01:38;P;;;;;;
D;152;2925759;2;20091005 01:38;P;;;;;;
D;152;2925759;2;20091005 01:38;V;;;;;;
D;152;2925759;2;20091005 01:38;V;;;;;;
B;152;3389794;3;20091005 01:38;;;13;VISTA CL;WOOLGOOLGA;2456;892.2;M;20090817;20090904;162000;A;3;;;EB;;0;AE984123;
C;152;3389794;3;20091005 01:38;30/1127174;
D;152;3389794;3;20091005 01:38;P;;;;;;
D;152;3389794;3;20091005 01:38;P;;;;;;
D;152;3389794;3;20091005 01:38;V;;;;;;
B;152;3371715;4;20091005 01:38;;;290;OLD COAST RD;KORORA;2450;1;H;20090807;20090911;345000;R;V;VACANT LAND;;RW;;0;AE988366;
C;152;3371715;4;20091005 01:38;15/1123575;
D;152;3371715;4;20091005 01:38;P;;;;;;
D;152;3371715;4;20091005 01:38;V;;;;;;
D;152;3371715;4;20091005 01:38;V;;;;;;
B;152;3411617;5;20091005 01:38;;;12;ISLAND RD;SAPPHIRE BEACH;2450;491.5;M;20090819;20090903;275000;A;V;VACANT LAND;;JA;;0;AE979462;
C;152;3411617;5;20091005 01:38;203/1130475;
D;152;3411617;5;20091005 01:38;P;;;;;;
D;152;3411617;5;20091005 01:38;V;;;;;;
B;152;3400416;6;20091005 01:38;;;19;TORRENS WAY;NORTH BOAMBEE VALLEY;2450;978.6;M;20090629;20090908;235000;A;V;VACANT LAND;;AG;;0;AE978253;
C;152;3400416;6;20091005 01:38;97/1129227;
D;152;3400416;6;20091005 01:38;P;;;;;;
D;152;3400416;6;20091005 01:38;P;;;;;;
D;152;3400416;6;20091005 01:38;V;;;;;;
B;152;3437295;7;20091005 01:38;;;82;PACIFIC ST;CORINDI BEACH;2456;1009;M;20090729;20090826;193000;Z;R;RESIDENCE;;CV;;0;AE974668;
C;152;3437295;7;20091005 01:38;461/1135962;
D;152;3437295;7;20091005 01:38;P;;;;;;
D;152;3437295;7;20091005 01:38;P;;;;;;
D;152;3437295;7;20091005 01:38;V;;;;;;
B;152;3430575;8;20091005 01:38;;1;77;VERA DR;COFFS HARBOUR;2450;;;20090727;20090907;272000;;R;RESIDENCE;1;;;0;AE984945;
C;152;3430575;8;20091005 01:38;1/SP81644;
D;152;3430575;8;20091005 01:38;P;;;;;;
D;152;3430575;8;20091005 01:38;V;;;;;;
D;152;3430575;8;20091005 01:38;V;;;;;;
B;152;3440770;9;20091005 01:38;;;;WHITE BLUFF RD;SAPPHIRE BEACH;2450;758.6;M;20090804;20090908;255000;A;V;VACANT LAND;;JA;;0;AE974042;
C;152;3440770;9;20091005 01:38;219/1136502;
D;152;3440770;9;20091005 01:38;P;;;;;;
D;152;3440770;9;20091005 01:38;V;;;;;;
B;152;3472311;10;20091005 01:38;;;;VISTA CL;WOOLGOOLGA;2456;798.8;M;20090812;20090909;160000;;V;VACANT LAND;;;;0;AE977788;
C;152;3472311;10;20091005 01:38;37/1141845;
D;152;3472311;10;20091005 01:38;P;;;;;;
D;152;3472311;10;20091005 01:38;P;;;;;;
D;152;3472311;10;20091005 01:38;V;;;;;;
B;152;3474128;11;20091005 01:38;;2;38;MOONEE BEACH RD;MOONEE BEACH;2450;;;20090722;20090910;295000;;R;RESIDENCE;2;;;0;AE983245;
C;152;3474128;11;20091005 01:38;2/SP82640;
D;152;3474128;11;20091005 01:38;P;;;;;;
D;152;3474128;11;20091005 01:38;V;;;;;;
D;152;3474128;11;20091005 01:38;V;;;;;;
B;152;1696115;12;20091005 01:38;;;7;WOMBAT PL;BOAMBEE EAST;2452;807.6;M;20090706;20090810;280000;A;R;RESIDENCE;;AP;;0;AE989722;
C;152;1696115;12;20091005 01:38;520/807140;
D;152;1696115;12;20091005 01:38;P;;;;;;
D;152;1696115;12;20091005 01:38;P;;;;;;
D;152;1696115;12;20091005 01:38;V;;;;;;
B;152;1691291;13;20091005 01:38;;;7;FIFTEENTH AVE;SAWTELL;2452;809.4;M;20090720;20090817;635000;A;R;RESIDENCE;;AT;;0;AE990272;
C;152;1691291;13;20091005 01:38;9/8/14800;
D;152;1691291;13;20091005 01:38;P;;;;;;
D;152;1691291;13;20091005 01:38;P;;;;;;
D;152;1691291;13;20091005 01:38;V;;;;;;
D;152;1691291;13;20091005 01:38;V;;;;;;
B;152;1694409;14;20091005 01:38;;;6;PAYNE CL;BOAMBEE EAST;2452;1345;M;20090820;20090907;442000;A;R;RESIDENCE;;AP;;0;AE978435;
C;152;1694409;14;20091005 01:38;203/1011226;
D;152;1694409;14;20091005 01:38;P;;;;;;
D;152;1694409;14;20091005 01:38;P;;;;;;
D;152;1694409;14;20091005 01:38;V;;;;;;
B;152;1694585;15;20091005 01:38;;;10;PLAYFORD AVE;BOAMBEE EAST;2452;715.6;M;20090619;20090717;315000;A;R;RESIDENCE;;AP;;0;AE984827;
C;152;1694585;15;20091005 01:38;470/261243;
D;152;1694585;15;20091005 01:38;P;;;;;;
D;152;1694585;15;20091005 01:38;P;;;;;;
D;152;1694585;15;20091005 01:38;V;;;;;;
D;152;1694585;15;20091005 01:38;V;;;;;;
B;152;1702605;16;20091005 01:38;;;78;JAMES SMALL DR;KORORA;2450;783.8;M;20090603;20090904;441000;A;R;RESIDENCE;;HB;;0;AE979155;
C;152;1702605;16;20091005 01:38;1/883025;
D;152;1702605;16;20091005 01:38;P;;;;;;
D;152;1702605;16;20091005 01:38;P;;;;;;
D;152;1702605;16;20091005 01:38;V;;;;;;
B;152;1694803;17;20091005 01:38;;;53;SAWTELL RD;TOORMINA;2452;619.7;M;20090727;20090828;287000;A;R;RESIDENCE;;KH;;0;AE989805;
C;152;1694803;17;20091005 01:38;2/227366;
D;152;1694803;17;20091005 01:38;P;;;;;;
D;152;1694803;17;20091005 01:38;V;;;;;;
D;152;1694803;17;20091005 01:38;V;;;;;;
B;152;1700328;18;20091005 01:38;;3;3;DONN-PATTERSON DR;COFFS HARBOUR;2450;;;20090811;20090908;230000;;R;RESIDENCE;3;;;0;AE986227;
C;152;1700328;18;20091005 01:38;3/SP39320;
D;152;1700328;18;20091005 01:38;P;;;;;;
D;152;1700328;18;20091005 01:38;V;;;;;;
B;152;1702918;19;20091005 01:38;;;10;KATHERINE CL;COFFS HARBOUR;2450;731;M;20090824;20090903;278000;A;R;RESIDENCE;;AA;;0;AE977961;
C;152;1702918;19;20091005 01:38;56/253739;
D;152;1702918;19;20091005 01:38;P;;;;;;
D;152;1702918;19;20091005 01:38;V;;;;;;
B;152;1700436;20;20091005 01:38;;;11;DUNN PL;COFFS HARBOUR;2450;756.1;M;20090723;20090821;174000;A;R;RESIDENCE;;AB;;0;AE980775;
C;152;1700436;20;20091005 01:38;321/808280;
D;152;1700436;20;20091005 01:38;P;;;;;;
D;152;1700436;20;20091005 01:38;V;;;;;;
D;152;1700436;20;20091005 01:38;V;;;;;;
B;152;1689792;21;20091005 01:38;;;61;BOWER CRES;TOORMINA;2452;649.9;M;20090714;20090818;315000;A;R;RESIDENCE;;AR;;0;AE982131;
C;152;1689792;21;20091005 01:38;42/262773;
D;152;1689792;21;20091005 01:38;P;;;;;;
D;152;1689792;21;20091005 01:38;P;;;;;;
D;152;1689792;21;20091005 01:38;V;;;;;;
D;152;1689792;21;20091005 01:38;V;;;;;;
B;152;1695360;22;20091005 01:38;;;32;SOREN LARSEN CRES;BOAMBEE EAST;2452;811.1;M;20090730;20090827;350000;A;R;RESIDENCE;;AP;;0;AE979045;
C;152;1695360;22;20091005 01:38;23/869294;
D;152;1695360;22;20091005 01:38;P;;;;;;
D;152;1695360;22;20091005 01:38;P;;;;;;
D;152;1695360;22;20091005 01:38;V;;;;;;
B;152;1697923;23;20091005 01:38;;1;7;AVENUE ST;COFFS HARBOUR;2450;;;20090731;20090911;200000;;R;RESIDENCE;1;;;0;AE992481;
C;152;1697923;23;20091005 01:38;1/SP47157;
D;152;1697923;23;20091005 01:38;P;;;;;;
D;152;1697923;23;20091005 01:38;V;;;;;;
D;152;1697923;23;20091005 01:38;V;;;;;;
B;152;1698105;24;20091005 01:38;;;4;BAILEY AVE;COFFS HARBOUR;2450;752.5;M;20090522;20090708;300000;A;R;RESIDENCE;;AA;;0;AE977168;
C;152;1698105;24;20091005 01:38;5/228718;
D;152;1698105;24;20091005 01:38;P;;;;;;
D;152;1698105;24;20091005 01:38;V;;;;;;
B;152;1701119;25;20091005 01:38;;1;44;GALLIPOLI RD;COFFS HARBOUR;2450;;;20090731;20090828;275000;;R;RESIDENCE;1;;;0;AE985815;
C;152;1701119;25;20091005 01:38;1/SP35789;
D;152;1701119;25;20091005 01:38;P;;;;;;
D;152;1701119;25;20091005 01:38;V;;;;;;
B;152;1701148;26;20091005 01:38;;;43;GALLIPOLI RD;COFFS HARBOUR;2450;809.4;M;20090611;20090724;310000;A;R;RESIDENCE;;AA;;0;AE976425;
C;152;1701148;26;20091005 01:38;10/B/8957;
D;152;1701148;26;20091005 01:38;P;;;;;;
D;152;1701148;26;20091005 01:38;P;;;;;;
D;152;1701148;26;20091005 01:38;V;;;;;;
D;152;1701148;26;20091005 01:38;V;;;;;;
B;152;1703774;27;20091005 01:38;;;71;MANNING AVE;COFFS HARBOUR;2450;904.2;M;20090807;20090904;560000;A;R;RESIDENCE;;AK;;0;AE981172;
C;152;1703774;27;20091005 01:38;33/233220;
D;152;1703774;27;20091005 01:38;P;;;;;;
D;152;1703774;27;20091005 01:38;P;;;;;;
D;152;1703774;27;20091005 01:38;V;;;;;;
D;152;1703774;27;20091005 01:38;V;;;;;;
B;152;1704066;28;20091005 01:38;;;1;MAVIS ST;COFFS HARBOUR;2450;866.3;M;20090817;20090907;290000;A;R;RESIDENCE;;AA;;0;AE991852;
C;152;1704066;28;20091005 01:38;17/C/8957;
D;152;1704066;28;20091005 01:38;P;;;;;;
D;152;1704066;28;20091005 01:38;V;;;;;;
B;152;1704359;29;20091005 01:38;;6;17;MOORE ST;COFFS HARBOUR;2450;;;20090716;20090820;225000;;R;RESIDENCE;6;;;0;AE981709;
C;152;1704359;29;20091005 01:38;6/SP36218;
D;152;1704359;29;20091005 01:38;P;;;;;;
D;152;1704359;29;20091005 01:38;V;;;;;;
D;152;1704359;29;20091005 01:38;V;;;;;;
B;152;1712059;30;20091005 01:38;;;3;GUMTREE GLEN;SAPPHIRE BEACH;2450;804.5;M;20090717;20090903;395000;A;R;RESIDENCE;;JB;;0;AE978896;
C;152;1712059;30;20091005 01:38;3/628408;
D;152;1712059;30;20091005 01:38;P;;;;;;
D;152;1712059;30;20091005 01:38;P;;;;;;
D;152;1712059;30;20091005 01:38;V;;;;;;
B;152;1704526;31;20091005 01:38;;;8;MT PLEASANT DR;NORTH BOAMBEE VALLEY;2450;700.2;M;20090716;20090827;314000;A;R;RESIDENCE;;AG;;0;AE973865;
C;152;1704526;31;20091005 01:38;10/747980;
D;152;1704526;31;20091005 01:38;P;;;;;;
D;152;1704526;31;20091005 01:38;V;;;;;;
D;152;1704526;31;20091005 01:38;V;;;;;;
B;152;1709724;32;20091005 01:38;;;66;LAKE RUSSELL DR;EMERALD BEACH;2456;5797;M;20090430;20090604;305000;R;R;RESIDENCE;;RP;;0;AE989209;
C;152;1709724;32;20091005 01:38;221/826981;
D;152;1709724;32;20091005 01:38;P;;;;;;
D;152;1709724;32;20091005 01:38;P;;;;;;
D;152;1709724;32;20091005 01:38;V;;;;;;
B;152;1705844;33;20091005 01:38;;;5;PETER CL;COFFS HARBOUR;2450;972;M;20090722;20090826;372000;A;R;RESIDENCE;;AA;;0;AE981202;
C;152;1705844;33;20091005 01:38;3/255681;
D;152;1705844;33;20091005 01:38;P;;;;;;
D;152;1705844;33;20091005 01:38;P;;;;;;
D;152;1705844;33;20091005 01:38;V;;;;;;
B;152;2781164;34;20091005 01:38;PACIFIC BAY RESORT;;;BAY DR;COFFS HARBOUR;2450;;;20090713;20090814;550000;;3;VILLA;44;;;0;AE989587;
C;152;2781164;34;20091005 01:38;44/SP73737;
D;152;2781164;34;20091005 01:38;P;;;;;;
D;152;2781164;34;20091005 01:38;P;;;;;;
D;152;2781164;34;20091005 01:38;V;;;;;;
B;152;3191166;35;20091005 01:38;;;2;BREAKERS WAY;KORORA;2450;1411;M;20090512;20090914;1250000;A;R;RESIDENCE;;HA;;0;AE988082;
C;152;3191166;35;20091005 01:38;240/1085605;
