A;511;20090810 01:43;VALNET;
B;511;3468379;1;20090810 01:43;;;66;VENNACHER ST;MERRIWA;2329;1752;M;20090509;20090710;160000;;3;UNITS;;;;0;AE839250;
C;511;3468379;1;20090810 01:43;7/228741;
D;511;3468379;1;20090810 01:43;P;;;;;;
D;511;3468379;1;20090810 01:43;V;;;;;;
B;511;3467365;2;20090810 01:43;;;LOTS14&16;NEW ENGLAND HIGHWAY;ABERDEEN;2336;636.9;M;20090316;20090622;21000;;V;VACANT LAND;;;;0;AE790241;
C;511;3467365;2;20090810 01:43;PT 1/1076080 14, 16/1136908;
D;511;3467365;2;20090810 01:43;P;;;;;;
D;511;3467365;2;20090810 01:43;P;;;;;;
B;511;2651778;3;20090810 01:43;;;11892;WOLLAR RD;MERRIWA;2329;43.92;H;20090609;20090721;210000;R;R;RESIDENCE;;SD;;0;AE863537;
C;511;2651778;3;20090810 01:43;9/746396;
D;511;2651778;3;20090810 01:43;P;;;;;;
D;511;2651778;3;20090810 01:43;V;;;;;;
B;511;292067;4;20090810 01:43;;;;BUNNAN RD;SCONE;2337;28.12;H;20080617;20090706;1000000;R;R;RESIDENCE;;SB;;0;AE864324;
C;511;292067;4;20090810 01:43;322/844395;
D;511;292067;4;20090810 01:43;P;;;;;;
D;511;292067;4;20090810 01:43;P;;;;;;
D;511;292067;4;20090810 01:43;V;;;;;;
D;511;292067;4;20090810 01:43;V;;;;;;
B;511;292149;5;20090810 01:43;;;322;WALLINGTON RD;SCONE;2337;1954;M;20090612;20090724;5000;R;3;;;XX;;0;AE867663;
C;511;292149;5;20090810 01:43;1/232278;
D;511;292149;5;20090810 01:43;P;;;;;;
D;511;292149;5;20090810 01:43;V;;;;;;
B;511;294795;6;20090810 01:43;;;91;ST AUBINS ST;SCONE;2337;1215;M;20090305;20090630;385000;A;R;RESIDENCE;;AW;;0;AE864651;
C;511;294795;6;20090810 01:43;4/259325;
D;511;294795;6;20090810 01:43;P;;;;;;
D;511;294795;6;20090810 01:43;V;;;;;;
B;511;3317201;7;20090810 01:43;;;2;ALFRED BROWN LANE;PARKVILLE;2337;1.309;H;20090527;20090716;160000;R;V;VACANT LAND;;SA;;0;AE859321;
C;511;3317201;7;20090810 01:43;7/1111769;
D;511;3317201;7;20090810 01:43;P;;;;;;
D;511;3317201;7;20090810 01:43;P;;;;;;
D;511;3317201;7;20090810 01:43;V;;;;;;
D;511;3317201;7;20090810 01:43;V;;;;;;
Z;34;7;7;18;
