A;231;20090914 01:42;VALNET;
B;231;2606530;1;20090914 01:42;;;518;QUILTIES CORNER RD;TALLIMBA;2669;573.26;H;20090630;20090827;660000;R;3;FARM;;RM;;0;AE939450;
C;231;2606530;1;20090914 01:42;1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11/A/13504 1, 2, 3, 4, 5, 6, 7, 8, 9, 1;
C;231;2606530;1;20090914 01:42;0, 11, 12, 13, 14/B/13504 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11/C/13504 1,;
C;231;2606530;1;20090914 01:42; 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17/D/13504 1, 2, ;
C;231;2606530;1;20090914 01:42;3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 2;
C;231;2606530;1;20090914 01:42;2, 23, 24, 25, 26, 27, 28/E/13504 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 1;
C;231;2606530;1;20090914 01:42;2, 13, 14, 15, 16, 17, 18, 19, 20/F/13504 1, 2, 3, 4, 5, 6, 7, 8, 9, 1;
C;231;2606530;1;20090914 01:42;0, 11, 12, 13, 14, 15, 16, 17, 18/G/13504 38, 49, 56/750826;
D;231;2606530;1;20090914 01:42;P;;;;;;
D;231;2606530;1;20090914 01:42;P;;;;;;
D;231;2606530;1;20090914 01:42;V;;;;;;
Z;13;1;7;3;
