A;300;20090928 01:43;VALNET;
B;300;1842771;1;20090928 01:43;;;53;CUNNINGHAM ST;BINGARA;2404;686.5;M;20090721;20090831;108000;Z;R;RESIDENCE;;MR;;0;AE974120;
C;300;1842771;1;20090928 01:43;1/785728;
D;300;1842771;1;20090928 01:43;P;;;;;;
D;300;1842771;1;20090928 01:43;V;;;;;;
B;300;2689776;2;20090928 01:43;;;1;SHORT ST;WARIALDA;2402;1306;M;20090730;20090821;93000;Z;R;RESIDENCE;;MC;;0;AE963796;
C;300;2689776;2;20090928 01:43;1/793326;
D;300;2689776;2;20090928 01:43;P;;;;;;
D;300;2689776;2;20090928 01:43;P;;;;;;
D;300;2689776;2;20090928 01:43;V;;;;;;
Z;11;2;2;5;
