A;101;20090713 01:39;VALNET;
B;101;2933739;1;20090713 01:39;;1;50;HILLCREST AVE;SOUTH NOWRA;2541;;;20090513;20090612;200000;;R;RESIDENCE;1;;;0;AE787001;
C;101;2933739;1;20090713 01:39;1/SP68481;
D;101;2933739;1;20090713 01:39;P;;;;;;
D;101;2933739;1;20090713 01:39;V;;;;;;
D;101;2933739;1;20090713 01:39;V;;;;;;
B;101;3002826;2;20090713 01:39;;;167;THE WOOL RD;VINCENTIA;2540;12.11;H;20090626;20090626;1100000;Z;V;VACANT LAND;;LZ;;0;AE788671;
C;101;3002826;2;20090713 01:39;801/1022286;
D;101;3002826;2;20090713 01:39;P;;;;;;
D;101;3002826;2;20090713 01:39;V;;;;;;
B;101;3437835;3;20090713 01:39;;;5;ZIERIA AVE;NORTH NOWRA;2541;720;M;20090416;20090602;125400;A;V;VACANT LAND;;HV;;0;AE734416;
C;101;3437835;3;20090713 01:39;42/1134985;
D;101;3437835;3;20090713 01:39;P;;;;;;
D;101;3437835;3;20090713 01:39;V;;;;;;
B;101;3463008;4;20090713 01:39;;;;WALLAROY DR;BURRILL LAKE;2539;828.3;M;20090417;20090522;145000;;V;VACANT LAND;;;;0;AE733061;
C;101;3463008;4;20090713 01:39;59/209662;
D;101;3463008;4;20090713 01:39;P;;;;;;
D;101;3463008;4;20090713 01:39;P;;;;;;
D;101;3463008;4;20090713 01:39;V;;;;;;
D;101;3463008;4;20090713 01:39;V;;;;;;
B;101;3457236;5;20090713 01:39;;;3;CHRISTIANA CL;WEST NOWRA;2541;709;M;20090528;20090626;95000;;V;VACANT LAND;;;;0;AE799409;
C;101;3457236;5;20090713 01:39;3/1137630;
D;101;3457236;5;20090713 01:39;P;;;;;;
D;101;3457236;5;20090713 01:39;V;;;;;;
B;101;3048826;6;20090713 01:39;;;;KARDELLA AVE;NOWRA;2541;1571;M;20090428;20090602;133000;A;V;VACANT LAND;;FU;;0;AE789838;
C;101;3048826;6;20090713 01:39;226/1060103;
D;101;3048826;6;20090713 01:39;P;;;;;;
D;101;3048826;6;20090713 01:39;P;;;;;;
D;101;3048826;6;20090713 01:39;V;;;;;;
B;101;3128059;7;20090713 01:39;;;31;WARRIGAL ST;NOWRA;2541;796.6;M;20090427;20090609;104750;A;V;VACANT LAND;;FU;;0;AE775020;
C;101;3128059;7;20090713 01:39;336/1068794;
D;101;3128059;7;20090713 01:39;P;;;;;;
D;101;3128059;7;20090713 01:39;P;;;;;;
D;101;3128059;7;20090713 01:39;V;;;;;;
D;101;3128059;7;20090713 01:39;V;;;;;;
B;101;3128081;8;20090713 01:39;;;34;WARRIGAL ST;NOWRA;2541;702;M;20090519;20090619;307500;A;R;RESIDENCE;;FU;;0;AE777585;
C;101;3128081;8;20090713 01:39;358/1068794;
D;101;3128081;8;20090713 01:39;P;;;;;;
D;101;3128081;8;20090713 01:39;P;;;;;;
D;101;3128081;8;20090713 01:39;V;;;;;;
D;101;3128081;8;20090713 01:39;V;;;;;;
B;101;1063894;9;20090713 01:39;;;31;DAVENPORT RD;SHOALHAVEN HEADS;2535;644.9;M;20090515;20090623;410000;A;R;RESIDENCE;;FW;;0;AE787188;
C;101;1063894;9;20090713 01:39;5/27258;
D;101;1063894;9;20090713 01:39;P;;;;;;
D;101;1063894;9;20090713 01:39;V;;;;;;
B;101;1061439;10;20090713 01:39;;;7;CLIFF AVE;MOLLYMOOK BEACH;2539;1226.7;M;20090306;20090615;1700000;A;R;RESIDENCE;;YC;;0;AE781355;
C;101;1061439;10;20090713 01:39;9, 10/224117;
D;101;1061439;10;20090713 01:39;P;;;;;;
D;101;1061439;10;20090713 01:39;P;;;;;;
D;101;1061439;10;20090713 01:39;V;;;;;;
B;101;1053475;11;20090713 01:39;;;90;AGARS LANE;BERRY;2535;2.428;H;20090402;20090617;820000;R;R;RESIDENCE;;RV;;0;AE772160;
