A;300;20090914 01:43;VALNET;
B;300;1842982;1;20090914 01:43;;;2;HERBERT ST;BINGARA;2404;1514;M;20090513;20090820;280000;Z;R;RESIDENCE;;MR;;0;AE931360;
C;300;1842982;1;20090914 01:43;21/634944;
D;300;1842982;1;20090914 01:43;P;;;;;;
D;300;1842982;1;20090914 01:43;P;;;;;;
D;300;1842982;1;20090914 01:43;V;;;;;;
D;300;1842982;1;20090914 01:43;V;;;;;;
D;300;1842982;1;20090914 01:43;V;;;;;;
B;300;2689654;2;20090914 01:43;;;28;MARKET ST;WARIALDA;2402;1011;M;20090612;20090731;152000;Z;R;RESIDENCE;;MC;;0;AE943219;
C;300;2689654;2;20090914 01:43;1/564832;
D;300;2689654;2;20090914 01:43;P;;;;;;
D;300;2689654;2;20090914 01:43;V;;;;;;
D;300;2689654;2;20090914 01:43;V;;;;;;
Z;14;2;2;8;
