A;164;20091228 04:06;VALNET;
B;164;1800557;1;20091228 04:06;;;7;VISTA WAY;SCOTTS HEAD;2447;562.8;M;20091029;20091203;408779;A;R;RESIDENCE;;AJ;;0;AF176723;
C;164;1800557;1;20091228 04:06;83/239693;
D;164;1800557;1;20091228 04:06;P;;;;;;
D;164;1800557;1;20091228 04:06;P;;;;;;
D;164;1800557;1;20091228 04:06;V;;;;;;
B;164;1800846;2;20091228 04:06;;;442;WILLIAMS HILL RD;TALARM;2447;47.97;H;20091020;20091201;230000;R;3;LAND WITH PAR;;RB;;0;AF190478;
C;164;1800846;2;20091228 04:06;1/826738;
D;164;1800846;2;20091228 04:06;P;;;;;;
D;164;1800846;2;20091228 04:06;V;;;;;;
B;164;1800878;3;20091228 04:06;;;13;GREENHILLS RD;UPPER TAYLORS ARM;2447;1182;M;20091112;20091203;105000;Z;R;RESIDENCE;;AP;;0;AF179626;
C;164;1800878;3;20091228 04:06;3/17679;
D;164;1800878;3;20091228 04:06;P;;;;;;
D;164;1800878;3;20091228 04:06;V;;;;;;
B;164;1798130;4;20091228 04:06;;3;2;RUTLAND ST;NAMBUCCA HEADS;2448;;;20091013;20091110;176500;;3;;3;;;0;AF178284;
C;164;1798130;4;20091228 04:06;3/SP39047;
D;164;1798130;4;20091228 04:06;P;;;;;;
D;164;1798130;4;20091228 04:06;V;;;;;;
B;164;1792975;5;20091228 04:06;;;3;HIGH ST;BOWRAVILLE;2449;373.1;M;20091123;20091204;143500;Z;R;RESIDENCE;;AG;;0;AF189958;
C;164;1792975;5;20091228 04:06;1/327025;
D;164;1792975;5;20091228 04:06;P;;;;;;
D;164;1792975;5;20091228 04:06;P;;;;;;
D;164;1792975;5;20091228 04:06;V;;;;;;
B;164;1795718;6;20091228 04:06;;;11;EGAN LANE;MACKSVILLE;2447;869.4;M;20090923;20091125;235000;A;R;RESIDENCE;;AE;;0;AF178826;
C;164;1795718;6;20091228 04:06;32/592050;
D;164;1795718;6;20091228 04:06;P;;;;;;
D;164;1795718;6;20091228 04:06;P;;;;;;
D;164;1795718;6;20091228 04:06;V;;;;;;
D;164;1795718;6;20091228 04:06;V;;;;;;
B;164;1796234;7;20091228 04:06;;;9;BLUE GUM ST;NAMBUCCA HEADS;2448;595.9;M;20091028;20091125;298500;A;R;RESIDENCE;;AA;;0;AF178601;
C;164;1796234;7;20091228 04:06;62/262079;
D;164;1796234;7;20091228 04:06;P;;;;;;
D;164;1796234;7;20091228 04:06;P;;;;;;
D;164;1796234;7;20091228 04:06;V;;;;;;
B;164;1796405;8;20091228 04:06;;;20;CLARKE CL;HYLAND PARK;2448;683.1;M;20091104;20091202;113000;A;R;RESIDENCE;;AN;;0;AF185419;
C;164;1796405;8;20091228 04:06;36/829022;
D;164;1796405;8;20091228 04:06;P;;;;;;
D;164;1796405;8;20091228 04:06;P;;;;;;
D;164;1796405;8;20091228 04:06;V;;;;;;
B;164;1799642;9;20091228 04:06;;;17;COCKBURN ST;VALLA BEACH;2448;771.7;M;20091007;20091118;500000;A;R;RESIDENCE;;AL;;0;AF177383;
C;164;1799642;9;20091228 04:06;10/43807;
D;164;1799642;9;20091228 04:06;P;;;;;;
D;164;1799642;9;20091228 04:06;P;;;;;;
D;164;1799642;9;20091228 04:06;V;;;;;;
D;164;1799642;9;20091228 04:06;V;;;;;;
B;164;3141278;10;20091228 04:06;;;45;MAX GRAHAM DR;VALLA BEACH;2448;758.8;M;20091021;20091202;105000;A;V;VACANT LAND;;AL;;0;AF176719;
C;164;3141278;10;20091228 04:06;19/1076134;
D;164;3141278;10;20091228 04:06;P;;;;;;
D;164;3141278;10;20091228 04:06;P;;;;;;
D;164;3141278;10;20091228 04:06;V;;;;;;
B;164;3219296;11;20091228 04:06;;;12;LAURA PL;MACKSVILLE;2447;839.1;M;20090930;20091209;310000;A;R;RESIDENCE;;AE;;0;AF189811;
C;164;3219296;11;20091228 04:06;12/1088471;
D;164;3219296;11;20091228 04:06;P;;;;;;
D;164;3219296;11;20091228 04:06;P;;;;;;
D;164;3219296;11;20091228 04:06;V;;;;;;
Z;56;11;11;32;
