A;069;20110509 01:47;VALNET;
B;069;548296;1;20110509 01:47;;;4589;KIDMAN WAY;COLEAMBALLY;2707;250.8;H;20110307;20110331;380000;R;3;FARM/RURAL;;RC;;0;AG164180;
C;069;548296;1;20110509 01:47;82/750872 Farm Number 168;
D;069;548296;1;20110509 01:47;P;;;;;;
D;069;548296;1;20110509 01:47;P;;;;;;
D;069;548296;1;20110509 01:47;P;;;;;;
D;069;548296;1;20110509 01:47;P;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
D;069;548296;1;20110509 01:47;V;;;;;;
Z;15;1;1;11;
