A;529;20110606 02:30;VALNET;
B;529;432542;1;20110606 02:30;;;176;COWPER ST;GOULBURN;2580;255;M;20110318;20110429;265000;R1;R;RESIDENCE;;GAT;;0;AG261013;
C;529;432542;1;20110606 02:30;15/1085071;
D;529;432542;1;20110606 02:30;P;;;;;;
D;529;432542;1;20110606 02:30;V;;;;;;
B;529;430815;2;20110606 02:30;;;4;BELMORE ST;GOULBURN;2580;682.9;M;20110413;20110511;350000;R1;3;HOUSE;;GAC;;0;AG265308;
C;529;430815;2;20110606 02:30;3/744992;
D;529;430815;2;20110606 02:30;P;;;;;;
D;529;430815;2;20110606 02:30;P;;;;;;
D;529;430815;2;20110606 02:30;V;;;;;;
B;529;434090;3;20110606 02:30;;;8;GREEN VALLEY RD;GOULBURN;2580;773.3;M;20110110;20110414;115000;R2;R;RESIDENCE;;GAP;;50;AG243563;
C;529;434090;3;20110606 02:30;55/817861;
D;529;434090;3;20110606 02:30;P;;;;;;
D;529;434090;3;20110606 02:30;V;;;;;;
B;529;435990;4;20110606 02:30;;;8;MITCHELL ST;GOULBURN;2580;3394;M;20110427;20110523;365000;R5;R;RESIDENCE;;GJB;;0;AG263395;
C;529;435990;4;20110606 02:30;4/850280;
D;529;435990;4;20110606 02:30;P;;;;;;
D;529;435990;4;20110606 02:30;P;;;;;;
D;529;435990;4;20110606 02:30;V;;;;;;
B;529;436035;5;20110606 02:30;;;11;MONTAGUE ST;GOULBURN;2580;304.2;M;20110308;20110311;80000;B3;3;COMMERCIAL;;GBF;;0;AG263099;
C;529;436035;5;20110606 02:30;22/6/758468;
D;529;436035;5;20110606 02:30;P;;;;;;
D;529;436035;5;20110606 02:30;P;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
D;529;436035;5;20110606 02:30;V;;;;;;
B;529;436932;6;20110606 02:30;;;16 A;PROGRESS ST;GOULBURN;2580;952.1;M;20110504;20110513;205000;R2;R;RESIDENCE;;GAB;;0;AG251943;
C;529;436932;6;20110606 02:30;1212/255055;
D;529;436932;6;20110606 02:30;P;;;;;;
D;529;436932;6;20110606 02:30;V;;;;;;
B;529;449004;7;20110606 02:30;;;49;ROSEBERY ST;TARAGO;2580;1416;M;20110412;20110512;360000;RU5;R;RESIDENCE;;GZF;;0;AG265745;
C;529;449004;7;20110606 02:30;16/800406;
D;529;449004;7;20110606 02:30;P;;;;;;
D;529;449004;7;20110606 02:30;V;;;;;;
D;529;449004;7;20110606 02:30;V;;;;;;
B;529;446555;8;20110606 02:30;;;170;BADGERYS LOOKOUT RD;TALLONG;2579;48.56;H;20110410;20110410;5000;RU2;V;VACANT LAND;;GFQ;;0;AG189157;
C;529;446555;8;20110606 02:30;1/307770 57/650011;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;P;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
D;529;446555;8;20110606 02:30;V;;;;;;
