A;066;20110207 01:50;VALNET;
B;066;541766;1;20110207 01:50;;;;DAN GLEESONS LANE;OSBORNE;2656;219.7;H;20101220;20101220;172500;R;3;FARM;;MC;;0;AG12820;
C;066;541766;1;20110207 01:50;B/388948 21/756403;
D;066;541766;1;20110207 01:50;P;;;;;;
D;066;541766;1;20110207 01:50;P;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
D;066;541766;1;20110207 01:50;V;;;;;;
Z;13;1;1;9;
