A;902;20110328 01:49;VALNET;
B;902;3264940;1;20110328 01:49;URISINO STATION;;;;WANAARING;2840;55097;H;20100901;20110104;911;;3;FARM;;;;0;AG45394;
C;902;3264940;1;20110328 01:49;1, 5/756362 4787/765867 3654/766036 4013/766486 Western Land Lease 595;
C;902;3264940;1;20110328 01:49;2 Western Land Lease 6178 Western Land Lease 7718;
D;902;3264940;1;20110328 01:49;P;;;;;;
D;902;3264940;1;20110328 01:49;V;;;;;;
D;902;3264940;1;20110328 01:49;V;;;;;;
B;902;3264940;2;20110328 01:49;URISINO STATION;;;;WANAARING;2840;55097;H;20100901;20110104;1364089;;3;FARM;;;;0;AG45397;
C;902;3264940;2;20110328 01:49;1, 5/756362 4787/765867 3654/766036 4013/766486 Western Land Lease 595;
C;902;3264940;2;20110328 01:49;2 Western Land Lease 6178 Western Land Lease 7718;
D;902;3264940;2;20110328 01:49;P;;;;;;
D;902;3264940;2;20110328 01:49;V;;;;;;
D;902;3264940;2;20110328 01:49;V;;;;;;
Z;14;2;4;6;
