A;085;20110613 03:34;VALNET;
B;085;724714;1;20110613 03:34;;8;40;EPPING RD;LANE COVE;2066;;;20110421;20110526;630000;;R;RESIDENCE;8;;;0;AG273238;
C;085;724714;1;20110613 03:34;8/SP2689;
D;085;724714;1;20110613 03:34;P;;;;;;
D;085;724714;1;20110613 03:34;P;;;;;;
D;085;724714;1;20110613 03:34;V;;;;;;
D;085;724714;1;20110613 03:34;V;;;;;;
B;085;725130;2;20110613 03:34;;;13;FOX ST;LANE COVE;2066;617.9;M;20110325;20110506;2125000;R2;R;RESIDENCE;;RAF;;0;AG269702;
C;085;725130;2;20110613 03:34;2/613709;
D;085;725130;2;20110613 03:34;P;;;;;;
D;085;725130;2;20110613 03:34;V;;;;;;
B;085;730406;3;20110613 03:34;;38;6;MURRAY ST;LANE COVE NORTH;2066;;;20110330;20110511;450000;;R;RESIDENCE;38;;;0;AG238068;
C;085;730406;3;20110613 03:34;38/SP14826;
D;085;730406;3;20110613 03:34;P;;;;;;
D;085;730406;3;20110613 03:34;P;;;;;;
D;085;730406;3;20110613 03:34;V;;;;;;
B;085;730478;4;20110613 03:34;;25;2;MURRAY ST;LANE COVE NORTH;2066;82;M;20110414;20110526;480000;;R;RESIDENCE;26;;;0;AG273053;
C;085;730478;4;20110613 03:34;26/SP15811;
D;085;730478;4;20110613 03:34;P;;;;;;
D;085;730478;4;20110613 03:34;V;;;;;;
B;085;733164;5;20110613 03:34;;;18;ST LAWRENCE ST;GREENWICH;2065;269.1;M;20100826;20100826;148500;R2;R;RESIDENCE;;RAJ;;11;AG268231;
C;085;733164;5;20110613 03:34;B/63023;
D;085;733164;5;20110613 03:34;P;;;;;;
D;085;733164;5;20110613 03:34;P;;;;;;
D;085;733164;5;20110613 03:34;V;;;;;;
D;085;733164;5;20110613 03:34;V;;;;;;
B;085;727876;6;20110613 03:34;;1;8;LANDERS RD;LANE COVE NORTH;2066;;;20110408;20110525;550000;;R;RESIDENCE;1;;;0;AG269559;
C;085;727876;6;20110613 03:34;1/SP2377;
D;085;727876;6;20110613 03:34;P;;;;;;
D;085;727876;6;20110613 03:34;P;;;;;;
D;085;727876;6;20110613 03:34;V;;;;;;
D;085;727876;6;20110613 03:34;V;;;;;;
B;085;727876;7;20110613 03:34;;28;8;LANDERS RD;LANE COVE;2066;;;20110408;20110525;550000;;R;RESIDENCE;28;;;0;AG269559;
C;085;727876;7;20110613 03:34;28/SP2377;
D;085;727876;7;20110613 03:34;P;;;;;;
D;085;727876;7;20110613 03:34;P;;;;;;
D;085;727876;7;20110613 03:34;V;;;;;;
D;085;727876;7;20110613 03:34;V;;;;;;
B;085;727876;8;20110613 03:34;;29;8;LANDERS RD;LANE COVE;2066;;;20110408;20110525;550000;;R;RESIDENCE;29;;;0;AG269559;
C;085;727876;8;20110613 03:34;29/SP2377;
D;085;727876;8;20110613 03:34;P;;;;;;
D;085;727876;8;20110613 03:34;P;;;;;;
D;085;727876;8;20110613 03:34;V;;;;;;
D;085;727876;8;20110613 03:34;V;;;;;;
B;085;733604;9;20110613 03:34;;;52;TALEEBAN RD;RIVERVIEW;2066;585.4;M;20110402;20110516;1331000;R2;R;RESIDENCE;;RAB;;0;AG278890;
C;085;733604;9;20110613 03:34;155/10801;
D;085;733604;9;20110613 03:34;P;;;;;;
D;085;733604;9;20110613 03:34;P;;;;;;
D;085;733604;9;20110613 03:34;V;;;;;;
B;085;728232;10;20110613 03:34;;13;7;LITTLE ST;LANE COVE;2066;;;20110407;20110525;432000;;R;RESIDENCE;13;;;0;AG270984;
C;085;728232;10;20110613 03:34;13/SP11979;
D;085;728232;10;20110613 03:34;P;;;;;;
D;085;728232;10;20110613 03:34;P;;;;;;
D;085;728232;10;20110613 03:34;V;;;;;;
D;085;728232;10;20110613 03:34;V;;;;;;
B;085;728537;11;20110613 03:34;;;211 A;LONGUEVILLE RD;LANE COVE;2066;387.8;M;20110420;20110524;318950;R2;R;RESIDENCE;;RAF;;50;AG266706;
C;085;728537;11;20110613 03:34;2/517993;
D;085;728537;11;20110613 03:34;P;;;;;;
D;085;728537;11;20110613 03:34;V;;;;;;
D;085;728537;11;20110613 03:34;V;;;;;;
D;085;728537;11;20110613 03:34;V;;;;;;
D;085;728537;11;20110613 03:34;V;;;;;;
B;085;725882;12;20110613 03:34;;9;52;GREENWICH RD;GREENWICH;2065;;;20110427;20110527;540000;;R;RESIDENCE;9;;;0;AG273668;
C;085;725882;12;20110613 03:34;9/SP3692;
D;085;725882;12;20110613 03:34;P;;;;;;
D;085;725882;12;20110613 03:34;P;;;;;;
D;085;725882;12;20110613 03:34;V;;;;;;
B;085;725882;13;20110613 03:34;;9;52;GREENWICH RD;GREENWICH;2065;;;20110427;20110527;540000;;R;RESIDENCE;20;;;0;AG273668;
C;085;725882;13;20110613 03:34;20/SP3692;
D;085;725882;13;20110613 03:34;P;;;;;;
D;085;725882;13;20110613 03:34;P;;;;;;
D;085;725882;13;20110613 03:34;V;;;;;;
B;085;3044611;14;20110613 03:34;;1;2;CHAPLIN DR;LANE COVE WEST;2066;;;20110421;20110512;580000;;3;COMMERCIAL SU;1;;;0;AG260020;
C;085;3044611;14;20110613 03:34;1/SP71530;
D;085;3044611;14;20110613 03:34;P;;;;;;
D;085;3044611;14;20110613 03:34;V;;;;;;
D;085;3044611;14;20110613 03:34;V;;;;;;
D;085;3044611;14;20110613 03:34;V;;;;;;
D;085;3044611;14;20110613 03:34;V;;;;;;
B;085;3044611;15;20110613 03:34;;19;2;CHAPLIN DR;LANE COVE WEST;2066;;;20110421;20110512;580000;;3;COMMERCIAL SU;19;;;0;AG260020;
C;085;3044611;15;20110613 03:34;19/SP71530;
D;085;3044611;15;20110613 03:34;P;;;;;;
D;085;3044611;15;20110613 03:34;V;;;;;;
D;085;3044611;15;20110613 03:34;V;;;;;;
D;085;3044611;15;20110613 03:34;V;;;;;;
D;085;3044611;15;20110613 03:34;V;;;;;;
B;085;3569217;16;20110613 03:34;;1;25;BIRDWOOD AVE;LANE COVE;2066;88;M;20110414;20110509;460000;;R;RESIDENCE;1;;;0;AG254713;
C;085;3569217;16;20110613 03:34;1/SP85051;
D;085;3569217;16;20110613 03:34;P;;;;;;
D;085;3569217;16;20110613 03:34;V;;;;;;
B;085;3569217;17;20110613 03:34;;11;25;BIRDWOOD AVE;LANE COVE;2066;78;M;20110421;20110519;450000;;R;RESIDENCE;11;;;0;AG261972;
C;085;3569217;17;20110613 03:34;11/SP85051;
D;085;3569217;17;20110613 03:34;P;;;;;;
D;085;3569217;17;20110613 03:34;V;;;;;;
B;085;3109588;18;20110613 03:34;;16;460;PACIFIC HWY;ST LEONARDS;2065;;;20110513;20110602;451000;;3;OFFICE;16;;;0;AG282793;
C;085;3109588;18;20110613 03:34;16/SP73221;
D;085;3109588;18;20110613 03:34;P;;;;;;
D;085;3109588;18;20110613 03:34;V;;;;;;
B;085;3223461;19;20110613 03:34;;11;228;PACIFIC HWY;GREENWICH;2065;;;20110414;20110523;650000;;R;RESIDENCE;11;;;0;AG275896;
C;085;3223461;19;20110613 03:34;11/SP76299;
D;085;3223461;19;20110613 03:34;P;;;;;;
D;085;3223461;19;20110613 03:34;P;;;;;;
D;085;3223461;19;20110613 03:34;V;;;;;;
D;085;3223461;19;20110613 03:34;V;;;;;;
B;085;721881;20;20110613 03:34;;7;292;BURNS BAY RD;LANE COVE;2066;;;20110416;20110530;525000;;3;HOME UNIT;7;;;0;AG279768;
C;085;721881;20;20110613 03:34;7/SP53852;
D;085;721881;20;20110613 03:34;P;;;;;;
D;085;721881;20;20110613 03:34;P;;;;;;
D;085;721881;20;20110613 03:34;V;;;;;;
D;085;721881;20;20110613 03:34;V;;;;;;
B;085;722537;21;20110613 03:34;;8;87;BURNS BAY RD;LANE COVE;2066;;;20110407;20110603;1200000;;R;RESIDENCE;8;;;0;AG282689;
C;085;722537;21;20110613 03:34;8/SP30974;
D;085;722537;21;20110613 03:34;P;;;;;;
D;085;722537;21;20110613 03:34;P;;;;;;
D;085;722537;21;20110613 03:34;V;;;;;;
B;085;723243;22;20110613 03:34;;;46;CARLOTTA ST;GREENWICH;2065;371.5;M;20110208;20110505;1790000;R2;R;RESIDENCE;;RAH;;0;AG262971;
C;085;723243;22;20110613 03:34;54/1/823;
D;085;723243;22;20110613 03:34;P;;;;;;
D;085;723243;22;20110613 03:34;V;;;;;;
D;085;723243;22;20110613 03:34;V;;;;;;
B;085;721228;23;20110613 03:34;;;4 A;BIRDWOOD AVE;LANE COVE;2066;332.8;M;20110325;20110506;1120000;R4;R;RESIDENCE;;RHF;;0;AG264833;
C;085;721228;23;20110613 03:34;502/868066;
D;085;721228;23;20110613 03:34;P;;;;;;
D;085;721228;23;20110613 03:34;P;;;;;;
D;085;721228;23;20110613 03:34;V;;;;;;
D;085;721228;23;20110613 03:34;V;;;;;;
B;085;721416;24;20110613 03:34;;16;9;BURLEY ST;LANE COVE NORTH;2066;;;20110405;20110527;545000;;3;UNIT;16;;;0;AG271502;
C;085;721416;24;20110613 03:34;16/SP5059;
D;085;721416;24;20110613 03:34;P;;;;;;
D;085;721416;24;20110613 03:34;P;;;;;;
D;085;721416;24;20110613 03:34;V;;;;;;
B;085;729352;25;20110613 03:34;;;11;MINDARIE ST;LANE COVE NORTH;2066;607;M;20100423;20110323;1600000;R4;R;RESIDENCE;;RHF;;0;AG274587;
C;085;729352;25;20110613 03:34;103/36362;
D;085;729352;25;20110613 03:34;P;;;;;;
D;085;729352;25;20110613 03:34;V;;;;;;
D;085;729352;25;20110613 03:34;V;;;;;;
B;085;729353;26;20110613 03:34;;;9;MINDARIE ST;LANE COVE NORTH;2066;607;M;20100423;20110323;1600000;R4;R;RESIDENCE;;RHF;;0;AG274560;
C;085;729353;26;20110613 03:34;104/36362;
D;085;729353;26;20110613 03:34;P;;;;;;
D;085;729353;26;20110613 03:34;V;;;;;;
D;085;729353;26;20110613 03:34;V;;;;;;
B;085;724112;27;20110613 03:34;;26;1;COX'S LANE;LANE COVE;2066;;;20110430;20110526;725000;;R;RESIDENCE;26;;;0;AG270796;
C;085;724112;27;20110613 03:34;26/SP4845;
