A;252;20110606 02:30;VALNET;
B;252;2982513;1;20110606 02:30;MOONEBAR;;584;FLAGS NIANGALA RD;NIANGALA;2354;648.2;H;20110328;20110513;5280000;R;3;RURAL PROPERTY;;TA;;0;AG256587;
C;252;2982513;1;20110606 02:30;1/133240 1, 2, 5, 6/756483;
D;252;2982513;1;20110606 02:30;P;;;;;;
D;252;2982513;1;20110606 02:30;V;;;;;;
D;252;2982513;1;20110606 02:30;V;;;;;;
B;252;2676991;2;20110606 02:30;;;112 W;APSLEY ST;WALCHA;2354;914.5;M;20110408;20110520;150000;Z;R;RESIDENCE;;AA;;0;AG257050;
C;252;2676991;2;20110606 02:30;15/802134;
D;252;2676991;2;20110606 02:30;P;;;;;;
D;252;2676991;2;20110606 02:30;V;;;;;;
D;252;2676991;2;20110606 02:30;V;;;;;;
D;252;2676991;2;20110606 02:30;V;;;;;;
Z;13;2;2;7;
