A;054;20110307 01:50;VALNET;
B;054;513708;1;20110307 01:50;;;;MITHUL ST;ARDLETHAN;2665;1619;M;20101221;20110124;145000;Z;R;RESIDENCE;;VA;;0;AG84185;
C;054;513708;1;20110307 01:50;3/529308;
D;054;513708;1;20110307 01:50;P;;;;;;
D;054;513708;1;20110307 01:50;V;;;;;;
D;054;513708;1;20110307 01:50;V;;;;;;
B;054;3565811;2;20110307 01:50;PART ROSEMERE;;;;OLD JUNEE;2652;122.72;H;20101126;20110201;303250;;3;FARM LAND;;;;0;AG70656;
C;054;3565811;2;20110307 01:50;90, 91/750849;
D;054;3565811;2;20110307 01:50;P;;;;;;
D;054;3565811;2;20110307 01:50;P;;;;;;
D;054;3565811;2;20110307 01:50;V;;;;;;
D;054;3565811;2;20110307 01:50;V;;;;;;
Z;13;2;2;7;
