A;142;20110530 06:20;VALNET;
B;142;3020120;1;20110530 06:21;;46;8;MARKET ST;ROCKDALE;2216;;;20110413;20110516;465000;;R;RESIDENCE;46;;;0;AG249053;
C;142;3020120;1;20110530 06:21;46/SP69312;
D;142;3020120;1;20110530 06:21;P;;;;;;
D;142;3020120;1;20110530 06:21;V;;;;;;
D;142;3020120;1;20110530 06:21;V;;;;;;
B;142;2867772;2;20110530 06:21;;7;2;MARKET ST;ROCKDALE;2216;118;M;20110329;20110511;405000;;R;RESIDENCE;7;;;0;AG237002;
C;142;2867772;2;20110530 06:21;7/SP65832;
D;142;2867772;2;20110530 06:21;P;;;;;;
D;142;2867772;2;20110530 06:21;P;;;;;;
D;142;2867772;2;20110530 06:21;V;;;;;;
D;142;2867772;2;20110530 06:21;V;;;;;;
B;142;3039746;3;20110530 06:21;;5;370;FOREST RD;BEXLEY;2207;;;20110328;20110513;375000;;R;RESIDENCE;5;;;0;AG244527;
C;142;3039746;3;20110530 06:21;5/SP71359;
D;142;3039746;3;20110530 06:21;P;;;;;;
D;142;3039746;3;20110530 06:21;V;;;;;;
B;142;3041511;4;20110530 06:21;;54;95;BONAR ST;WOLLI CREEK;2205;;;20110322;20110506;385000;;R;RESIDENCE;54;;;0;AG238379;
C;142;3041511;4;20110530 06:21;54/SP71385;
D;142;3041511;4;20110530 06:21;P;;;;;;
D;142;3041511;4;20110530 06:21;V;;;;;;
D;142;3041511;4;20110530 06:21;V;;;;;;
B;142;3088085;5;20110530 06:21;;308;35 D;ARNCLIFFE ST;WOLLI CREEK;2205;;;20110309;20110505;507000;;R;RESIDENCE;32;;;0;AG241353;
C;142;3088085;5;20110530 06:21;32/SP72444;
D;142;3088085;5;20110530 06:21;P;;;;;;
D;142;3088085;5;20110530 06:21;V;;;;;;
D;142;3088085;5;20110530 06:21;V;;;;;;
D;142;3088085;5;20110530 06:21;V;;;;;;
B;142;3501523;6;20110530 06:21;;3;12;KINGS RD;BRIGHTON-LE-SANDS;2216;;;20110326;20110510;750000;;R;RESIDENCE;3;;;0;AG234253;
C;142;3501523;6;20110530 06:21;3/SP83274;
D;142;3501523;6;20110530 06:21;P;;;;;;
D;142;3501523;6;20110530 06:21;V;;;;;;
B;142;3195126;7;20110530 06:21;;11;22;ABOUKIR ST;ROCKDALE;2216;;;20110409;20110516;460000;;R;RESIDENCE;11;;;0;AG247147;
C;142;3195126;7;20110530 06:21;11/SP75579;
D;142;3195126;7;20110530 06:21;P;;;;;;
D;142;3195126;7;20110530 06:21;V;;;;;;
B;142;1520914;8;20110530 06:21;;17;20;FLORENCE ST;RAMSGATE BEACH;2217;;;20110415;20110415;210000;;R;RESIDENCE;17;;;0;AG243490;
C;142;1520914;8;20110530 06:21;17/SP1343;
D;142;1520914;8;20110530 06:21;P;;;;;;
D;142;1520914;8;20110530 06:21;V;;;;;;
D;142;1520914;8;20110530 06:21;V;;;;;;
D;142;1520914;8;20110530 06:21;V;;;;;;
B;142;1523699;9;20110530 06:21;;;104;GLENFARNE ST;BEXLEY;2207;385.57;M;20110222;20110513;625000;A;R;RESIDENCE;;XP;;0;AG242295;
C;142;1523699;9;20110530 06:21;4/317920;
D;142;1523699;9;20110530 06:21;P;;;;;;
D;142;1523699;9;20110530 06:21;V;;;;;;
B;142;1510508;10;20110530 06:21;;;9;ANNETTE AVE;KOGARAH;2217;474.2;M;20110402;20110516;880000;A;R;RESIDENCE;;XC;;0;AG247808;
C;142;1510508;10;20110530 06:21;221/27184;
D;142;1510508;10;20110530 06:21;P;;;;;;
D;142;1510508;10;20110530 06:21;P;;;;;;
D;142;1510508;10;20110530 06:21;V;;;;;;
B;142;1513352;11;20110530 06:21;;1;35;BEACONSFIELD ST;BEXLEY;2207;;;20110223;20110413;477500;;R;RESIDENCE;1;;;0;AG236836;
C;142;1513352;11;20110530 06:21;1/SP4538;
D;142;1513352;11;20110530 06:21;P;;;;;;
D;142;1513352;11;20110530 06:21;V;;;;;;
B;142;1510841;12;20110530 06:21;;25;8;ASHTON ST;ROCKDALE;2216;;;20110321;20110516;490000;;R;RESIDENCE;25;;;0;AG251585;
C;142;1510841;12;20110530 06:21;25/SP51923;
D;142;1510841;12;20110530 06:21;P;;;;;;
D;142;1510841;12;20110530 06:21;V;;;;;;
D;142;1510841;12;20110530 06:21;V;;;;;;
B;142;1511048;13;20110530 06:21;;;10;AUSTRAL ST;KOGARAH;2217;545.332;M;20101216;20110121;540000;A;R;RESIDENCE;;XC;;0;AG235829;
C;142;1511048;13;20110530 06:21;1112/1100505;
D;142;1511048;13;20110530 06:21;P;;;;;;
D;142;1511048;13;20110530 06:21;V;;;;;;
B;142;1524320;14;20110530 06:21;;5;15;GREEN ST;KOGARAH;2217;;;20110411;20110510;365000;;R;RESIDENCE;5;;;0;AG242904;
C;142;1524320;14;20110530 06:21;5/SP6350;
D;142;1524320;14;20110530 06:21;P;;;;;;
D;142;1524320;14;20110530 06:21;V;;;;;;
D;142;1524320;14;20110530 06:21;V;;;;;;
B;142;1524635;15;20110530 06:21;;3;32;GUINEA ST;KOGARAH;2217;;;20110321;20110503;385000;;R;RESIDENCE;3;;;0;AG240784;
C;142;1524635;15;20110530 06:21;3/SP7524;
D;142;1524635;15;20110530 06:21;P;;;;;;
D;142;1524635;15;20110530 06:21;P;;;;;;
D;142;1524635;15;20110530 06:21;V;;;;;;
D;142;1524635;15;20110530 06:21;V;;;;;;
B;142;1508711;16;20110530 06:21;;;59;ABERCORN ST;BEXLEY;2207;600.7;M;20110317;20110506;765000;A;R;RESIDENCE;;XM;;0;AG227597;
C;142;1508711;16;20110530 06:21;1/962527;
D;142;1508711;16;20110530 06:21;P;;;;;;
D;142;1508711;16;20110530 06:21;P;;;;;;
D;142;1508711;16;20110530 06:21;V;;;;;;
B;142;1508715;17;20110530 06:21;;;67;ABERCORN ST;BEXLEY;2207;384.3;M;20110420;20110513;610000;A;R;RESIDENCE;;XM;;0;AG240674;
C;142;1508715;17;20110530 06:21;2/588866;
D;142;1508715;17;20110530 06:21;P;;;;;;
D;142;1508715;17;20110530 06:21;V;;;;;;
D;142;1508715;17;20110530 06:21;V;;;;;;
B;142;1527433;18;20110530 06:21;;;1;JOHN ST;BEXLEY;2207;836.22;M;20110312;20110429;1292000;A;R;RESIDENCE;;AV;;0;AG241949;
C;142;1527433;18;20110530 06:21;149/1366;
D;142;1527433;18;20110530 06:21;P;;;;;;
D;142;1527433;18;20110530 06:21;P;;;;;;
D;142;1527433;18;20110530 06:21;V;;;;;;
B;142;1517004;19;20110530 06:21;;10;110;CHUTER AVE;RAMSGATE BEACH;2217;;;20110302;20110313;373000;;V;VACANT LAND;10;;;0;AG230138;
C;142;1517004;19;20110530 06:21;10/SP690;
D;142;1517004;19;20110530 06:21;P;;;;;;
D;142;1517004;19;20110530 06:21;V;;;;;;
B;142;1527661;20;20110530 06:21;;;36;KELSEY ST;ARNCLIFFE;2205;284.5;M;20110324;20110517;710000;A;R;RESIDENCE;;XJ;;0;AG248131;
C;142;1527661;20;20110530 06:21;A2/447408;
D;142;1527661;20;20110530 06:21;P;;;;;;
D;142;1527661;20;20110530 06:21;P;;;;;;
D;142;1527661;20;20110530 06:21;V;;;;;;
