A;054;20110221 01:46;VALNET;
B;054;513347;1;20110221 01:46;;;381;BERRY JERRY LANE;MURRULEBALE;2652;103.9;H;20070504;20110121;119263;R;V;VACANT LAND;;MA;;0;AG35944;
C;054;513347;1;20110221 01:46;198/704901;
D;054;513347;1;20110221 01:46;P;;;;;;
D;054;513347;1;20110221 01:46;P;;;;;;
D;054;513347;1;20110221 01:46;V;;;;;;
B;054;512013;2;20110221 01:46;;;69;WATERVIEW ST;GANMAIN;2702;1056;M;20101223;20110203;120000;Z;3;HOUSE;;VE;;0;AG66517;
C;054;512013;2;20110221 01:46;1/221566;
D;054;512013;2;20110221 01:46;P;;;;;;
D;054;512013;2;20110221 01:46;V;;;;;;
B;054;512033;3;20110221 01:46;;;10;WRIGHT ST;GANMAIN;2702;796.7;M;20110104;20110203;61600;Z;R;RESIDENCE;;VE;;0;AG52570;
C;054;512033;3;20110221 01:46;5/53/3786;
D;054;512033;3;20110221 01:46;P;;;;;;
D;054;512033;3;20110221 01:46;V;;;;;;
D;054;512033;3;20110221 01:46;V;;;;;;
B;054;512453;4;20110221 01:46;;;41;COWABBIE ST;COOLAMON;2701;1667;M;20101217;20100114;280000;Z;R;RESIDENCE;;VC;;0;AG14380;
C;054;512453;4;20110221 01:46;4/630519;
D;054;512453;4;20110221 01:46;P;;;;;;
D;054;512453;4;20110221 01:46;P;;;;;;
D;054;512453;4;20110221 01:46;V;;;;;;
Z;21;4;4;11;
