A;101;20110328 01:38;VALNET;
B;101;2936585;1;20110328 01:38;;;5;EUCALYPTUS AVE;WORRIGEE;2540;657.4;M;20101124;20110114;311000;A;R;RESIDENCE;;FU;;0;AG128729;
C;101;2936585;1;20110328 01:38;431/1042388;
D;101;2936585;1;20110328 01:38;P;;;;;;
D;101;2936585;1;20110328 01:38;P;;;;;;
D;101;2936585;1;20110328 01:38;V;;;;;;
B;101;2927332;2;20110328 01:38;;;17 A;MATHEWS ST;SHOALHAVEN HEADS;2535;1106;M;20110131;20110314;350000;A;R;RESIDENCE;;FW;;0;AG120896;
C;101;2927332;2;20110328 01:38;2/1043571;
D;101;2927332;2;20110328 01:38;P;;;;;;
D;101;2927332;2;20110328 01:38;P;;;;;;
D;101;2927332;2;20110328 01:38;V;;;;;;
D;101;2927332;2;20110328 01:38;V;;;;;;
B;101;2936124;3;20110328 01:38;;;3;LINKWOOD DR;NOWRA HILL;2540;1.29;H;20110204;20110311;810000;R;R;RESIDENCE;;RU;;0;AG119004;
C;101;2936124;3;20110328 01:38;607/1044669;
D;101;2936124;3;20110328 01:38;P;;;;;;
D;101;2936124;3;20110328 01:38;P;;;;;;
D;101;2936124;3;20110328 01:38;V;;;;;;
D;101;2936124;3;20110328 01:38;V;;;;;;
B;101;3371884;4;20110328 01:38;;;13;BARBATA GR;SOUTH NOWRA;2541;707.5;M;20110110;20110202;123000;A;R;RESIDENCE;;FU;;0;AG89469;
C;101;3371884;4;20110328 01:38;112/1119449;
D;101;3371884;4;20110328 01:38;P;;;;;;
D;101;3371884;4;20110328 01:38;P;;;;;;
D;101;3371884;4;20110328 01:38;V;;;;;;
B;101;3436650;5;20110328 01:38;;;45;FERRY LANE;NOWRA;2541;1285;M;20100909;20110211;730000;A;R;RESIDENCE;;GU;;0;AG123662;
C;101;3436650;5;20110328 01:38;101/1134663;
D;101;3436650;5;20110328 01:38;P;;;;;;
D;101;3436650;5;20110328 01:38;P;;;;;;
D;101;3436650;5;20110328 01:38;V;;;;;;
B;101;3000016;6;20110328 01:38;;;;SOPHIA RD;WORRIGEE;2540;797.1;M;20101102;20101220;116000;A;V;VACANT LAND;;FU;;0;AG116467;
C;101;3000016;6;20110328 01:38;902/1049514;
D;101;3000016;6;20110328 01:38;P;;;;;;
D;101;3000016;6;20110328 01:38;V;;;;;;
B;101;3128119;7;20110328 01:38;;;14;NARWEE LINK;NOWRA;2541;691.6;M;20101103;20101220;85000;A;V;VACANT LAND;;FU;;0;AG116555;
C;101;3128119;7;20110328 01:38;396/1068794;
D;101;3128119;7;20110328 01:38;P;;;;;;
D;101;3128119;7;20110328 01:38;V;;;;;;
B;101;3565425;8;20110328 01:38;;;;FRANGIPANI AVE;ULLADULLA;2539;680.8;M;20110202;20110310;165000;A;V;VACANT LAND;;YN;;0;AG124935;
C;101;3565425;8;20110328 01:38;227/1159813;
D;101;3565425;8;20110328 01:38;P;;;;;;
D;101;3565425;8;20110328 01:38;V;;;;;;
B;101;3569600;9;20110328 01:38;;;18;CATHERINE ST;MYOLA;2540;796.7;M;20100913;20101018;364000;;R;RESIDENCE;;;;0;AF893308;
C;101;3569600;9;20110328 01:38;56/22792;
D;101;3569600;9;20110328 01:38;P;;;;;;
D;101;3569600;9;20110328 01:38;P;;;;;;
D;101;3569600;9;20110328 01:38;V;;;;;;
B;101;3569602;10;20110328 01:38;;;;AGARS LANE;BERRY;2535;19.74;H;20101221;20110119;860000;;V;VACANT LAND;;;;0;AG47139;
C;101;3569602;10;20110328 01:38;3/706495;
D;101;3569602;10;20110328 01:38;P;;;;;;
D;101;3569602;10;20110328 01:38;P;;;;;;
D;101;3569602;10;20110328 01:38;V;;;;;;
B;101;3564036;11;20110328 01:38;;;;RIVERSDALE RD;TAPITALLEE;2540;2.16;H;20101116;20100308;310000;R;V;VACANT LAND;;RR;;0;AG115184;
C;101;3564036;11;20110328 01:38;1/1161362;
D;101;3564036;11;20110328 01:38;P;;;;;;
D;101;3564036;11;20110328 01:38;P;;;;;;
D;101;3564036;11;20110328 01:38;V;;;;;;
B;101;3564951;12;20110328 01:38;;;;WYNELLA PL;MILTON;2538;948.8;M;20100216;20110307;206000;;V;VACANT LAND;;;;0;AG111589;
C;101;3564951;12;20110328 01:38;13/1124431;
D;101;3564951;12;20110328 01:38;P;;;;;;
D;101;3564951;12;20110328 01:38;P;;;;;;
D;101;3564951;12;20110328 01:38;V;;;;;;
B;101;3564955;13;20110328 01:38;;;;WYNELLA PL;MILTON;2538;746;M;20100514;20110307;207000;;V;VACANT LAND;;;;0;AG113775;
C;101;3564955;13;20110328 01:38;17/1124431;
D;101;3564955;13;20110328 01:38;P;;;;;;
D;101;3564955;13;20110328 01:38;V;;;;;;
B;101;3564964;14;20110328 01:38;;;;EYRIE BOWRIE DR;MILTON;2538;671.9;M;20100129;20110307;227000;;V;VACANT LAND;;;;0;AG113982;
C;101;3564964;14;20110328 01:38;26/1124431;
D;101;3564964;14;20110328 01:38;P;;;;;;
D;101;3564964;14;20110328 01:38;P;;;;;;
D;101;3564964;14;20110328 01:38;V;;;;;;
B;101;3564965;15;20110328 01:38;;;;EYRIE BOWRIE DR;MILTON;2538;781.6;M;20100430;20110311;230000;;V;VACANT LAND;;;;0;AG121712;
C;101;3564965;15;20110328 01:38;27/1124431;
D;101;3564965;15;20110328 01:38;P;;;;;;
D;101;3564965;15;20110328 01:38;P;;;;;;
D;101;3564965;15;20110328 01:38;V;;;;;;
B;101;3564967;16;20110328 01:38;;;;EYRIE BOWRIE DR;MILTON;2538;703.3;M;20091023;20110307;252000;;V;VACANT LAND;;;;0;AG113992;
C;101;3564967;16;20110328 01:38;29/1124431;
D;101;3564967;16;20110328 01:38;P;;;;;;
D;101;3564967;16;20110328 01:38;P;;;;;;
D;101;3564967;16;20110328 01:38;V;;;;;;
B;101;3564968;17;20110328 01:38;;;;EYRIE BOWRIE DR;MILTON;2538;731.5;M;20090915;20110307;250000;;V;VACANT LAND;;;;0;AG122347;
C;101;3564968;17;20110328 01:38;30/1124431;
D;101;3564968;17;20110328 01:38;P;;;;;;
D;101;3564968;17;20110328 01:38;V;;;;;;
B;101;3564969;18;20110328 01:38;;;;EYRIE BOWRIE DR;MILTON;2538;914.3;M;20090812;20110307;257500;;V;VACANT LAND;;;;0;AG122307;
C;101;3564969;18;20110328 01:38;31/1124431;
D;101;3564969;18;20110328 01:38;P;;;;;;
D;101;3564969;18;20110328 01:38;P;;;;;;
D;101;3564969;18;20110328 01:38;V;;;;;;
