A;RTSALEDATA;537;20140310 01:17;VALNET;
B;537;3729614;1;20140310 01:17;;;;AVONSIDE RD;DUNEDOO;2844;49.5;H;20130930;20130930;350000;R;V;VACANT LAND;;GF;;50;AI388986;
C;537;3729614;1;20140310 01:17;PT 1/1188433 Enclosure Permit 521819;
D;537;3729614;1;20140310 01:17;P;;;;;;
D;537;3729614;1;20140310 01:17;P;;;;;;
D;537;3729614;1;20140310 01:17;V;;;;;;
D;537;3729614;1;20140310 01:17;V;;;;;;
B;537;3757169;2;20140310 01:17;;;;;YARRAGRIN;2842;8.24;H;20110718;20131220;2737;;3;CLOSED ROAD;;;;0;AI328720;
C;537;3757169;2;20140310 01:17;1/1181461;
D;537;3757169;2;20140310 01:17;P;;;;;;
D;537;3757169;2;20140310 01:17;P;;;;;;
D;537;3757169;2;20140310 01:17;V;;;;;;
Z;13;2;2;7;
