A;RTSALEDATA;134;20140623 01:13;VALNET;
B;134;1306024;1;20140623 01:13;;22;151 A;SMITH ST;SUMMER HILL;2130;;;20140502;20140606;440000;;R;RESIDENCE;22;;;0;AI659850;
C;134;1306024;1;20140623 01:13;22/SP1375;
D;134;1306024;1;20140623 01:13;P;;;;;;
D;134;1306024;1;20140623 01:13;V;;;;;;
B;134;1298144;2;20140623 01:13;;8 G;23;GOWER ST;SUMMER HILL;2130;;;20140429;20140610;395000;;R;RESIDENCE;12;;;0;AI668315;
C;134;1298144;2;20140623 01:13;12/SP377;
D;134;1298144;2;20140623 01:13;P;;;;;;
D;134;1298144;2;20140623 01:13;V;;;;;;
B;134;1300830;3;20140623 01:13;;;44;LANG ST;CROYDON;2132;423.7;M;20140426;20140610;1140000;R2;R;RESIDENCE;;EGC;;0;AI662529;
C;134;1300830;3;20140623 01:13;20/129724;
D;134;1300830;3;20140623 01:13;P;;;;;;
D;134;1300830;3;20140623 01:13;P;;;;;;
D;134;1300830;3;20140623 01:13;V;;;;;;
B;134;1303586;4;20140623 01:13;;20;8;ORPINGTON ST;ASHFIELD;2131;;;20140502;20140613;525000;;R;RESIDENCE;20;;;0;AI671559;
C;134;1303586;4;20140623 01:13;20/SP600;
D;134;1303586;4;20140623 01:13;P;;;;;;
D;134;1303586;4;20140623 01:13;P;;;;;;
D;134;1303586;4;20140623 01:13;V;;;;;;
B;134;1304022;5;20140623 01:13;;;231;PARRAMATTA RD;HABERFIELD;2045;347.8;M;20140616;20140616;650000;B6;R;RESIDENCE;;CCR;;0;AI662497;
C;134;1304022;5;20140623 01:13;E/306471;
D;134;1304022;5;20140623 01:13;P;;;;;;
D;134;1304022;5;20140623 01:13;V;;;;;;
B;134;1304023;6;20140623 01:13;;;233;PARRAMATTA RD;HABERFIELD;2045;347.8;M;20140616;20140616;650000;B6;R;RESIDENCE;;CCR;;0;AI662484;
C;134;1304023;6;20140623 01:13;D/306471;
D;134;1304023;6;20140623 01:13;P;;;;;;
D;134;1304023;6;20140623 01:13;V;;;;;;
B;134;1296098;7;20140623 01:13;;6;19;DALHOUSIE ST;HABERFIELD;2045;;;20140415;20140612;550000;;R;RESIDENCE;6;;;0;AI672921;
C;134;1296098;7;20140623 01:13;6/SP15979;
D;134;1296098;7;20140623 01:13;P;;;;;;
D;134;1296098;7;20140623 01:13;V;;;;;;
D;134;1296098;7;20140623 01:13;V;;;;;;
D;134;1296098;7;20140623 01:13;V;;;;;;
B;134;1307279;8;20140623 01:13;;;2 A;WALKER AVE;HABERFIELD;2045;373.1;M;20140405;20140610;1191000;B6;R;RESIDENCE;;CCR;;0;AI662603;
C;134;1307279;8;20140623 01:13;2/342078;
D;134;1307279;8;20140623 01:13;P;;;;;;
D;134;1307279;8;20140623 01:13;V;;;;;;
B;134;2973636;9;20140623 01:13;;24;8;CAVILL AVE;ASHFIELD;2131;;;20140426;20140610;305000;;R;RESIDENCE;24;;;0;AI667573;
C;134;2973636;9;20140623 01:13;24/SP58268;
D;134;2973636;9;20140623 01:13;P;;;;;;
D;134;2973636;9;20140623 01:13;V;;;;;;
B;134;1302940;10;20140623 01:13;;4;2 B;O'CONNOR ST;HABERFIELD;2045;;;20140412;20140610;500000;;R;RESIDENCE;4;;;0;AI663756;
C;134;1302940;10;20140623 01:13;4/SP22020;
D;134;1302940;10;20140623 01:13;P;;;;;;
D;134;1302940;10;20140623 01:13;V;;;;;;
D;134;1302940;10;20140623 01:13;V;;;;;;
B;134;1305810;11;20140623 01:13;;2;51;SLOANE ST;SUMMER HILL;2130;;;20140423;20140604;580000;;R;RESIDENCE;2;;;0;AI659159;
C;134;1305810;11;20140623 01:13;2/SP11222;
D;134;1305810;11;20140623 01:13;P;;;;;;
D;134;1305810;11;20140623 01:13;P;;;;;;
D;134;1305810;11;20140623 01:13;V;;;;;;
D;134;1305810;11;20140623 01:13;V;;;;;;
B;134;2869071;12;20140623 01:13;;22;106;ELIZABETH ST;ASHFIELD;2131;;;20140424;20140606;620000;;R;RESIDENCE;22;;;0;AI654851;
C;134;2869071;12;20140623 01:13;22/SP65309;
D;134;2869071;12;20140623 01:13;P;;;;;;
D;134;2869071;12;20140623 01:13;P;;;;;;
D;134;2869071;12;20140623 01:13;V;;;;;;
D;134;2869071;12;20140623 01:13;V;;;;;;
Z;59;12;12;33;
