A;RTSALEDATA;511;20140602 01:16;VALNET;
B;511;2652723;1;20140602 01:16;;;133;LITTLE ST;MURRURUNDI;2338;2023;M;20140314;20140514;173000;R1;R;RESIDENCE;;AMR;;0;AI606372;
C;511;2652723;1;20140602 01:16;5/7/758738;
D;511;2652723;1;20140602 01:16;P;;;;;;
D;511;2652723;1;20140602 01:16;V;;;;;;
B;511;2652925;2;20140602 01:16;;;83;MOUNT ST;MURRURUNDI;2338;1509;M;20140410;20140512;220000;R1;R;RESIDENCE;;AMR;;0;AI592288;
C;511;2652925;2;20140602 01:16;11/9/758738;
D;511;2652925;2;20140602 01:16;P;;;;;;
D;511;2652925;2;20140602 01:16;P;;;;;;
D;511;2652925;2;20140602 01:16;V;;;;;;
B;511;292114;3;20140602 01:16;;;12;TULLONG RD;MIDDLE BROOK;2337;2.227;H;20040423;20140509;520000;R5;R;RESIDENCE;;RSE;;0;AI598939;
C;511;292114;3;20140602 01:16;7/249726;
D;511;292114;3;20140602 01:16;P;;;;;;
D;511;292114;3;20140602 01:16;P;;;;;;
D;511;292114;3;20140602 01:16;V;;;;;;
D;511;292114;3;20140602 01:16;V;;;;;;
B;511;3345190;4;20140602 01:16;;;29;KINGDON ST;SCONE;2337;8297;M;20140314;20140507;80000;RU4;V;VACANT LAND;;RSV;;0;AI580808;
C;511;3345190;4;20140602 01:16;3/1116078;
D;511;3345190;4;20140602 01:16;P;;;;;;
D;511;3345190;4;20140602 01:16;P;;;;;;
D;511;3345190;4;20140602 01:16;V;;;;;;
B;511;3772240;5;20140602 01:16;;;;KENELEA RD;UPPER ROUCHEL;2336;591.897;H;20131121;20140414;999051;;3;RURAL;;;;0;AI587508;
C;511;3772240;5;20140602 01:16;1/340643 22, 39, 45, 47, 69, 81, 91/752453 186, 187, 188, 216, 217, 25;
C;511;3772240;5;20140602 01:16;7, 261, 336/752456 87/1113895 1, 2, 3/1121956 Enclosure Permit 50903;
D;511;3772240;5;20140602 01:16;P;;;;;;
D;511;3772240;5;20140602 01:16;P;;;;;;
D;511;3772240;5;20140602 01:16;P;;;;;;
D;511;3772240;5;20140602 01:16;P;;;;;;
D;511;3772240;5;20140602 01:16;V;;;;;;
D;511;3772240;5;20140602 01:16;V;;;;;;
D;511;3772240;5;20140602 01:16;V;;;;;;
D;511;3772240;5;20140602 01:16;V;;;;;;
D;511;3772240;5;20140602 01:16;V;;;;;;
Z;34;5;6;21;
