A;RTSALEDATA;620;20140317 01:12;VALNET;
B;620;1255723;1;20140317 01:12;;;103;MADEIRA RD;MUDGEE;2850;1082;M;20140123;20140306;430000;R1;R;RESIDENCE;;AAC;;0;AI439485;
C;620;1255723;1;20140317 01:12;47/710324;
D;620;1255723;1;20140317 01:12;P;;;;;;
D;620;1255723;1;20140317 01:12;P;;;;;;
D;620;1255723;1;20140317 01:12;V;;;;;;
B;620;1253736;2;20140317 01:12;;;3;CAROLINA CRES;MUDGEE;2850;734.6;M;20140110;20140217;332000;R1;R;RESIDENCE;;AAC;;0;AI428925;
C;620;1253736;2;20140317 01:12;21/244319;
D;620;1253736;2;20140317 01:12;P;;;;;;
D;620;1253736;2;20140317 01:12;P;;;;;;
D;620;1253736;2;20140317 01:12;V;;;;;;
D;620;1253736;2;20140317 01:12;V;;;;;;
B;620;1256528;3;20140317 01:12;;;33;OPORTO RD;MUDGEE;2850;812.4;M;20140124;20140227;343000;R1;R;RESIDENCE;;AAC;;0;AI425466;
C;620;1256528;3;20140317 01:12;32/802483;
D;620;1256528;3;20140317 01:12;P;;;;;;
D;620;1256528;3;20140317 01:12;V;;;;;;
D;620;1256528;3;20140317 01:12;V;;;;;;
B;620;1257218;4;20140317 01:12;BRISTOW WEST;;172;COX ST;LUE;2850;13.765;H;20140123;20140221;263000;R5;R;RESIDENCE;;RRF;;0;AI427519;
C;620;1257218;4;20140317 01:12;121, 122, 123, 124, 125, 126/755412;
D;620;1257218;4;20140317 01:12;P;;;;;;
D;620;1257218;4;20140317 01:12;V;;;;;;
D;620;1257218;4;20140317 01:12;V;;;;;;
D;620;1257218;4;20140317 01:12;V;;;;;;
B;620;1258677;5;20140317 01:12;;;85;TOTNES VALLEY RD;TOTNES VALLEY;2850;40;H;20131022;20131203;245000;RU1;3;FARM;;HEB;;0;AI268492;
C;620;1258677;5;20140317 01:12;19, 28/255210;
D;620;1258677;5;20140317 01:12;P;;;;;;
D;620;1258677;5;20140317 01:12;P;;;;;;
D;620;1258677;5;20140317 01:12;V;;;;;;
B;620;1260030;6;20140317 01:12;;;1;YARAANDOO ST;GULGONG;2852;931.5;M;20140204;20140228;280000;R1;R;RESIDENCE;;AAN;;0;AI429568;
C;620;1260030;6;20140317 01:12;8/262671;
D;620;1260030;6;20140317 01:12;P;;;;;;
D;620;1260030;6;20140317 01:12;V;;;;;;
B;620;1282364;7;20140317 01:12;;;9;ILFORD RD;KANDOS;2848;4477;M;20140131;20140225;170000;RU5;R;RESIDENCE;;VVL;;0;AI421273;
C;620;1282364;7;20140317 01:12;192, 193/755789;
D;620;1282364;7;20140317 01:12;P;;;;;;
