A;089;20100712 04:58;VALNET;
B;089;823138;1;20100712 04:58;;17;8;GALLOWAY ST;NORTH PARRAMATTA;2151;;;20100517;20100625;330000;;V;VACANT LAND;17;;;0;AF602237;
C;089;823138;1;20100712 04:58;17/SP13462;
D;089;823138;1;20100712 04:58;P;;;;;;
D;089;823138;1;20100712 04:58;P;;;;;;
D;089;823138;1;20100712 04:58;V;;;;;;
B;089;825983;2;20100712 04:58;;5;6;HAINSWORTH ST;WESTMEAD;2145;;;20100515;20100628;455000;;R;RESIDENCE;5;;;0;AF606168;
C;089;825983;2;20100712 04:58;5/SP13730;
D;089;825983;2;20100712 04:58;P;;;;;;
D;089;825983;2;20100712 04:58;P;;;;;;
D;089;825983;2;20100712 04:58;V;;;;;;
D;089;825983;2;20100712 04:58;V;;;;;;
B;089;807254;3;20100712 04:58;;4;20;BELLEVUE ST;NORTH PARRAMATTA;2151;;;20100512;20100623;312000;;R;RESIDENCE;4;;;0;AF592608;
C;089;807254;3;20100712 04:58;4/SP3886;
D;089;807254;3;20100712 04:58;P;;;;;;
D;089;807254;3;20100712 04:58;P;;;;;;
D;089;807254;3;20100712 04:58;V;;;;;;
B;089;829506;4;20100712 04:58;;4;31;ISABELLA ST;NORTH PARRAMATTA;2151;;;20100506;20100628;430000;;R;RESIDENCE;4;;;0;AF601148;
C;089;829506;4;20100712 04:58;4/SP57108;
D;089;829506;4;20100712 04:58;P;;;;;;
D;089;829506;4;20100712 04:58;V;;;;;;
D;089;829506;4;20100712 04:58;V;;;;;;
B;089;815470;5;20100712 04:58;;;526;CHURCH ST;NORTH PARRAMATTA;2151;505.9;M;20100623;20100623;750000;A;3;SHOP;;JA;;0;AF592193;
C;089;815470;5;20100712 04:58;1/128241;
D;089;815470;5;20100712 04:58;P;;;;;;
D;089;815470;5;20100712 04:58;V;;;;;;
B;089;826330;6;20100712 04:58;;5;18;HAROLD ST;PARRAMATTA;2150;;;20100415;20100526;345000;;R;RESIDENCE;5;;;0;AF592457;
C;089;826330;6;20100712 04:58;5/SP57314;
D;089;826330;6;20100712 04:58;P;;;;;;
D;089;826330;6;20100712 04:58;V;;;;;;
D;089;826330;6;20100712 04:58;V;;;;;;
B;089;829892;7;20100712 04:58;;6;28;JESSIE ST;WESTMEAD;2145;;;20091222;20100331;325000;;R;RESIDENCE;6;;;0;AF588697;
C;089;829892;7;20100712 04:58;6/SP30710;
D;089;829892;7;20100712 04:58;P;;;;;;
D;089;829892;7;20100712 04:58;V;;;;;;
D;089;829892;7;20100712 04:58;V;;;;;;
B;089;810241;8;20100712 04:58;;2;27;BRICKFIELD ST;NORTH PARRAMATTA;2151;;;20100317;20100507;260000;;R;RESIDENCE;2;;;0;AF597728;
C;089;810241;8;20100712 04:58;2/SP10410;
D;089;810241;8;20100712 04:58;P;;;;;;
D;089;810241;8;20100712 04:58;P;;;;;;
D;089;810241;8;20100712 04:58;V;;;;;;
D;089;810241;8;20100712 04:58;V;;;;;;
B;089;810241;9;20100712 04:58;;;27;BRICKFIELD ST;NORTH PARRAMATTA;2151;;;20100317;20100507;260000;;R;RESIDENCE;9;;;0;AF597728;
C;089;810241;9;20100712 04:58;9/SP10410;
D;089;810241;9;20100712 04:58;P;;;;;;
D;089;810241;9;20100712 04:58;P;;;;;;
D;089;810241;9;20100712 04:58;V;;;;;;
D;089;810241;9;20100712 04:58;V;;;;;;
B;089;812941;10;20100712 04:58;;;28;CAMPBELL HILL RD;GUILDFORD;2161;815.7;M;20100514;20100625;420000;A;R;RESIDENCE;;BC;;0;AF595835;
C;089;812941;10;20100712 04:58;2/35598;
D;089;812941;10;20100712 04:58;P;;;;;;
D;089;812941;10;20100712 04:58;V;;;;;;
D;089;812941;10;20100712 04:58;V;;;;;;
D;089;812941;10;20100712 04:58;V;;;;;;
B;089;813176;11;20100712 04:58;;11 K;15;CAMPBELL ST;PARRAMATTA;2150;;;20100422;20100603;240000;;R;RESIDENCE;130;;;0;AF598587;
C;089;813176;11;20100712 04:58;130/SP9260;
D;089;813176;11;20100712 04:58;P;;;;;;
D;089;813176;11;20100712 04:58;V;;;;;;
D;089;813176;11;20100712 04:58;V;;;;;;
B;089;818731;12;20100712 04:58;;;34;DOROTHY ST;CHESTER HILL;2162;549.89;M;20100501;20100531;336000;A;R;RESIDENCE;;BC;;0;AF587077;
C;089;818731;12;20100712 04:58;58/15602;
D;089;818731;12;20100712 04:58;P;;;;;;
D;089;818731;12;20100712 04:58;P;;;;;;
D;089;818731;12;20100712 04:58;V;;;;;;
B;089;818737;13;20100712 04:58;;;22;DOROTHY ST;CHESTER HILL;2162;549.89;M;20100515;20100628;387000;A;R;RESIDENCE;;BC;;0;AF598796;
C;089;818737;13;20100712 04:58;64/15602;
D;089;818737;13;20100712 04:58;P;;;;;;
D;089;818737;13;20100712 04:58;P;;;;;;
D;089;818737;13;20100712 04:58;V;;;;;;
D;089;818737;13;20100712 04:58;V;;;;;;
B;089;810794;14;20100712 04:58;;;28;BRIDGE ST;RYDALMERE;2116;461.6;M;20100629;20100629;500000;I;3;WAREHOUSE;;FB;;0;AF597740;
C;089;810794;14;20100712 04:58;278/14244;
D;089;810794;14;20100712 04:58;P;;;;;;
D;089;810794;14;20100712 04:58;V;;;;;;
B;089;818880;15;20100712 04:58;;;7;DUMAS PL;WINSTON HILLS;2153;575.4;M;20100407;20100628;660000;A;R;RESIDENCE;;CB;;0;AF601341;
C;089;818880;15;20100712 04:58;871/236465;
D;089;818880;15;20100712 04:58;P;;;;;;
D;089;818880;15;20100712 04:58;P;;;;;;
D;089;818880;15;20100712 04:58;V;;;;;;
D;089;818880;15;20100712 04:58;V;;;;;;
B;089;829790;16;20100712 04:58;;;18;JENKINS ST;DUNDAS;2117;663.9;M;20100226;20100521;618000;A;R;RESIDENCE;;AK;;0;AF588764;
C;089;829790;16;20100712 04:58;9/36662;
D;089;829790;16;20100712 04:58;P;;;;;;
D;089;829790;16;20100712 04:58;V;;;;;;
D;089;829790;16;20100712 04:58;V;;;;;;
B;089;811028;17;20100712 04:58;;;26;BRINGELLY AVE;PENDLE HILL;2145;676.6;M;20100417;20100531;515000;A;3;;;BQ;;0;AF597671;
C;089;811028;17;20100712 04:58;5/38810;
D;089;811028;17;20100712 04:58;P;;;;;;
D;089;811028;17;20100712 04:58;P;;;;;;
D;089;811028;17;20100712 04:58;V;;;;;;
B;089;813644;18;20100712 04:58;;;117;CARLINGFORD RD;EPPING;2121;657.6;M;20091111;20100622;650000;A;R;RESIDENCE;;AB;;0;AF584924;
C;089;813644;18;20100712 04:58;7/21846;
D;089;813644;18;20100712 04:58;P;;;;;;
D;089;813644;18;20100712 04:58;V;;;;;;
D;089;813644;18;20100712 04:58;V;;;;;;
B;089;816567;19;20100712 04:58;;11;3;COLEMAN AVE;CARLINGFORD;2118;;;20100422;20100603;369000;;R;RESIDENCE;11;;;0;AF591784;
C;089;816567;19;20100712 04:58;11/SP3248;
D;089;816567;19;20100712 04:58;P;;;;;;
D;089;816567;19;20100712 04:58;P;;;;;;
D;089;816567;19;20100712 04:58;V;;;;;;
B;089;816567;20;20100712 04:58;;36;3;COLEMAN AVE;CARLINGFORD;2118;;;20100422;20100603;369000;;R;RESIDENCE;36;;;0;AF591784;
C;089;816567;20;20100712 04:58;36/SP3248;
D;089;816567;20;20100712 04:58;P;;;;;;
D;089;816567;20;20100712 04:58;P;;;;;;
D;089;816567;20;20100712 04:58;V;;;;;;
B;089;830767;21;20100712 04:58;;;5;KENNEDY ST;GUILDFORD;2161;619.7;M;20100506;20100624;500000;A;R;RESIDENCE;;BC;;0;AF595506;
C;089;830767;21;20100712 04:58;13/548647;
D;089;830767;21;20100712 04:58;P;;;;;;
D;089;830767;21;20100712 04:58;P;;;;;;
D;089;830767;21;20100712 04:58;V;;;;;;
D;089;830767;21;20100712 04:58;V;;;;;;
B;089;803354;22;20100712 04:58;;;63;ADAM ST;GUILDFORD;2161;557.33;M;20100515;20100628;399000;A;R;RESIDENCE;;BC;;0;AF607415;
C;089;803354;22;20100712 04:58;25/2/945;
D;089;803354;22;20100712 04:58;P;;;;;;
D;089;803354;22;20100712 04:58;P;;;;;;
D;089;803354;22;20100712 04:58;V;;;;;;
B;089;803366;23;20100712 04:58;;;39;ADAM ST;GUILDFORD;2161;696.77;M;20100410;20100524;492000;A;R;RESIDENCE;;BC;;0;AF585822;
C;089;803366;23;20100712 04:58;24/4/945;
D;089;803366;23;20100712 04:58;P;;;;;;
D;089;803366;23;20100712 04:58;P;;;;;;
D;089;803366;23;20100712 04:58;V;;;;;;
D;089;803366;23;20100712 04:58;V;;;;;;
B;089;808694;24;20100712 04:58;;;460;BLAXCELL ST;GUILDFORD;2161;731.1;M;20061030;20061030;155000;A;R;RESIDENCE;;BC;;0;AF500099;
C;089;808694;24;20100712 04:58;2/609628;
D;089;808694;24;20100712 04:58;P;;;;;;
D;089;808694;24;20100712 04:58;P;;;;;;
D;089;808694;24;20100712 04:58;P;;;;;;
D;089;808694;24;20100712 04:58;V;;;;;;
B;089;816899;25;20100712 04:58;;;28;COOYONG CRES;TOONGABBIE;2146;556.4;M;20100517;20100628;487000;A;R;RESIDENCE;;BQ;;0;AF600238;
C;089;816899;25;20100712 04:58;5/213416;
D;089;816899;25;20100712 04:58;P;;;;;;
D;089;816899;25;20100712 04:58;P;;;;;;
D;089;816899;25;20100712 04:58;V;;;;;;
B;089;803528;26;20100712 04:58;;;94;ADDERTON RD;CARLINGFORD;2118;651.3;M;20100403;20100625;630000;A;R;RESIDENCE;;AE;;0;AF596219;
C;089;803528;26;20100712 04:58;11/20820;
D;089;803528;26;20100712 04:58;P;;;;;;
D;089;803528;26;20100712 04:58;P;;;;;;
D;089;803528;26;20100712 04:58;V;;;;;;
B;089;819809;27;20100712 04:58;;;26;EINSTEIN ST;WINSTON HILLS;2153;657.6;M;20100429;20100610;620000;A;R;RESIDENCE;;CB;;0;AF575636;
C;089;819809;27;20100712 04:58;5/237946;
D;089;819809;27;20100712 04:58;P;;;;;;
D;089;819809;27;20100712 04:58;P;;;;;;
D;089;819809;27;20100712 04:58;V;;;;;;
D;089;819809;27;20100712 04:58;V;;;;;;
B;089;825243;28;20100712 04:58;;;21;GREENLEAF ST;CONSTITUTION HILL;2145;1069;M;20100506;20100624;615000;A;R;RESIDENCE;;BQ;;0;AF594169;
C;089;825243;28;20100712 04:58;1/216006;
D;089;825243;28;20100712 04:58;P;;;;;;
D;089;825243;28;20100712 04:58;P;;;;;;
D;089;825243;28;20100712 04:58;V;;;;;;
D;089;825243;28;20100712 04:58;V;;;;;;
B;089;827803;29;20100712 04:58;;;5;HIGHLAND AVE;TOONGABBIE;2146;556.4;M;20100620;20100629;450800;A;R;RESIDENCE;;BQ;;98;AF590688;
C;089;827803;29;20100712 04:58;31/29128;
D;089;827803;29;20100712 04:58;P;;;;;;
D;089;827803;29;20100712 04:58;P;;;;;;
D;089;827803;29;20100712 04:58;V;;;;;;
D;089;827803;29;20100712 04:58;V;;;;;;
D;089;827803;29;20100712 04:58;V;;;;;;
