A;012;20101108 04:50;VALNET;
B;012;3545610;1;20101108 04:50;;;880 A;GRESFORD RD;MITCHELLS FLAT;2330;4.452;H;20100907;20101005;70000;;3;FARM LAND;;;;0;AF824556;
C;012;3545610;1;20101108 04:50;1/783463;
D;012;3545610;1;20101108 04:50;P;;;;;;
D;012;3545610;1;20101108 04:50;V;;;;;;
B;012;296627;2;20101108 04:50;;;94;BLAXLAND AVE;SINGLETON HEIGHTS;2330;613.1;M;20100812;20100915;305000;A;R;RESIDENCE;;AA;;0;AF832492;
C;012;296627;2;20101108 04:50;2/248163;
D;012;296627;2;20101108 04:50;P;;;;;;
D;012;296627;2;20101108 04:50;V;;;;;;
D;012;296627;2;20101108 04:50;V;;;;;;
B;012;297993;3;20101108 04:50;;;30;FALKINER CRES;SINGLETON HEIGHTS;2330;677.3;M;20100723;20100917;375000;A;R;RESIDENCE;;AG;;0;AF832756;
C;012;297993;3;20101108 04:50;20/255954;
D;012;297993;3;20101108 04:50;P;;;;;;
D;012;297993;3;20101108 04:50;P;;;;;;
D;012;297993;3;20101108 04:50;V;;;;;;
B;012;298115;4;20101108 04:50;;;88;GARDNER CCT;SINGLETON HEIGHTS;2330;934.9;M;20100827;20101001;318500;A;R;RESIDENCE;;AA;;0;AF832689;
C;012;298115;4;20101108 04:50;1006/263524;
D;012;298115;4;20101108 04:50;P;;;;;;
D;012;298115;4;20101108 04:50;V;;;;;;
D;012;298115;4;20101108 04:50;V;;;;;;
B;012;298233;5;20101108 04:50;;;19;GAS ST;SINGLETON;2330;724.6;M;20100423;20100528;430000;A;R;RESIDENCE;;AL;;0;AF817992;
C;012;298233;5;20101108 04:50;1, 2/742027;
D;012;298233;5;20101108 04:50;P;;;;;;
D;012;298233;5;20101108 04:50;P;;;;;;
D;012;298233;5;20101108 04:50;V;;;;;;
D;012;298233;5;20101108 04:50;V;;;;;;
B;012;298383;6;20101108 04:50;;;3;GIPP ST;SINGLETON;2330;802.6;M;20100917;20101021;353000;A;3;HOUSE;;AL;;0;AF842113;
C;012;298383;6;20101108 04:50;1/997827;
D;012;298383;6;20101108 04:50;P;;;;;;
D;012;298383;6;20101108 04:50;V;;;;;;
D;012;298383;6;20101108 04:50;V;;;;;;
B;012;299914;7;20101108 04:50;;;12;PARK ST;SINGLETON;2330;923.2;M;20100910;20101015;455000;A;R;RESIDENCE;;AL;;0;AF837948;
C;012;299914;7;20101108 04:50;16/1105365;
D;012;299914;7;20101108 04:50;P;;;;;;
D;012;299914;7;20101108 04:50;P;;;;;;
D;012;299914;7;20101108 04:50;V;;;;;;
D;012;299914;7;20101108 04:50;V;;;;;;
Z;38;7;7;22;
