A;101;20101108 05:26;VALNET;
B;101;2881094;1;20101108 05:26;;;32 D;NORTH ST;ULLADULLA;2539;650;M;20100914;20090914;110000;A;V;VACANT LAND;;YN;;0;AF841962;
C;101;2881094;1;20101108 05:26;5/1036269;
D;101;2881094;1;20101108 05:26;P;;;;;;
D;101;2881094;1;20101108 05:26;V;;;;;;
D;101;2881094;1;20101108 05:26;V;;;;;;
D;101;2881094;1;20101108 05:26;V;;;;;;
B;101;2968722;2;20101108 05:26;;;5;JUNEE LINK;NOWRA;2541;649.5;M;20100914;20101018;350000;A;R;RESIDENCE;;FU;;0;AF831995;
C;101;2968722;2;20101108 05:26;44/1048562;
D;101;2968722;2;20101108 05:26;P;;;;;;
D;101;2968722;2;20101108 05:26;P;;;;;;
D;101;2968722;2;20101108 05:26;V;;;;;;
D;101;2968722;2;20101108 05:26;V;;;;;;
B;101;2972603;3;20101108 05:26;;;21;BLUE GUM WAY;NORTH NOWRA;2541;712;M;20100917;20101025;320000;A;R;RESIDENCE;;HV;;0;AF846226;
C;101;2972603;3;20101108 05:26;27/1049257;
D;101;2972603;3;20101108 05:26;P;;;;;;
D;101;2972603;3;20101108 05:26;V;;;;;;
D;101;2972603;3;20101108 05:26;V;;;;;;
B;101;3458615;4;20101108 05:26;;;7;NEPTUNE PL;WORRIGEE;2540;524.6;M;20100702;20100702;80000;A;V;VACANT LAND;;FU;;0;AF786038;
C;101;3458615;4;20101108 05:26;2/1132644;
D;101;3458615;4;20101108 05:26;P;;;;;;
D;101;3458615;4;20101108 05:26;V;;;;;;
B;101;3486033;5;20101108 05:26;;;7;THE TERRACE;CAMBEWARRA;2540;521;M;20101001;20101015;425000;A;R;RESIDENCE;;FN;;0;AF838625;
C;101;3486033;5;20101108 05:26;1031/1144820;
D;101;3486033;5;20101108 05:26;P;;;;;;
D;101;3486033;5;20101108 05:26;P;;;;;;
D;101;3486033;5;20101108 05:26;V;;;;;;
D;101;3486033;5;20101108 05:26;V;;;;;;
B;101;2993382;6;20101108 05:26;;;2;DE MESTRE PL;NOWRA;2541;1328;M;20100820;20100924;299000;A;R;RESIDENCE;;JV;;0;AF840318;
C;101;2993382;6;20101108 05:26;21/536295;
D;101;2993382;6;20101108 05:26;P;;;;;;
D;101;2993382;6;20101108 05:26;V;;;;;;
B;101;3015305;7;20101108 05:26;;;184;ANSON ST;ST GEORGES BASIN;2540;874;M;20100915;20101020;137500;A;V;VACANT LAND;;PL;;0;AF838382;
C;101;3015305;7;20101108 05:26;186/1056358;
D;101;3015305;7;20101108 05:26;P;;;;;;
D;101;3015305;7;20101108 05:26;P;;;;;;
D;101;3015305;7;20101108 05:26;V;;;;;;
D;101;3015305;7;20101108 05:26;V;;;;;;
B;101;3082839;8;20101108 05:26;;;22;YEOVIL DR;BOMADERRY;2541;792.8;M;20100916;20101020;255000;A;R;RESIDENCE;;EV;;0;AF847693;
C;101;3082839;8;20101108 05:26;2/1062821;
D;101;3082839;8;20101108 05:26;P;;;;;;
D;101;3082839;8;20101108 05:26;V;;;;;;
D;101;3082839;8;20101108 05:26;V;;;;;;
B;101;3083411;9;20101108 05:26;;;26;MERCURY DR;LAKE TABOURIE;2539;651.5;M;20100629;20100803;270000;Z;R;RESIDENCE;;TA;;0;AF823450;
C;101;3083411;9;20101108 05:26;44/251562;
D;101;3083411;9;20101108 05:26;P;;;;;;
D;101;3083411;9;20101108 05:26;P;;;;;;
D;101;3083411;9;20101108 05:26;V;;;;;;
D;101;3083411;9;20101108 05:26;V;;;;;;
B;101;3515556;10;20101108 05:26;;;;COASTER CCT;VINCENTIA;2540;600;M;20100701;20101012;178000;Z;V;VACANT LAND;;VE;;0;AF829356;
C;101;3515556;10;20101108 05:26;309/1141762;
D;101;3515556;10;20101108 05:26;P;;;;;;
D;101;3515556;10;20101108 05:26;P;;;;;;
D;101;3515556;10;20101108 05:26;V;;;;;;
B;101;3525674;11;20101108 05:26;;;;WAXBERRY PL;SANCTUARY POINT;2540;1066;M;20100903;20101015;127000;A;V;VACANT LAND;;NN;;0;AF833869;
C;101;3525674;11;20101108 05:26;212/1153291;
D;101;3525674;11;20101108 05:26;P;;;;;;
D;101;3525674;11;20101108 05:26;V;;;;;;
B;101;3534870;12;20101108 05:26;;;3;RIVEROAK RD;WORRIGEE;2540;244.3;M;20090928;20100903;231000;A;R;RESIDENCE;;FU;;0;AF825802;
