A;022;20100503 02:54;VALNET;
B;022;417360;1;20100503 02:54;;;3;WILLAWONG ST;YOUNG;2594;1128;M;20100129;20100415;315000;A;R;RESIDENCE;;AC;;0;AF446715;
C;022;417360;1;20100503 02:54;2/771296;
D;022;417360;1;20100503 02:54;P;;;;;;
D;022;417360;1;20100503 02:54;P;;;;;;
D;022;417360;1;20100503 02:54;V;;;;;;
D;022;417360;1;20100503 02:54;V;;;;;;
B;022;3430527;2;20100503 02:54;;;11;MAYOH PL;YOUNG;2594;750.1;M;20100209;20100316;80000;A;V;VACANT LAND;;AC;;0;AF431021;
C;022;3430527;2;20100503 02:54;11/1134884;
D;022;3430527;2;20100503 02:54;P;;;;;;
D;022;3430527;2;20100503 02:54;P;;;;;;
D;022;3430527;2;20100503 02:54;V;;;;;;
B;022;416466;3;20100503 02:54;;;3;MURRINGO ST;YOUNG;2594;1012;M;20100218;20100419;160000;A;R;RESIDENCE;;AC;;0;AF448820;
C;022;416466;3;20100503 02:54;8/57/759144;
D;022;416466;3;20100503 02:54;P;;;;;;
D;022;416466;3;20100503 02:54;P;;;;;;
D;022;416466;3;20100503 02:54;V;;;;;;
B;022;416828;4;20100503 02:54;;;52;PROSPECT ST;YOUNG;2594;692.3;M;20100316;20100415;110000;A;R;RESIDENCE;;AD;;0;AF442422;
C;022;416828;4;20100503 02:54;4/250366;
D;022;416828;4;20100503 02:54;P;;;;;;
D;022;416828;4;20100503 02:54;V;;;;;;
B;022;417080;5;20100503 02:54;;;50;THORNHILL ST;YOUNG;2594;1012;M;20100315;20100413;180000;A;R;RESIDENCE;;AC;;0;AF446391;
C;022;417080;5;20100503 02:54;12/50/759144;
D;022;417080;5;20100503 02:54;P;;;;;;
D;022;417080;5;20100503 02:54;P;;;;;;
D;022;417080;5;20100503 02:54;V;;;;;;
B;022;3098637;6;20100503 02:54;;;10;SETTLERS PL;YOUNG;2594;804;M;20100208;20100308;76000;A;V;VACANT LAND;;AF;;0;AF444033;
C;022;3098637;6;20100503 02:54;22/1068846;
D;022;3098637;6;20100503 02:54;P;;;;;;
D;022;3098637;6;20100503 02:54;P;;;;;;
D;022;3098637;6;20100503 02:54;P;;;;;;
D;022;3098637;6;20100503 02:54;P;;;;;;
D;022;3098637;6;20100503 02:54;V;;;;;;
D;022;3098637;6;20100503 02:54;V;;;;;;
B;022;3267851;7;20100503 02:54;;;65;CHERRY VALE PL;YOUNG;2594;4;H;20100301;20100329;105000;R;V;VACANT LAND;;DY;;0;AF424616;
C;022;3267851;7;20100503 02:54;5/1099588;
D;022;3267851;7;20100503 02:54;P;;;;;;
D;022;3267851;7;20100503 02:54;P;;;;;;
D;022;3267851;7;20100503 02:54;V;;;;;;
Z;40;7;7;24;
