A;241;20100329 05:23;VALNET;
B;241;2641021;1;20100329 05:23;;;160;MOPPY CREEK RD;MOPPY;2422;876.58;H;20091120;20100304;850000;R;3;FARM LAND;;RD;;0;AF364972;
C;241;2641021;1;20100329 05:23;68, 69/753153 2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 18/753185 Conditional L;
C;241;2641021;1;20100329 05:23;ease 09/75 Conditional Lease 49;
D;241;2641021;1;20100329 05:23;P;;;;;;
D;241;2641021;1;20100329 05:23;P;;;;;;
D;241;2641021;1;20100329 05:23;V;;;;;;
D;241;2641021;1;20100329 05:23;V;;;;;;
B;241;3183445;2;20100329 05:23;;;13;WOODWARD ST;GLOUCESTER;2422;742;M;20100127;20100310;81000;A;3;VACANT;;AB;;0;AF370690;
C;241;3183445;2;20100329 05:23;303/1083928;
D;241;3183445;2;20100329 05:23;P;;;;;;
D;241;3183445;2;20100329 05:23;P;;;;;;
D;241;3183445;2;20100329 05:23;V;;;;;;
Z;14;2;3;7;
