A;538;20100301 01:52;VALNET;
B;538;2690577;1;20100301 01:52;;;16;BELLEVUE ST;TEMORA;2666;1012;M;20091223;20100203;37000;A;V;VACANT LAND;;AC;;0;AF300694;
C;538;2690577;1;20100301 01:52;41/5225;
D;538;2690577;1;20100301 01:52;P;;;;;;
D;538;2690577;1;20100301 01:52;V;;;;;;
D;538;2690577;1;20100301 01:52;V;;;;;;
B;538;2692850;2;20100301 01:52;;;20;ASHTON ST;ARIAH PARK;2665;1012;M;20090929;20091110;50000;Z;R;RESIDENCE;;VA;;0;AF131638;
C;538;2692850;2;20100301 01:52;21/10/758030;
D;538;2692850;2;20100301 01:52;P;;;;;;
D;538;2692850;2;20100301 01:52;V;;;;;;
Z;11;2;2;5;
