A;RTSALEDATA;678;20131111 01:20;VALNET;
B;678;3600320;1;20131111 01:20;;;15;GRANDVIEW CRES;ARMIDALE;2350;924;M;20130816;20130920;157000;R1;V;VACANT LAND;;AAA;;0;AI51909;
C;678;3600320;1;20131111 01:20;15/1168082;
D;678;3600320;1;20131111 01:20;P;;;;;;
D;678;3600320;1;20131111 01:20;V;;;;;;
B;678;1845007;2;20131111 01:20;FORTROSE;;2804;GRAFTON RD;HILLGROVE;2350;1507;H;20130614;20130813;3500000;RU1;3;FARM;;RKZ;;0;AI127800;
C;678;1845007;2;20131111 01:20;8, 30, 33, 41, 45, 47, 48, 54, 55, 60, 61, 62, 63, 64/755828 20, 29, 3;
C;678;1845007;2;20131111 01:20;1, 33, 35, 36, 37, 38, 53, 54, 129, 176, 238, 239, 375, 376, 379/75583;
C;678;1845007;2;20131111 01:20;4 111/755847;
D;678;1845007;2;20131111 01:20;P;;;;;;
D;678;1845007;2;20131111 01:20;V;;;;;;
B;678;1845017;3;20131111 01:20;;;2457;GRAFTON RD;HILLGROVE;2350;757.68;H;20130830;20131011;2960000;RU1;3;FARM;;RKZ;;0;AI98478;
C;678;1845017;3;20131111 01:20;1, 2/244370 1/556558 1, 2/559113 1, 2, 3/559742 53/755830 24, 26, 110,;
C;678;1845017;3;20131111 01:20; 115, 135/755834 39, 57, 58, 60, 66, 67, 68, 69, 70, 98/755847 PT 1, 2;
C;678;1845017;3;20131111 01:20;, 3/976685 23/1081172;
D;678;1845017;3;20131111 01:20;P;;;;;;
D;678;1845017;3;20131111 01:20;V;;;;;;
D;678;1845017;3;20131111 01:20;V;;;;;;
B;678;1844190;4;20131111 01:20;KOOKYNIE;;386;BUNDARRA RD;ARMIDALE;2350;32.37;H;20130716;20130827;1137500;E3;V;VACANT LAND;;EEM;;0;AI126534;
C;678;1844190;4;20131111 01:20;128, 179/755811;
D;678;1844190;4;20131111 01:20;P;;;;;;
D;678;1844190;4;20131111 01:20;V;;;;;;
B;678;3228720;5;20131111 01:20;;;20;SOLOMON AVE;ARMIDALE;2350;270.2;M;20131021;20131021;131666;R1;R;RESIDENCE;;AAF;;0;AI146990;
C;678;3228720;5;20131111 01:20;32/1088484;
D;678;3228720;5;20131111 01:20;P;;;;;;
D;678;3228720;5;20131111 01:20;V;;;;;;
B;678;3723629;6;20131111 01:20;;;4 A;BURGESS ST;ARMIDALE;2350;727.3;M;20130619;20131009;130000;R1;V;VACANT LAND;;AAB;;0;AI139681;
C;678;3723629;6;20131111 01:20;251/1188916;
D;678;3723629;6;20131111 01:20;P;;;;;;
D;678;3723629;6;20131111 01:20;P;;;;;;
D;678;3723629;6;20131111 01:20;V;;;;;;
D;678;3723629;6;20131111 01:20;V;;;;;;
B;678;2749347;7;20131111 01:20;;1;82;DOUGLAS ST;ARMIDALE;2350;;;20131015;20131029;162000;;R;RESIDENCE;1;;;0;AI137436;
C;678;2749347;7;20131111 01:20;1/SP23174;
