A;RTSALEDATA;117;20131007 01:18;VALNET;
B;117;1249828;1;20131007 01:18;;;9;WOODS ST;FORBES;2871;531.1;M;20130814;20130925;125000;R1;R;RESIDENCE;;AAA;;0;AI57752;
C;117;1249828;1;20131007 01:18;2/500237;
D;117;1249828;1;20131007 01:18;P;;;;;;
D;117;1249828;1;20131007 01:18;P;;;;;;
D;117;1249828;1;20131007 01:18;V;;;;;;
D;117;1249828;1;20131007 01:18;V;;;;;;
B;117;1249878;2;20131007 01:18;;;79;YORK ST;FORBES;2871;958;M;20130822;20130917;105000;R1;R;RESIDENCE;;AAA;;0;AI58729;
C;117;1249878;2;20131007 01:18;32/863141;
D;117;1249878;2;20131007 01:18;P;;;;;;
D;117;1249878;2;20131007 01:18;P;;;;;;
D;117;1249878;2;20131007 01:18;V;;;;;;
D;117;1249878;2;20131007 01:18;V;;;;;;
B;117;3726867;3;20131007 01:18;;;;NEW GRENFELL RD;MULYANDRY;2871;200.71;H;20130718;20130718;813000;;3;FARM;;;;0;AI34001;
C;117;3726867;3;20131007 01:18;1/193388 2/862827 1, 2/1090068;
D;117;3726867;3;20131007 01:18;P;;;;;;
D;117;3726867;3;20131007 01:18;V;;;;;;
D;117;3726867;3;20131007 01:18;V;;;;;;
B;117;3726878;4;20131007 01:18;;;103;WAMBAT ST;FORBES;2871;1419;M;20130821;20130917;79000;;V;VACANT LAND;;;;0;AI37901;
C;117;3726878;4;20131007 01:18;54/1175164;
D;117;3726878;4;20131007 01:18;P;;;;;;
D;117;3726878;4;20131007 01:18;P;;;;;;
D;117;3726878;4;20131007 01:18;V;;;;;;
D;117;3726878;4;20131007 01:18;V;;;;;;
Z;25;4;4;15;
