A;RTSALEDATA;109;20131118 01:13;VALNET;
B;109;1213965;1;20131118 01:13;ASQUITH;;543;PALING YARDS LOOP;BOWAN PARK;2864;97.06;H;20131008;20131029;590000;RU1;R;RESIDENCE;;RHC;;0;AI130781;
C;109;1213965;1;20131118 01:13;2/614166 216, 218, 244/750139 Enclosure Permit 41772;
D;109;1213965;1;20131118 01:13;P;;;;;;
D;109;1213965;1;20131118 01:13;P;;;;;;
D;109;1213965;1;20131118 01:13;V;;;;;;
B;109;1214564;2;20131118 01:13;;;;WHITE ROCKS RD;LEWIS PONDS;2800;48.44;H;20130214;20130328;100000;RU1;V;VACANT LAND;;RGN;;0;AH824385;
C;109;1214564;2;20131118 01:13;1/161547 Closed Roads;
D;109;1214564;2;20131118 01:13;P;;;;;;
D;109;1214564;2;20131118 01:13;P;;;;;;
D;109;1214564;2;20131118 01:13;V;;;;;;
B;109;3512748;3;20131118 01:13;CARGO;;729;NANAMI LANE;CARGO;2800;164.6;H;20130725;20130925;630000;RU1;R;RESIDENCE;;RME;;0;AI144882;
C;109;3512748;3;20131118 01:13;11/591477;
D;109;3512748;3;20131118 01:13;P;;;;;;
D;109;3512748;3;20131118 01:13;P;;;;;;
D;109;3512748;3;20131118 01:13;V;;;;;;
D;109;3512748;3;20131118 01:13;V;;;;;;
D;109;3512748;3;20131118 01:13;V;;;;;;
D;109;3512748;3;20131118 01:13;V;;;;;;
D;109;3512748;3;20131118 01:13;V;;;;;;
D;109;3512748;3;20131118 01:13;V;;;;;;
B;109;3196272;4;20131118 01:13;GLENGARRY;;60;PUZZLE FLAT LANE;EUGOWRA;2806;51.667;H;20130927;20131108;265000;RU1;3;FARM;;RHD;;0;AI156658;
C;109;3196272;4;20131118 01:13;3/1071148;
D;109;3196272;4;20131118 01:13;P;;;;;;
D;109;3196272;4;20131118 01:13;P;;;;;;
D;109;3196272;4;20131118 01:13;V;;;;;;
D;109;3196272;4;20131118 01:13;V;;;;;;
B;109;3736874;5;20131118 01:13;CLIFTON;;151;COOKAMIDGERA RD;EUGOWRA;2806;1.386;H;20130509;20131018;2035;;V;VACANT LAND;;;;0;AI129794;
C;109;3736874;5;20131118 01:13;PT 1/1187987;
D;109;3736874;5;20131118 01:13;P;;;;;;
D;109;3736874;5;20131118 01:13;P;;;;;;
D;109;3736874;5;20131118 01:13;V;;;;;;
Z;33;5;5;21;
