A;RTSALEDATA;070;20170417 01:02;VALNET;
B;070;4019716;1;20170417 01:02;;;3493;STRONTIAN RD;SANDIGO;2700;557.153;H;20161108;20170224;1055324;;3;FARMLANDS;;;;0;AM278245;
C;070;4019716;1;20170417 01:02;5/456741 32/754552 1, 2, 4, 5/1100420;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;P;;;;;;
D;070;4019716;1;20170417 01:02;V;;;;;;
B;070;4019717;2;20170417 01:02;;;;STRONTIAN RD;SANDIGO;2700;748.78;H;20161108;20170224;1100000;;3;FARMLANDS;;;;0;AM286079;
C;070;4019717;2;20170417 01:02;34, 35/754551 3, 4/754571 3/901223 1, 3/901224 7/1100420 Enclosure Per;
C;070;4019717;2;20170417 01:02;mit 46926;
D;070;4019717;2;20170417 01:02;P;;;;;;
D;070;4019717;2;20170417 01:02;P;;;;;;
D;070;4019717;2;20170417 01:02;V;;;;;;
B;070;549448;3;20170417 01:02;;;15952;NEWELL HWY;GILLENBAH;2700;115.2;H;20170310;20170403;450000;RU1;3;FARM;;PPA;;0;AM303764;
C;070;549448;3;20170417 01:02;43, 44, 65, 107, 114/754551 Enclosure Permit 46777;
D;070;549448;3;20170417 01:02;P;;;;;;
D;070;549448;3;20170417 01:02;P;;;;;;
D;070;549448;3;20170417 01:02;V;;;;;;
B;070;550580;4;20170417 01:02;;;140;EAST ST;NARRANDERA;2700;1223.6;M;20170215;20170331;395000;RU5;3;COMMERCIAL;;BUS;;0;AM297511;
C;070;550580;4;20170417 01:02;C/404206;
D;070;550580;4;20170417 01:02;P;;;;;;
D;070;550580;4;20170417 01:02;V;;;;;;
B;070;3749903;5;20170417 01:02;;;2 B;DOUGLAS ST;NARRANDERA;2700;327.5;M;20170210;20170324;275000;RU5;R;RESIDENCE;;NVM;;0;AM295235;
C;070;3749903;5;20170417 01:02;1/1189555;
D;070;3749903;5;20170417 01:02;P;;;;;;
D;070;3749903;5;20170417 01:03;V;;;;;;
Z;31;5;6;18;
