A;RTSALEDATA;188;20170220 01:05;VALNET;
B;188;1857752;1;20170220 01:05;;;76;CHESTER ST;INVERELL;2360;708.2;M;20161020;20161125;145000;R1;R;RESIDENCE;;ATA;;0;AM152593;
C;188;1857752;1;20170220 01:05;5/22545;
D;188;1857752;1;20170220 01:05;P;;;;;;
D;188;1857752;1;20170220 01:05;V;;;;;;
B;188;1858503;2;20170220 01:05;;;92;GORDON ST;INVERELL;2360;721.6;M;20161219;20170116;375000;R1;R;RESIDENCE;;ATD;;0;AM138121;
C;188;1858503;2;20170220 01:05;26/850753;
D;188;1858503;2;20170220 01:05;P;;;;;;
D;188;1858503;2;20170220 01:05;P;;;;;;
D;188;1858503;2;20170220 01:05;V;;;;;;
D;188;1858503;2;20170220 01:05;V;;;;;;
B;188;1861090;3;20170220 01:05;;;43;WHITTINGHAM ST;INVERELL;2360;1012;M;20161220;20170131;177000;R1;R;RESIDENCE;;ATF;;0;AM138625;
C;188;1861090;3;20170220 01:05;1B/161516;
D;188;1861090;3;20170220 01:05;P;;;;;;
D;188;1861090;3;20170220 01:05;P;;;;;;
D;188;1861090;3;20170220 01:05;V;;;;;;
D;188;1861090;3;20170220 01:05;V;;;;;;
B;188;1856800;4;20170220 01:05;;;5;ANDREW ST;INVERELL;2360;1012;M;20161221;20170125;199000;R1;R;RESIDENCE;;ATE;;0;AM161244;
C;188;1856800;4;20170220 01:05;6/1119613;
D;188;1856800;4;20170220 01:05;P;;;;;;
D;188;1856800;4;20170220 01:05;V;;;;;;
B;188;3310254;5;20170220 01:05;;;16;HANSDALE LANE;GILGAI;2360;1.018;H;20161116;20170113;380000;RU1;R;RESIDENCE;;RRG;;0;AM158460;
C;188;3310254;5;20170220 01:05;2/1109855;
D;188;3310254;5;20170220 01:05;P;;;;;;
D;188;3310254;5;20170220 01:05;V;;;;;;
D;188;3310254;5;20170220 01:05;V;;;;;;
B;188;3999302;6;20170220 01:05;;;LOT 1 DP12;TARWOONA ROAD;CAMP CREEK;4385;24.48;H;20160822;20161209;12901;;V;VACANT LAND;;;;0;AM20443;
C;188;3999302;6;20170220 01:05;1/1224901;
D;188;3999302;6;20170220 01:05;P;;;;;;
D;188;3999302;6;20170220 01:05;V;;;;;;
Z;31;6;6;17;
