A;RTSALEDATA;093;20170130 01:03;VALNET;
B;093;2899195;1;20170130 01:03;;3;34;FOAMCREST AVE;NEWPORT;2106;;;20161206;20170120;1550000;;R;RESIDENCE;3;;;0;AM99685;
C;093;2899195;1;20170130 01:03;3/SP67008;
D;093;2899195;1;20170130 01:03;P;;;;;;
D;093;2899195;1;20170130 01:03;P;;;;;;
D;093;2899195;1;20170130 01:03;V;;;;;;
D;093;2899195;1;20170130 01:03;V;;;;;;
B;093;3085409;2;20170130 01:03;;;20;KINGFISHER WAY;WARRIEWOOD;2102;450;M;20161123;20161219;1725000;R3;R;RESIDENCE;;WVR;;0;AM67772;
C;093;3085409;2;20170130 01:03;52/270385;
D;093;3085409;2;20170130 01:03;P;;;;;;
D;093;3085409;2;20170130 01:03;P;;;;;;
D;093;3085409;2;20170130 01:03;V;;;;;;
D;093;3085409;2;20170130 01:03;V;;;;;;
B;093;991639;3;20170130 01:03;;;2177;PITTWATER RD;CHURCH POINT;2105;1157;M;20161029;20161222;1775000;E4;R;RESIDENCE;;BCE;;0;AM75218;
C;093;991639;3;20170130 01:03;2/512736;
D;093;991639;3;20170130 01:03;P;;;;;;
D;093;991639;3;20170130 01:03;V;;;;;;
B;093;994358;4;20170130 01:03;;;30;RICHARD RD;SCOTLAND ISLAND;2105;581.7;M;20161118;20161222;810000;E3;R;RESIDENCE;;SWN;;0;AM86713;
C;093;994358;4;20170130 01:03;193/12749;
D;093;994358;4;20170130 01:03;P;;;;;;
D;093;994358;4;20170130 01:03;P;;;;;;
D;093;994358;4;20170130 01:03;V;;;;;;
D;093;994358;4;20170130 01:03;V;;;;;;
B;093;997262;5;20170130 01:03;;;65;WARATAH ST;MONA VALE;2103;558.8;M;20161017;20161219;1565000;R2;R;RESIDENCE;;MVR;;0;AM71232;
C;093;997262;5;20170130 01:03;20/16774;
D;093;997262;5;20170130 01:03;P;;;;;;
D;093;997262;5;20170130 01:03;P;;;;;;
D;093;997262;5;20170130 01:03;V;;;;;;
B;093;978589;6;20170130 01:03;;2;409;BARRENJOEY RD;NEWPORT;2106;;;20161115;20170113;1200000;;R;RESIDENCE;2;;;0;AM98581;
C;093;978589;6;20170130 01:03;2/SP18090;
D;093;978589;6;20170130 01:03;P;;;;;;
D;093;978589;6;20170130 01:03;P;;;;;;
D;093;978589;6;20170130 01:03;V;;;;;;
B;093;986739;7;20170130 01:03;;6;53;KALANG RD;ELANORA HEIGHTS;2101;;;20161110;20161221;324500;;3;OFFICE;6;;;0;AM85118;
C;093;986739;7;20170130 01:03;6/SP33355;
D;093;986739;7;20170130 01:03;P;;;;;;
D;093;986739;7;20170130 01:03;V;;;;;;
