A;RTSALEDATA;014;20170612 01:02;VALNET;
B;014;330780;1;20170612 01:02;;;13;ADA AVE;NORAVILLE;2263;626;M;20170103;20170214;667000;R1;R;RESIDENCE;;WFX;;0;AM448930;
C;014;330780;1;20170612 01:02;27/27889;
D;014;330780;1;20170612 01:02;P;;;;;;
D;014;330780;1;20170612 01:02;P;;;;;;
D;014;330780;1;20170612 01:02;V;;;;;;
B;014;333789;2;20170612 01:02;;;99;BARKER AVE;SAN REMO;2262;461.6;M;20170320;20170518;340000;R2;R;RESIDENCE;;WGY;;0;AM425412;
C;014;333789;2;20170612 01:02;234/30316;
D;014;333789;2;20170612 01:02;P;;;;;;
D;014;333789;2;20170612 01:02;V;;;;;;
B;014;331763;3;20170612 01:02;;;3;ALPINE ASH RD;HAMLYN TERRACE;2259;842.9;M;20170413;20170515;730000;R2;R;RESIDENCE;;WGT;;0;AM450001;
C;014;331763;3;20170612 01:02;403/1006785;
D;014;331763;3;20170612 01:02;P;;;;;;
D;014;331763;3;20170612 01:02;P;;;;;;
D;014;331763;3;20170612 01:02;V;;;;;;
B;014;332122;4;20170612 01:02;;;92;ANITA AVE;LAKE MUNMORAH;2259;543.8;M;20170418;20170530;780000;R2;R;RESIDENCE;;WWN;;0;AM453544;
C;014;332122;4;20170612 01:02;99/25605;
D;014;332122;4;20170612 01:02;P;;;;;;
D;014;332122;4;20170612 01:02;P;;;;;;
D;014;332122;4;20170612 01:02;V;;;;;;
B;014;332179;5;20170612 01:02;;;3;ANN CL;OURIMBAH;2258;558;M;20170421;20170602;580000;R1;R;RESIDENCE;;WFG;;0;AM456336;
C;014;332179;5;20170612 01:02;16/816277;
D;014;332179;5;20170612 01:02;P;;;;;;
D;014;332179;5;20170612 01:02;P;;;;;;
D;014;332179;5;20170612 01:02;V;;;;;;
D;014;332179;5;20170612 01:02;V;;;;;;
B;014;337570;6;20170612 01:02;;;9;BRIDGE AVE;CHAIN VALLEY BAY;2259;556.4;M;20170404;20170516;510000;R2;R;RESIDENCE;;WHA;;0;AM447115;
C;014;337570;6;20170612 01:02;167/31564;
D;014;337570;6;20170612 01:02;P;;;;;;
D;014;337570;6;20170612 01:02;P;;;;;;
D;014;337570;6;20170612 01:02;V;;;;;;
D;014;337570;6;20170612 01:02;V;;;;;;
B;014;337625;7;20170612 01:02;;;28;BRISBANE ST;NORAVILLE;2263;512.2;M;20170424;20170605;500000;R2;R;RESIDENCE;;WHH;;0;AM463565;
C;014;337625;7;20170612 01:02;29/G/25428;
D;014;337625;7;20170612 01:02;P;;;;;;
D;014;337625;7;20170612 01:02;P;;;;;;
D;014;337625;7;20170612 01:02;P;;;;;;
D;014;337625;7;20170612 01:02;V;;;;;;
B;014;335199;8;20170612 01:02;;;27;BELLWOOD CL;TUGGERAH;2259;602;M;20170330;20170601;598000;R1;R;RESIDENCE;;WFH;;0;AM455963;
C;014;335199;8;20170612 01:02;3003/852260;
D;014;335199;8;20170612 01:02;P;;;;;;
D;014;335199;8;20170612 01:02;P;;;;;;
D;014;335199;8;20170612 01:02;V;;;;;;
D;014;335199;8;20170612 01:02;V;;;;;;
B;014;338087;9;20170612 01:02;;;650;BRUCE CRES;WALLARAH;2259;2.023;H;20170323;20170601;1130000;RU6;V;VACANT LAND;;WRN;;0;AM460734;
C;014;338087;9;20170612 01:02;46/26912;
D;014;338087;9;20170612 01:02;P;;;;;;
D;014;338087;9;20170612 01:02;P;;;;;;
D;014;338087;9;20170612 01:02;V;;;;;;
D;014;338087;9;20170612 01:02;V;;;;;;
B;014;338291;10;20170612 01:02;;;110;BRUSH RD;OURIMBAH;2258;19.14;H;20170228;20170411;769000;E3;R;RESIDENCE;;WED;;0;AM324573;
C;014;338291;10;20170612 01:02;281/569752 1/880655;
D;014;338291;10;20170612 01:02;P;;;;;;
D;014;338291;10;20170612 01:02;V;;;;;;
B;014;338348;11;20170612 01:02;;;14;BUCKINGHAM RD;BERKELEY VALE;2261;556.4;M;20170321;20170602;620000;R2;R;RESIDENCE;;WGG;;0;AM448912;
C;014;338348;11;20170612 01:02;163/31935;
D;014;338348;11;20170612 01:02;P;;;;;;
D;014;338348;11;20170612 01:02;P;;;;;;
D;014;338348;11;20170612 01:02;V;;;;;;
B;014;335761;12;20170612 01:02;;;32;BIAS AVE;BATEAU BAY;2261;613.4;M;20170406;20170525;1030000;R2;R;RESIDENCE;;WGA;;0;AM444366;
C;014;335761;12;20170612 01:02;18/240128;
D;014;335761;12;20170612 01:02;P;;;;;;
D;014;335761;12;20170612 01:02;V;;;;;;
D;014;335761;12;20170612 01:02;V;;;;;;
B;014;335836;13;20170612 01:02;;;23;BILLBABOURIE RD;GWANDALAN;2259;505.9;M;20170502;20170525;560000;R2;R;RESIDENCE;;WHC;;0;AM457184;
C;014;335836;13;20170612 01:02;84/27721;
D;014;335836;13;20170612 01:02;P;;;;;;
D;014;335836;13;20170612 01:02;P;;;;;;
D;014;335836;13;20170612 01:02;V;;;;;;
B;014;347165;14;20170612 01:02;;;93 B;ELSIEMER ST;LONG JETTY;2261;518.5;M;20070414;20070601;350000;R1;R;RESIDENCE;;WFC;;0;AM441655;
C;014;347165;14;20170612 01:02;2/204682;
D;014;347165;14;20170612 01:02;P;;;;;;
D;014;347165;14;20170612 01:02;V;;;;;;
D;014;347165;14;20170612 01:02;V;;;;;;
B;014;342160;15;20170612 01:02;;;45;COOGEE AVE;THE ENTRANCE NORTH;2261;657.6;M;20170421;20170602;800000;R1;R;RESIDENCE;;WFD;;0;AM447162;
C;014;342160;15;20170612 01:02;236/18958;
D;014;342160;15;20170612 01:02;P;;;;;;
D;014;342160;15;20170612 01:02;V;;;;;;
D;014;342160;15;20170612 01:02;V;;;;;;
B;014;340082;16;20170612 01:02;;1;3;CANTON BEACH RD;TOUKLEY;2263;;;20170317;20170331;410000;;R;RESIDENCE;1;;;0;AM451015;
C;014;340082;16;20170612 01:02;1/SP37719;
D;014;340082;16;20170612 01:02;P;;;;;;
D;014;340082;16;20170612 01:02;P;;;;;;
D;014;340082;16;20170612 01:02;V;;;;;;
B;014;345470;17;20170612 01:02;;3;3;DONALDSON ST;WYONG;2259;;;20170516;20170531;240000;;3;FACTORY BAY;3;;;0;AM460912;
C;014;345470;17;20170612 01:02;3/SP39290;
D;014;345470;17;20170612 01:02;P;;;;;;
D;014;345470;17;20170612 01:02;V;;;;;;
B;014;342987;18;20170612 01:02;;;6;CRAIGIE AVE;KANWAL;2259;594.4;M;20170420;20170531;525000;R2;R;RESIDENCE;;WGR;;0;AM456306;
C;014;342987;18;20170612 01:02;2/402075;
D;014;342987;18;20170612 01:02;P;;;;;;
D;014;342987;18;20170612 01:02;V;;;;;;
B;014;345744;19;20170612 01:02;;;40;DUDLEY ST;GOROKAN;2263;461.6;M;20170416;20170529;430000;R2;R;RESIDENCE;;WGW;;0;AM440210;
C;014;345744;19;20170612 01:02;81/29759;
D;014;345744;19;20170612 01:02;P;;;;;;
D;014;345744;19;20170612 01:02;P;;;;;;
D;014;345744;19;20170612 01:02;V;;;;;;
D;014;345744;19;20170612 01:02;V;;;;;;
B;014;348586;20;20170612 01:02;;;6;FLORIDA ST;THE ENTRANCE NORTH;2261;575.4;M;20170426;20170607;795000;R1;R;RESIDENCE;;WFD;;0;AM463760;
C;014;348586;20;20170612 01:02;64/18958;
D;014;348586;20;20170612 01:02;P;;;;;;
D;014;348586;20;20170612 01:02;P;;;;;;
D;014;348586;20;20170612 01:02;V;;;;;;
B;014;346188;21;20170612 01:02;;;76;EASTERN RD;TUMBI UMBI;2261;764;M;20170420;20170601;685000;R2;R;RESIDENCE;;WGE;;0;AM461079;
C;014;346188;21;20170612 01:02;3/261085;
D;014;346188;21;20170612 01:02;P;;;;;;
D;014;346188;21;20170612 01:02;P;;;;;;
D;014;346188;21;20170612 01:02;V;;;;;;
B;014;346357;22;20170612 01:02;;1;5;ECLIPSE ST;CHITTAWAY BAY;2261;;;20170421;20170602;317500;;R;RESIDENCE;1;;;0;AM460721;
C;014;346357;22;20170612 01:02;1/SP51866;
D;014;346357;22;20170612 01:02;P;;;;;;
D;014;346357;22;20170612 01:02;P;;;;;;
D;014;346357;22;20170612 01:02;P;;;;;;
D;014;346357;22;20170612 01:02;V;;;;;;
B;014;346357;23;20170612 01:02;;2;5;ECLIPSE ST;CHITTAWAY BAY;2261;;;20170421;20170602;317500;;R;RESIDENCE;2;;;0;AM460722;
C;014;346357;23;20170612 01:02;2/SP51866;
D;014;346357;23;20170612 01:02;P;;;;;;
D;014;346357;23;20170612 01:02;P;;;;;;
D;014;346357;23;20170612 01:02;P;;;;;;
D;014;346357;23;20170612 01:02;V;;;;;;
B;014;358126;24;20170612 01:02;;;13;KEWALO AVE;BUDGEWOI;2262;556.4;M;20170421;20170519;512000;R1;R;RESIDENCE;;WFV;;0;AM445428;
C;014;358126;24;20170612 01:02;1461/24395;
D;014;358126;24;20170612 01:02;P;;;;;;
D;014;358126;24;20170612 01:02;P;;;;;;
D;014;358126;24;20170612 01:02;V;;;;;;
D;014;358126;24;20170612 01:02;V;;;;;;
B;014;355723;25;20170612 01:02;;;1;JEAN ALBON PL;LONG JETTY;2261;524.9;M;20170420;20170601;615000;R2;R;RESIDENCE;;WHO;;0;AM455508;
C;014;355723;25;20170612 01:02;49/239509;
D;014;355723;25;20170612 01:02;P;;;;;;
D;014;355723;25;20170612 01:02;P;;;;;;
D;014;355723;25;20170612 01:02;V;;;;;;
D;014;355723;25;20170612 01:02;V;;;;;;
B;014;358404;26;20170612 01:02;;;28;KINGSFORD SMITH DR;BERKELEY VALE;2261;695.6;M;20170425;20170606;677500;R2;R;RESIDENCE;;WGG;;0;AM461460;
C;014;358404;26;20170612 01:02;28/31935;
D;014;358404;26;20170612 01:02;P;;;;;;
D;014;358404;26;20170612 01:02;P;;;;;;
