A;RTSALEDATA;071;20170213 01:03;VALNET;
B;071;3983427;1;20170213 01:03;;;175;OAK HILL TRK;BRINGENBRONG;3707;416.4;H;20161122;20161219;700000;RU1;3;FARM;;RPY;;0;AM113318;
C;071;3983427;1;20170213 01:03;42/617630 29/755876 1/1129426 PT 7301/1142300 Licence 196510;
D;071;3983427;1;20170213 01:03;P;;;;;;
D;071;3983427;1;20170213 01:03;P;;;;;;
D;071;3983427;1;20170213 01:03;P;;;;;;
D;071;3983427;1;20170213 01:03;P;;;;;;
D;071;3983427;1;20170213 01:03;P;;;;;;
D;071;3983427;1;20170213 01:03;P;;;;;;
D;071;3983427;1;20170213 01:03;V;;;;;;
D;071;3983427;1;20170213 01:03;V;;;;;;
D;071;3983427;1;20170213 01:03;V;;;;;;
D;071;3983427;1;20170213 01:03;V;;;;;;
Z;14;1;1;10;
