A;RTSALEDATA;058;20170123 01:02;VALNET;
B;058;3629457;1;20170123 01:02;;;259;BRUNGLE RD;SOUTH GUNDAGAI;2722;3.19;H;20161125;20161216;130000;RU4;V;VACANT LAND;;RSG;;0;AM56995;
C;058;3629457;1;20170123 01:02;2/718971;
D;058;3629457;1;20170123 01:02;P;;;;;;
D;058;3629457;1;20170123 01:02;V;;;;;;
B;058;527046;2;20170123 01:02;;;1471;TARRABANDRA RD;SOUTH GUNDAGAI;2722;134.7;H;20160920;20161212;525000;RU1;3;FARM;;RGG;;0;AM65326;
C;058;527046;2;20170123 01:02;437/757248;
D;058;527046;2;20170123 01:02;P;;;;;;
D;058;527046;2;20170123 01:02;V;;;;;;
B;058;3199622;3;20170123 01:02;;;160;O'BRIENS RD;GUNDAGAI;2722;1.31;H;20161104;20161221;220000;RU1;R;RESIDENCE;;HPB;;0;AM59894;
C;058;3199622;3;20170123 01:02;7, 8/874933;
D;058;3199622;3;20170123 01:02;P;;;;;;
D;058;3199622;3;20170123 01:02;P;;;;;;
D;058;3199622;3;20170123 01:02;V;;;;;;
D;058;3199622;3;20170123 01:02;V;;;;;;
B;058;3992318;4;20170123 01:02;;;;SNOWY MOUNTAINS HWY;ADELONG;2729;16.24;H;20161121;20161121;15400;;V;VACANT LAND;;;;;AK925305;
C;058;3992318;4;20170123 01:02;PT 1/1220965;
D;058;3992318;4;20170123 01:02;P;;;;;;
B;058;3992319;5;20170123 01:02;;;4000;SNOWY MOUNTAINS HWY;ADELONG;2729;68.47;H;20161129;20161129;250000;;V;VACANT LAND;;;;0;AM7987;
C;058;3992319;5;20170123 01:02;2/544735 1/1220965 Enclosure Permit 166331;
D;058;3992319;5;20170123 01:02;P;;;;;;
D;058;3992319;5;20170123 01:02;V;;;;;;
Z;23;5;5;11;
