A;RTSALEDATA;244;20170102 01:09;VALNET;
B;244;2648714;1;20170102 01:09;;;;LACHLAN VALLEY WAY;CONDOBOLIN;2877;57.85;H;20060819;20061005;300000;RU1;3;FARM;;RCS;;0;AK845023;
C;244;2648714;1;20170102 01:09;12/608805 171/753113;
D;244;2648714;1;20170102 01:09;P;;;;;;
D;244;2648714;1;20170102 01:09;P;;;;;;
D;244;2648714;1;20170102 01:09;V;;;;;;
B;244;2646800;2;20170102 01:09;;;;;TULLIBIGEAL;2669;942.1;H;20160713;20160926;1489920;RU1;3;FARM;;RRB;;0;AK956157;
C;244;2646800;2;20170102 01:09;27, 30, 31, 38/752311;
D;244;2646800;2;20170102 01:09;P;;;;;;
D;244;2646800;2;20170102 01:09;P;;;;;;
D;244;2646800;2;20170102 01:09;V;;;;;;
D;244;2646800;2;20170102 01:09;V;;;;;;
Z;13;2;2;7;
