A;RTSALEDATA;141;20170116 01:04;VALNET;
B;141;3078815;1;20170116 01:04;;5;52;WONIORA RD;HURSTVILLE;2220;;;20161017;20161128;890000;;R;RESIDENCE;5;;;0;AM38580;
C;141;3078815;1;20170116 01:04;5/SP72542;
D;141;3078815;1;20170116 01:04;P;;;;;;
D;141;3078815;1;20170116 01:04;V;;;;;;
B;141;3016653;2;20170116 01:04;;1;384 A;RAILWAY PDE;CARLTON;2218;;;20161115;20161214;627000;;R;RESIDENCE;1;;;0;AM40774;
C;141;3016653;2;20170116 01:04;1/SP70937;
D;141;3016653;2;20170116 01:04;P;;;;;;
D;141;3016653;2;20170116 01:04;V;;;;;;
D;141;3016653;2;20170116 01:04;V;;;;;;
B;141;1489183;3;20170116 01:04;;;107;BELLEVUE PDE;ALLAWAH;2218;720.9;M;20160901;20161207;1920000;R2;R;RESIDENCE;;XEE;;0;AM9857;
C;141;1489183;3;20170116 01:04;56, 58, 60/4/2765;
D;141;1489183;3;20170116 01:04;P;;;;;;
D;141;1489183;3;20170116 01:04;V;;;;;;
D;141;1489183;3;20170116 01:04;V;;;;;;
B;141;1489548;4;20170116 01:04;;;10;BENWERRIN AVE;CARSS PARK;2221;676.6;M;20161112;20161216;1500000;R2;R;RESIDENCE;;XCC;;0;AM10400;
C;141;1489548;4;20170116 01:04;121/12759;
D;141;1489548;4;20170116 01:04;P;;;;;;
D;141;1489548;4;20170116 01:04;P;;;;;;
D;141;1489548;4;20170116 01:04;V;;;;;;
D;141;1489548;4;20170116 01:04;V;;;;;;
B;141;1488447;5;20170116 01:04;;;53;ANNETTE ST;OATLEY;2223;809.43;M;20161022;20161216;1803000;E4;R;RESIDENCE;;ENN;;0;AM42521;
C;141;1488447;5;20170116 01:04;20/41/4442;
D;141;1488447;5;20170116 01:04;P;;;;;;
D;141;1488447;5;20170116 01:04;P;;;;;;
D;141;1488447;5;20170116 01:04;V;;;;;;
D;141;1488447;5;20170116 01:04;V;;;;;;
B;141;1488789;6;20170116 01:04;;5;5;BARSBYS AVE;ALLAWAH;2218;;;20161024;20161205;525000;;R;RESIDENCE;5;;;0;AM10039;
C;141;1488789;6;20170116 01:04;5/SP7631;
D;141;1488789;6;20170116 01:04;P;;;;;;
D;141;1488789;6;20170116 01:04;V;;;;;;
B;141;1502149;7;20170116 01:04;;;50;QUEENS RD;CONNELLS POINT;2221;963.1;M;20160812;20161215;1950000;E4;R;RESIDENCE;;ENN;;0;AM19730;
C;141;1502149;7;20170116 01:04;642/852146;
D;141;1502149;7;20170116 01:04;P;;;;;;
D;141;1502149;7;20170116 01:04;V;;;;;;
D;141;1502149;7;20170116 01:04;V;;;;;;
B;141;1504824;8;20170116 01:04;;7;18;ST GEORGES PDE;HURSTVILLE;2220;;;20161031;20161212;580000;;R;RESIDENCE;7;;;0;AM21907;
C;141;1504824;8;20170116 01:04;7/SP2625;
D;141;1504824;8;20170116 01:04;P;;;;;;
D;141;1504824;8;20170116 01:04;V;;;;;;
D;141;1504824;8;20170116 01:04;V;;;;;;
B;141;1494697;9;20170116 01:04;;;42;HARSLETT CRES;BEVERLEY PARK;2217;480.6;M;20161105;20161219;1523000;R2;R;RESIDENCE;;XBB;;0;AM44760;
C;141;1494697;9;20170116 01:04;2/537657;
D;141;1494697;9;20170116 01:04;P;;;;;;
D;141;1494697;9;20170116 01:04;P;;;;;;
D;141;1494697;9;20170116 01:04;V;;;;;;
D;141;1494697;9;20170116 01:04;V;;;;;;
B;141;1494706;10;20170116 01:04;;;62;HARSLETT CRES;BEVERLEY PARK;2217;727.2;M;20160827;20161010;1473000;R2;R;RESIDENCE;;XBB;;0;AM41538;
C;141;1494706;10;20170116 01:04;234/21135;
D;141;1494706;10;20170116 01:04;P;;;;;;
D;141;1494706;10;20170116 01:04;V;;;;;;
B;141;1497227;11;20170116 01:04;;12;33;LANCELOT ST;ALLAWAH;2218;;;20161019;20161205;625000;;R;RESIDENCE;12;;;0;AM17786;
C;141;1497227;11;20170116 01:04;12/SP7495;
D;141;1497227;11;20170116 01:04;P;;;;;;
D;141;1497227;11;20170116 01:04;V;;;;;;
B;141;1507647;12;20170116 01:04;;3;1 A;WOIDS AVE;HURSTVILLE;2220;;;20161024;20161205;685000;;R;RESIDENCE;3;;;0;AM141;
C;141;1507647;12;20170116 01:04;3/SP10973;
D;141;1507647;12;20170116 01:04;P;;;;;;
D;141;1507647;12;20170116 01:04;V;;;;;;
B;141;1495086;13;20170116 01:04;;;38;HILLCREST AVE;HURSTVILLE;2220;460.4;M;20161202;20170110;900000;R2;R;RESIDENCE;;XHH;;0;AM44860;
C;141;1495086;13;20170116 01:04;21/746999;
D;141;1495086;13;20170116 01:04;P;;;;;;
D;141;1495086;13;20170116 01:04;V;;;;;;
B;141;1500216;14;20170116 01:04;;;56;OCEAN ST;KOGARAH;2217;442.6;M;20161105;20161216;1310000;R3;R;RESIDENCE;;SRK;;0;AM42131;
C;141;1500216;14;20170116 01:04;61/B/976627;
D;141;1500216;14;20170116 01:04;P;;;;;;
D;141;1500216;14;20170116 01:04;P;;;;;;
D;141;1500216;14;20170116 01:04;V;;;;;;
B;141;1497916;15;20170116 01:04;;2;48;LETITIA ST;OATLEY;2223;;;20161029;20161206;857000;;R;RESIDENCE;2;;;0;AM9245;
C;141;1497916;15;20170116 01:04;2/SP9474;
D;141;1497916;15;20170116 01:04;P;;;;;;
D;141;1497916;15;20170116 01:04;P;;;;;;
D;141;1497916;15;20170116 01:04;V;;;;;;
B;141;1498032;16;20170116 01:04;;2;14;LETITIA ST;OATLEY;2223;;;20161124;20161215;725000;;R;RESIDENCE;2;;;0;AM43552;
C;141;1498032;16;20170116 01:04;2/SP38093;
D;141;1498032;16;20170116 01:04;P;;;;;;
D;141;1498032;16;20170116 01:04;V;;;;;;
D;141;1498032;16;20170116 01:04;V;;;;;;
B;141;1493140;17;20170116 01:04;;;61;GEORGE ST;SOUTH HURSTVILLE;2221;402.15;M;20160929;20161216;1150000;R2;R;RESIDENCE;;XEE;;0;AM47195;
C;141;1493140;17;20170116 01:04;42/5/5453;
D;141;1493140;17;20170116 01:04;P;;;;;;
D;141;1493140;17;20170116 01:04;P;;;;;;
D;141;1493140;17;20170116 01:04;V;;;;;;
D;141;1493140;17;20170116 01:04;V;;;;;;
B;141;1496372;18;20170116 01:04;;;8;JUDE AVE;KOGARAH BAY;2217;872.6;M;20161103;20161214;1450000;R2;R;RESIDENCE;;XCC;;0;AM35506;
C;141;1496372;18;20170116 01:04;20/19431;
D;141;1496372;18;20170116 01:04;P;;;;;;
D;141;1496372;18;20170116 01:04;P;;;;;;
D;141;1496372;18;20170116 01:04;V;;;;;;
B;141;1506738;19;20170116 01:04;;;34;WALTON ST;BLAKEHURST;2221;761.85;M;20160930;20161125;1550000;R2;R;RESIDENCE;;XGG;;0;AM1245;
C;141;1506738;19;20170116 01:04;37/3/6565;
D;141;1506738;19;20170116 01:04;P;;;;;;
D;141;1506738;19;20170116 01:04;V;;;;;;
D;141;1506738;19;20170116 01:04;V;;;;;;
B;141;1499121;20;20170116 01:04;;;15;NEIRBO AVE;HURSTVILLE;2220;603.81;M;20161110;20161213;1520000;R2;R;RESIDENCE;;XHH;;0;AM46143;
C;141;1499121;20;20170116 01:04;28/11860;
D;141;1499121;20;20170116 01:04;P;;;;;;
D;141;1499121;20;20170116 01:04;P;;;;;;
D;141;1499121;20;20170116 01:04;V;;;;;;
B;141;1496708;21;20170116 01:04;;;840 A;KING GEORGES RD;SOUTH HURSTVILLE;2221;189.7;M;20161027;20161208;1070000;B2;3;COMMERCIAL;;BLC;;0;AM15643;
C;141;1496708;21;20170116 01:04;1/215317;
D;141;1496708;21;20170116 01:04;P;;;;;;
D;141;1496708;21;20170116 01:04;V;;;;;;
B;141;1504572;22;20170116 01:04;;1;35;ST GEORGES PDE;HURSTVILLE;2220;;;20161029;20161212;675000;;R;RESIDENCE;1;;;0;AM40804;
C;141;1504572;22;20170116 01:04;1/SP7989;
D;141;1504572;22;20170116 01:04;P;;;;;;
D;141;1504572;22;20170116 01:04;V;;;;;;
B;141;2877960;23;20170116 01:04;;29;1;HILLCREST AVE;HURSTVILLE;2220;;;20161102;20161214;760000;;R;RESIDENCE;29;;;0;AM38893;
C;141;2877960;23;20170116 01:04;29/SP65180;
D;141;2877960;23;20170116 01:04;P;;;;;;
D;141;2877960;23;20170116 01:04;V;;;;;;
B;141;3295628;24;20170116 01:04;;5;10;CONNELLS POINT RD;SOUTH HURSTVILLE;2221;;;20161029;20161213;935000;;R;RESIDENCE;5;;;0;AM49182;
C;141;3295628;24;20170116 01:04;5/SP78399;
D;141;3295628;24;20170116 01:04;P;;;;;;
D;141;3295628;24;20170116 01:04;P;;;;;;
D;141;3295628;24;20170116 01:04;V;;;;;;
D;141;3295628;24;20170116 01:04;V;;;;;;
B;141;3300931;25;20170116 01:04;;2;347;ROCKY POINT RD;SANS SOUCI;2219;;;20161117;20161216;657000;;R;RESIDENCE;2;;;0;AM49966;
C;141;3300931;25;20170116 01:04;2/SP78205;
D;141;3300931;25;20170116 01:04;P;;;;;;
D;141;3300931;25;20170116 01:04;V;;;;;;
D;141;3300931;25;20170116 01:04;V;;;;;;
B;141;3952484;26;20170116 01:04;;7;699;PRINCES HWY;BLAKEHURST;2221;300;M;20160910;20161212;1150000;;R;RESIDENCE;7;;;0;AM45700;
C;141;3952484;26;20170116 01:04;7/SP91189;
D;141;3952484;26;20170116 01:04;P;;;;;;
D;141;3952484;26;20170116 01:04;P;;;;;;
D;141;3952484;26;20170116 01:04;V;;;;;;
B;141;3976998;27;20170116 01:04;;5;137;TERRY ST;CONNELLS POINT;2221;342;M;20161018;20161216;1340000;;R;RESIDENCE;5;;;0;AM42183;
C;141;3976998;27;20170116 01:04;5/SP94215;
D;141;3976998;27;20170116 01:04;P;;;;;;
D;141;3976998;27;20170116 01:04;P;;;;;;
D;141;3976998;27;20170116 01:04;V;;;;;;
Z;133;27;27;77;
