A;012;20090504 01:18;VALNET;
B;012;3399778;1;20090504 01:18;;;160;MCMAHON WAY;SINGLETON HEIGHTS;2330;680;M;20090317;20090408;120000;A;V;VACANT LAND;;AA;;0;AE615268;
C;012;3399778;1;20090504 01:18;1785/1129166;
D;012;3399778;1;20090504 01:18;P;;;;;;
D;012;3399778;1;20090504 01:18;V;;;;;;
B;012;3416366;2;20090504 01:18;;1;26;NELSON DR;HUNTERVIEW;2330;;;20090304;20090327;290000;;R;RESIDENCE;1;;;0;AE623659;
C;012;3416366;2;20090504 01:18;1/SP81397;
D;012;3416366;2;20090504 01:18;P;;;;;;
D;012;3416366;2;20090504 01:18;P;;;;;;
D;012;3416366;2;20090504 01:18;V;;;;;;
D;012;3416366;2;20090504 01:18;V;;;;;;
B;012;3446445;3;20090504 01:18;;;;RANGE RD;WHITTINGHAM;2330;9540;M;20090130;20090323;55000;;V;VACANT LAND;;;;0;AE594445;
C;012;3446445;3;20090504 01:18;PT 122/612001 4/1129005;
D;012;3446445;3;20090504 01:18;P;;;;;;
D;012;3446445;3;20090504 01:18;P;;;;;;
D;012;3446445;3;20090504 01:18;V;;;;;;
D;012;3446445;3;20090504 01:18;V;;;;;;
B;012;3443075;4;20090504 01:18;RAIL CORRIDOR;;;HERMITAGE RD;BELFORD;2335;;;20081107;20090302;22000;;V;VACANT LAND;;;;0;AE565848;
C;012;3443075;4;20090504 01:18;PT 103/882932 48/1128981;
D;012;3443075;4;20090504 01:18;P;;;;;;
D;012;3443075;4;20090504 01:18;P;;;;;;
D;012;3443075;4;20090504 01:18;P;;;;;;
B;012;297634;5;20090504 01:18;;;23;DANGAR RD;SINGLETON;2330;2529;M;20090325;20090325;675000;A;R;RESIDENCE;;AL;;0;AE618788;
C;012;297634;5;20090504 01:18;8, 9/5/3347;
D;012;297634;5;20090504 01:18;P;;;;;;
D;012;297634;5;20090504 01:18;P;;;;;;
D;012;297634;5;20090504 01:18;V;;;;;;
B;012;296020;6;20090504 01:18;;;57;ACACIA CCT;HUNTERVIEW;2330;677;M;20090218;20090415;282000;A;R;RESIDENCE;;AV;;0;AE629169;
C;012;296020;6;20090504 01:18;66/264243;
D;012;296020;6;20090504 01:18;P;;;;;;
D;012;296020;6;20090504 01:18;V;;;;;;
B;012;296252;7;20090504 01:18;;;15;ASQUITH AVE;HUNTERVIEW;2330;728;M;20090210;20090331;342000;A;R;RESIDENCE;;AV;;0;AE618994;
C;012;296252;7;20090504 01:18;18/264242;
D;012;296252;7;20090504 01:18;P;;;;;;
D;012;296252;7;20090504 01:18;V;;;;;;
D;012;296252;7;20090504 01:18;V;;;;;;
B;012;300228;8;20090504 01:18;;;18;ROBINSON WAY;SINGLETON HEIGHTS;2330;784.9;M;20090213;20090320;362500;A;R;RESIDENCE;;AA;;0;AE616599;
C;012;300228;8;20090504 01:18;506/837313;
D;012;300228;8;20090504 01:18;P;;;;;;
D;012;300228;8;20090504 01:18;V;;;;;;
B;012;297934;9;20090504 01:18;;;16;ELLEN AVE;SINGLETON;2330;697.8;M;20090227;20090403;340000;A;R;RESIDENCE;;AH;;0;AE619012;
C;012;297934;9;20090504 01:18;15/260208;
D;012;297934;9;20090504 01:18;P;;;;;;
D;012;297934;9;20090504 01:18;P;;;;;;
D;012;297934;9;20090504 01:18;V;;;;;;
D;012;297934;9;20090504 01:18;V;;;;;;
B;012;297977;10;20090504 01:18;;;115;BLAXLAND AVE;SINGLETON HEIGHTS;2330;841.4;M;20090224;20090331;315000;A;R;RESIDENCE;;AA;;0;AE623651;
C;012;297977;10;20090504 01:18;25/250842;
D;012;297977;10;20090504 01:18;P;;;;;;
D;012;297977;10;20090504 01:18;P;;;;;;
D;012;297977;10;20090504 01:18;V;;;;;;
D;012;297977;10;20090504 01:18;V;;;;;;
B;012;303357;11;20090504 01:18;;;119;CASSELS RD;MOUNT ROYAL;2330;42.09;H;20090305;20090416;225000;R;V;VACANT LAND;;RS;;0;AE619231;
C;012;303357;11;20090504 01:18;95/752471;
D;012;303357;11;20090504 01:18;P;;;;;;
D;012;303357;11;20090504 01:18;P;;;;;;
D;012;303357;11;20090504 01:18;V;;;;;;
B;012;303631;12;20090504 01:18;;;901;MIRANNIE RD;REEDY CREEK;2330;5.345;H;20090227;20090401;458000;R;3;RURAL;;RJ;;0;AE623011;
C;012;303631;12;20090504 01:18;71/816158;
D;012;303631;12;20090504 01:18;P;;;;;;
D;012;303631;12;20090504 01:18;V;;;;;;
B;012;301613;13;20090504 01:18;;;;SWAIN ST;BELFORD;2335;4.373;H;20090416;20090416;370000;R;R;RESIDENCE;;RJ;;0;AE621306;
C;012;301613;13;20090504 01:18;123/807756;
D;012;301613;13;20090504 01:18;P;;;;;;
D;012;301613;13;20090504 01:18;P;;;;;;
D;012;301613;13;20090504 01:18;V;;;;;;
B;012;299093;14;20090504 01:18;;;67;KELSO ST;SINGLETON;2330;619.7;M;20081118;20090327;215000;A;R;RESIDENCE;;AH;;0;AE623013;
C;012;299093;14;20090504 01:18;5/1101384;
D;012;299093;14;20090504 01:18;P;;;;;;
D;012;299093;14;20090504 01:18;V;;;;;;
D;012;299093;14;20090504 01:18;V;;;;;;
D;012;299093;14;20090504 01:18;V;;;;;;
D;012;299093;14;20090504 01:18;V;;;;;;
D;012;299093;14;20090504 01:18;V;;;;;;
B;012;302442;15;20090504 01:18;;;53;BRIGADIER HAMMETT RD;WATTLE PONDS;2330;9338;M;20090226;20090402;655000;R;R;RESIDENCE;;RR;;0;AE623044;
C;012;302442;15;20090504 01:18;169/1017041;
D;012;302442;15;20090504 01:18;P;;;;;;
D;012;302442;15;20090504 01:18;P;;;;;;
D;012;302442;15;20090504 01:18;V;;;;;;
D;012;302442;15;20090504 01:18;V;;;;;;
B;012;302449;16;20090504 01:18;;;250;WATTLE PONDS RD;WATTLE PONDS;2330;1.135;H;20090304;20090414;437500;R;R;RESIDENCE;;RH;;0;AE619593;
C;012;302449;16;20090504 01:18;6/877394;
