A;103;20090518 01:24;VALNET;
B;103;1152445;1;20090518 01:24;;;7;GLENVIEW ST;DAPTO;2530;581.7;M;20090318;20090429;320000;A;R;RESIDENCE;;DQ;;0;AE654999;
C;103;1152445;1;20090518 01:24;85/238662;
D;103;1152445;1;20090518 01:24;P;;;;;;
D;103;1152445;1;20090518 01:24;P;;;;;;
D;103;1152445;1;20090518 01:24;V;;;;;;
B;103;1171382;2;20090518 01:24;;;46;MORANDOO AVE;MOUNT KEIRA;2500;594.4;M;20090306;20090424;485000;A;R;RESIDENCE;;DB;;0;AE651791;
C;103;1171382;2;20090518 01:24;202/218402;
D;103;1171382;2;20090518 01:24;P;;;;;;
D;103;1171382;2;20090518 01:24;V;;;;;;
B;103;1163508;3;20090518 01:24;;;33;KOORANGA CRES;CORDEAUX HEIGHTS;2526;799;M;20090213;20090327;365000;A;R;RESIDENCE;;DE;;0;AE648718;
C;103;1163508;3;20090518 01:24;657/702516;
D;103;1163508;3;20090518 01:24;P;;;;;;
D;103;1163508;3;20090518 01:24;P;;;;;;
D;103;1163508;3;20090518 01:24;V;;;;;;
B;103;1166066;4;20090518 01:24;;3;252;LAWRENCE HARGRAVE DR;THIRROUL;2515;;;20090220;20090424;372000;;R;RESIDENCE;3;;;0;AE656598;
C;103;1166066;4;20090518 01:24;3/SP38914;
D;103;1166066;4;20090518 01:24;P;;;;;;
D;103;1166066;4;20090518 01:24;V;;;;;;
B;103;1171461;5;20090518 01:24;;;24;MORETON ST;RUSSELL VALE;2517;834.7;M;20090310;20090407;399000;A;R;RESIDENCE;;CJ;;0;AE612792;
C;103;1171461;5;20090518 01:24;59/4414 1/1136713;
D;103;1171461;5;20090518 01:24;P;;;;;;
D;103;1171461;5;20090518 01:24;V;;;;;;
B;103;1161069;6;20090518 01:24;;3;44;KEERONG AVE;RUSSELL VALE;2517;;;20090129;20090427;350000;;R;RESIDENCE;3;;;0;AE658348;
C;103;1161069;6;20090518 01:24;3/SP46538;
D;103;1161069;6;20090518 01:24;P;;;;;;
D;103;1161069;6;20090518 01:24;V;;;;;;
B;103;1169334;7;20090518 01:24;;;126;MARSHALL ST;DAPTO;2530;689.2;M;20090325;20090423;260000;A;R;RESIDENCE;;DQ;;0;AE651959;
C;103;1169334;7;20090518 01:24;26/24980;
D;103;1169334;7;20090518 01:24;P;;;;;;
D;103;1169334;7;20090518 01:24;V;;;;;;
B;103;1166823;8;20090518 01:24;;;11;LEXBURN AVE;WEST WOLLONGONG;2500;556.4;M;20090331;20090428;305000;A;R;RESIDENCE;;CY;;0;AE658355;
C;103;1166823;8;20090518 01:24;38/29699;
D;103;1166823;8;20090518 01:24;P;;;;;;
D;103;1166823;8;20090518 01:24;V;;;;;;
B;103;1155999;9;20090518 01:24;;;13;HIGHLAND PARK DR;HORSLEY;2530;735;M;20090313;20090424;470000;A;R;RESIDENCE;;DT;;0;AE652261;
C;103;1155999;9;20090518 01:24;334/873979;
D;103;1155999;9;20090518 01:24;P;;;;;;
D;103;1155999;9;20090518 01:24;P;;;;;;
D;103;1155999;9;20090518 01:24;V;;;;;;
D;103;1155999;9;20090518 01:24;V;;;;;;
B;103;1169585;10;20090518 01:24;;;5;MASSEY ST;BERKELEY;2506;600.7;M;20090312;20090428;257000;A;R;RESIDENCE;;DZ;;0;AE650730;
C;103;1169585;10;20090518 01:24;129/36769;
D;103;1169585;10;20090518 01:24;P;;;;;;
D;103;1169585;10;20090518 01:24;P;;;;;;
D;103;1169585;10;20090518 01:24;V;;;;;;
D;103;1169585;10;20090518 01:24;V;;;;;;
B;103;1156262;11;20090518 01:24;;;6;HILL ST;MOUNT SAINT THOMAS;2500;474.2;M;20090312;20090423;320000;A;R;RESIDENCE;;EH;;0;AE655709;
C;103;1156262;11;20090518 01:24;259/16649;
D;103;1156262;11;20090518 01:24;P;;;;;;
D;103;1156262;11;20090518 01:24;V;;;;;;
D;103;1156262;11;20090518 01:24;V;;;;;;
B;103;1158883;12;20090518 01:24;;;116;JACARANDA AVE;FIGTREE;2525;714.5;M;20090304;20090409;366500;A;R;RESIDENCE;;DC;;0;AE643498;
C;103;1158883;12;20090518 01:24;57/231300;
D;103;1158883;12;20090518 01:24;P;;;;;;
D;103;1158883;12;20090518 01:24;P;;;;;;
D;103;1158883;12;20090518 01:24;V;;;;;;
B;103;1167325;13;20090518 01:24;;;29;LOMBARD AVE;FAIRY MEADOW;2519;569.1;M;20090305;20090421;379000;A;R;RESIDENCE;;CW;;0;AE647826;
C;103;1167325;13;20090518 01:24;79/29635;
D;103;1167325;13;20090518 01:24;P;;;;;;
D;103;1167325;13;20090518 01:24;V;;;;;;
D;103;1167325;13;20090518 01:24;V;;;;;;
B;103;1164817;14;20090518 01:24;;;24;LAKE HEIGHTS RD;LAKE HEIGHTS;2502;695.5;M;20090316;20090427;255000;A;R;RESIDENCE;;EB;;0;AE655919;
C;103;1164817;14;20090518 01:24;37/22358;
D;103;1164817;14;20090518 01:24;P;;;;;;
D;103;1164817;14;20090518 01:24;V;;;;;;
D;103;1164817;14;20090518 01:24;V;;;;;;
B;103;1170170;15;20090518 01:24;;;64;MEADS AVE;TARRAWANNA;2518;575.4;M;20090313;20090424;455000;A;R;RESIDENCE;;CW;;0;AE654452;
C;103;1170170;15;20090518 01:24;64/22540;
D;103;1170170;15;20090518 01:24;P;;;;;;
D;103;1170170;15;20090518 01:24;P;;;;;;
D;103;1170170;15;20090518 01:24;V;;;;;;
B;103;1153992;16;20090518 01:24;;;4;GURA ST;BERKELEY;2506;600.7;M;20090312;20090423;291000;A;R;RESIDENCE;;DZ;;0;AE653733;
C;103;1153992;16;20090518 01:24;172/36769;
D;103;1153992;16;20090518 01:24;P;;;;;;
D;103;1153992;16;20090518 01:24;P;;;;;;
D;103;1153992;16;20090518 01:24;V;;;;;;
D;103;1153992;16;20090518 01:24;V;;;;;;
B;103;1156809;17;20090518 01:24;;;3;HOLMAN ST;PORT KEMBLA;2505;505.9;M;20090326;20090423;210000;A;R;RESIDENCE;;EC;;0;AE658373;
C;103;1156809;17;20090518 01:24;534/16033;
D;103;1156809;17;20090518 01:24;P;;;;;;
D;103;1156809;17;20090518 01:24;V;;;;;;
B;103;1196745;18;20090518 01:24;;;7;WALTER ST;MANGERTON;2500;828.3;M;20090304;20090429;515000;A;R;RESIDENCE;;EH;;0;AE652016;
C;103;1196745;18;20090518 01:24;246/18974;
D;103;1196745;18;20090518 01:24;P;;;;;;
D;103;1196745;18;20090518 01:24;P;;;;;;
D;103;1196745;18;20090518 01:24;V;;;;;;
D;103;1196745;18;20090518 01:24;V;;;;;;
B;103;1180846;19;20090518 01:24;;;104;PRINCES HWY;THIRROUL;2515;663.9;M;20090313;20090424;395000;A;R;RESIDENCE;;CH;;0;AE646596;
C;103;1180846;19;20090518 01:24;5/8583;
D;103;1180846;19;20090518 01:24;P;;;;;;
D;103;1180846;19;20090518 01:24;P;;;;;;
D;103;1180846;19;20090518 01:24;V;;;;;;
D;103;1180846;19;20090518 01:24;V;;;;;;
B;103;1183573;20;20090518 01:24;;;13;REGAL PL;BROWNSVILLE;2530;7604;M;20090309;20090409;650000;P;R;RESIDENCE;;WQ;;0;AE647933;
C;103;1183573;20;20090518 01:24;16/262481;
D;103;1183573;20;20090518 01:24;P;;;;;;
D;103;1183573;20;20090518 01:24;P;;;;;;
D;103;1183573;20;20090518 01:24;V;;;;;;
D;103;1183573;20;20090518 01:24;V;;;;;;
B;103;1180978;21;20090518 01:24;;;482;PRINCES HWY;WOONONA;2517;695.6;M;20090311;20090422;382500;A;R;RESIDENCE;;CJ;;0;AE656029;
C;103;1180978;21;20090518 01:24;3/13412;
D;103;1180978;21;20090518 01:24;P;;;;;;
D;103;1180978;21;20090518 01:24;P;;;;;;
D;103;1180978;21;20090518 01:24;V;;;;;;
B;103;1200374;22;20090518 01:24;;;24;YOUNG ST;COLEDALE;2515;453;M;20081121;20090114;572000;A;R;RESIDENCE;;CD;;0;AE653327;
C;103;1200374;22;20090518 01:24;24/1106697;
D;103;1200374;22;20090518 01:24;P;;;;;;
D;103;1200374;22;20090518 01:24;P;;;;;;
D;103;1200374;22;20090518 01:24;V;;;;;;
D;103;1200374;22;20090518 01:24;V;;;;;;
B;103;1187238;23;20090518 01:24;;;14;SECOND AVE N;WARRAWONG;2502;512.2;M;20090109;20090220;190000;A;R;RESIDENCE;;EB;;0;AE653237;
C;103;1187238;23;20090518 01:24;20/10/16083;
D;103;1187238;23;20090518 01:24;P;;;;;;
D;103;1187238;23;20090518 01:24;P;;;;;;
D;103;1187238;23;20090518 01:24;V;;;;;;
B;103;1195283;24;20090518 01:24;;7;37;UNDERWOOD ST;CORRIMAL;2518;;;20090302;20090414;200000;;R;RESIDENCE;7;;;0;AE647120;
C;103;1195283;24;20090518 01:24;7/SP18972;
D;103;1195283;24;20090518 01:24;P;;;;;;
D;103;1195283;24;20090518 01:24;V;;;;;;
D;103;1195283;24;20090518 01:24;V;;;;;;
B;103;1174366;25;20090518 01:24;;;15;NORMANDIE PL;UNANDERRA;2526;575.4;M;20090305;20090416;356000;A;R;RESIDENCE;;DD;;0;AE647359;
C;103;1174366;25;20090518 01:24;21/234197;
D;103;1174366;25;20090518 01:24;P;;;;;;
D;103;1174366;25;20090518 01:24;P;;;;;;
D;103;1174366;25;20090518 01:24;V;;;;;;
D;103;1174366;25;20090518 01:24;V;;;;;;
B;103;1187554;26;20090518 01:24;;;68;SHEARWATER DR;BERKELEY;2506;642.6;M;20090309;20090427;460000;A;R;RESIDENCE;;EB;;0;AE652057;
C;103;1187554;26;20090518 01:24;120/262790;
D;103;1187554;26;20090518 01:24;P;;;;;;
D;103;1187554;26;20090518 01:24;P;;;;;;
D;103;1187554;26;20090518 01:24;V;;;;;;
D;103;1187554;26;20090518 01:24;V;;;;;;
B;103;1179855;27;20090518 01:24;;11;4;PLEASANT AVE;WOLLONGONG;2500;;;20090216;20090407;279000;;R;RESIDENCE;11;;;0;AE655349;
C;103;1179855;27;20090518 01:24;11/SP8903;
D;103;1179855;27;20090518 01:24;P;;;;;;
D;103;1179855;27;20090518 01:24;P;;;;;;
D;103;1179855;27;20090518 01:24;V;;;;;;
B;103;1179930;28;20090518 01:24;;;13;PLUMWOOD CRES;CORDEAUX HEIGHTS;2526;833.5;M;20090401;20090429;615000;A;R;RESIDENCE;;DF;;0;AE658403;
C;103;1179930;28;20090518 01:24;66/719612;
D;103;1179930;28;20090518 01:24;P;;;;;;
D;103;1179930;28;20090518 01:24;V;;;;;;
D;103;1179930;28;20090518 01:24;V;;;;;;
B;103;1184989;29;20090518 01:24;;4;21;ROBSONS RD;KEIRAVILLE;2500;;;20090316;20090427;322000;;R;RESIDENCE;4;;;0;AE656882;
C;103;1184989;29;20090518 01:24;4/SP16700;
D;103;1184989;29;20090518 01:24;P;;;;;;
D;103;1184989;29;20090518 01:24;P;;;;;;
D;103;1184989;29;20090518 01:24;V;;;;;;
B;103;1187668;30;20090518 01:24;;;17;SHEFFIELD ST;CRINGILA;2502;638.6;M;20090316;20090428;227000;A;R;RESIDENCE;;EE;;0;AE658364;
C;103;1187668;30;20090518 01:24;13/16520;
D;103;1187668;30;20090518 01:24;P;;;;;;
D;103;1187668;30;20090518 01:24;V;;;;;;
D;103;1187668;30;20090518 01:24;V;;;;;;
B;103;1195832;31;20090518 01:24;;;43;VERMONT RD;WARRAWONG;2502;594.4;M;20090316;20090428;272500;A;R;RESIDENCE;;EB;;0;AE654552;
C;103;1195832;31;20090518 01:24;20/211791;
D;103;1195832;31;20090518 01:24;P;;;;;;
D;103;1195832;31;20090518 01:24;P;;;;;;
D;103;1195832;31;20090518 01:24;V;;;;;;
B;103;1177611;32;20090518 01:24;;4;15;PARK RD;BELLAMBI;2518;;;20090219;20090402;270000;;R;RESIDENCE;4;;;0;AE643930;
C;103;1177611;32;20090518 01:24;4/SP52538;
D;103;1177611;32;20090518 01:24;P;;;;;;
D;103;1177611;32;20090518 01:24;V;;;;;;
B;103;1187962;33;20090518 01:24;;;9;SHERINGA GR;CORDEAUX HEIGHTS;2526;891.7;M;20090331;20090428;510000;A;R;RESIDENCE;;DE;;0;AE656428;
C;103;1187962;33;20090518 01:24;1505/802688;
D;103;1187962;33;20090518 01:24;P;;;;;;
D;103;1187962;33;20090518 01:24;P;;;;;;
D;103;1187962;33;20090518 01:24;V;;;;;;
B;103;1190646;34;20090518 01:24;;;12;STOCKWELL PL;FIGTREE;2525;725.6;M;20090310;20090409;335000;A;R;RESIDENCE;;DC;;0;AE648418;
C;103;1190646;34;20090518 01:24;20/258748;
D;103;1190646;34;20090518 01:24;P;;;;;;
D;103;1190646;34;20090518 01:24;V;;;;;;
D;103;1190646;34;20090518 01:24;V;;;;;;
B;103;1180144;35;20090518 01:24;;11;39;POPES RD;WOONONA;2517;;;20090320;20090417;447500;;R;RESIDENCE;11;;;0;AE647353;
C;103;1180144;35;20090518 01:24;11/SP35932;
D;103;1180144;35;20090518 01:24;P;;;;;;
D;103;1180144;35;20090518 01:24;P;;;;;;
D;103;1180144;35;20090518 01:24;V;;;;;;
D;103;1180144;35;20090518 01:24;V;;;;;;
B;103;1193402;36;20090518 01:24;;;25;THE PARKWAY;BALGOWNIE;2519;557.4;M;20090302;20090427;570000;A;R;RESIDENCE;;CX;;0;AE658106;
C;103;1193402;36;20090518 01:24;80/250963;
D;103;1193402;36;20090518 01:24;P;;;;;;
D;103;1193402;36;20090518 01:24;P;;;;;;
D;103;1193402;36;20090518 01:24;V;;;;;;
B;103;1199204;37;20090518 01:24;;;118;WINDANG RD;PRIMBEE;2502;1954;M;20090212;20090408;500000;A;R;RESIDENCE;;DY;;0;AE612017;
C;103;1199204;37;20090518 01:24;PT 37/27438;
D;103;1199204;37;20090518 01:24;P;;;;;;
D;103;1199204;37;20090518 01:24;V;;;;;;
B;103;2896897;38;20090518 01:24;;3;28;VIRGINIA ST;NORTH WOLLONGONG;2500;;;20090318;20090501;415000;;R;RESIDENCE;3;;;0;AE650158;
C;103;2896897;38;20090518 01:24;3/SP67152;
D;103;2896897;38;20090518 01:24;P;;;;;;
D;103;2896897;38;20090518 01:24;P;;;;;;
D;103;2896897;38;20090518 01:24;V;;;;;;
D;103;2896897;38;20090518 01:24;V;;;;;;
B;103;3418361;39;20090518 01:24;;59;143;CORRIMAL ST;WOLLONGONG;2500;;;20090317;20090417;370000;;R;RESIDENCE;59;;;0;AE652063;
C;103;3418361;39;20090518 01:24;59/SP81340;
D;103;3418361;39;20090518 01:24;P;;;;;;
D;103;3418361;39;20090518 01:24;P;;;;;;
D;103;3418361;39;20090518 01:24;V;;;;;;
D;103;3418361;39;20090518 01:24;V;;;;;;
D;103;3418361;39;20090518 01:24;V;;;;;;
D;103;3418361;39;20090518 01:24;V;;;;;;
B;103;3387355;40;20090518 01:24;;8;162;CORRIMAL ST;WOLLONGONG;2500;206;M;20090417;20090501;615000;;R;RESIDENCE;8;;;0;AE650177;
C;103;3387355;40;20090518 01:24;8/SP80654;
D;103;3387355;40;20090518 01:24;P;;;;;;
D;103;3387355;40;20090518 01:24;P;;;;;;
D;103;3387355;40;20090518 01:24;V;;;;;;
B;103;3391719;41;20090518 01:24;;;30;WATERGUM WAY;WOONONA;2517;285.7;M;20090407;20090417;380000;A;R;RESIDENCE;;CJ;;0;AE654057;
C;103;3391719;41;20090518 01:24;930/1126375;
D;103;3391719;41;20090518 01:24;P;;;;;;
D;103;3391719;41;20090518 01:24;V;;;;;;
B;103;3391728;42;20090518 01:24;;;47;WATERGUM WAY;WOONONA;2517;379.5;M;20080929;20090414;480000;A;R;RESIDENCE;;CJ;;0;AE651525;
C;103;3391728;42;20090518 01:24;939/1126375;
D;103;3391728;42;20090518 01:24;P;;;;;;
D;103;3391728;42;20090518 01:24;V;;;;;;
B;103;3372975;43;20090518 01:24;ECLIPSE APARTMENTS;17;19 A;MARKET ST;WOLLONGONG;2500;;;20090311;20090409;480000;;R;RESIDENCE;17;;;0;AE658129;
C;103;3372975;43;20090518 01:24;17/SP80102;
D;103;3372975;43;20090518 01:24;P;;;;;;
D;103;3372975;43;20090518 01:24;V;;;;;;
B;103;3406803;44;20090518 01:24;;7;235;WINDANG RD;WINDANG;2528;;;20090323;20090427;295000;;R;RESIDENCE;7;;;0;AE654608;
C;103;3406803;44;20090518 01:24;7/SP81121;
D;103;3406803;44;20090518 01:24;P;;;;;;
D;103;3406803;44;20090518 01:24;V;;;;;;
B;103;3403668;45;20090518 01:24;;12;162;KANAHOOKA RD;KANAHOOKA;2530;;;20090302;20090406;329000;;R;RESIDENCE;12;;;0;AE652580;
C;103;3403668;45;20090518 01:24;12/SP81082;
