A;152;20090511 01:42;VALNET;
B;152;1698942;1;20090511 01:42;;5;51;BOULTWOOD ST;COFFS HARBOUR;2450;;;20090310;20090407;187000;;R;RESIDENCE;5;;;0;AE642141;
C;152;1698942;1;20090511 01:42;5/SP67892;
D;152;1698942;1;20090511 01:42;P;;;;;;
D;152;1698942;1;20090511 01:42;P;;;;;;
D;152;1698942;1;20090511 01:42;V;;;;;;
D;152;1698942;1;20090511 01:42;V;;;;;;
B;152;2948505;2;20090511 01:42;;;9;TRANQUILITY DR;KORORA;2450;1238;M;20090303;20090323;1125000;A;R;RESIDENCE;;HB;;0;AE643396;
C;152;2948505;2;20090511 01:42;28/1046645;
D;152;2948505;2;20090511 01:42;P;;;;;;
D;152;2948505;2;20090511 01:42;P;;;;;;
D;152;2948505;2;20090511 01:42;V;;;;;;
D;152;2948505;2;20090511 01:42;V;;;;;;
B;152;3410109;3;20090511 01:42;;;22;SEACHANGE CRES;MOONEE BEACH;2450;692.7;M;20090326;20090331;232500;A;V;VACANT LAND;;DD;;0;AE641793;
C;152;3410109;3;20090511 01:42;12/1130029;
D;152;3410109;3;20090511 01:42;P;;;;;;
D;152;3410109;3;20090511 01:42;P;;;;;;
D;152;3410109;3;20090511 01:42;V;;;;;;
B;152;3449250;4;20090511 01:42;;;;BRUXNER PARK RD;KORORA;2450;2.772;H;20090206;20090325;290000;;V;VACANT LAND;;;;0;AE603328;
C;152;3449250;4;20090511 01:42;3631/1135830;
D;152;3449250;4;20090511 01:42;P;;;;;;
D;152;3449250;4;20090511 01:42;P;;;;;;
D;152;3449250;4;20090511 01:42;V;;;;;;
D;152;3449250;4;20090511 01:42;V;;;;;;
B;152;3449311;5;20090511 01:42;;;;MORROWS RD;NANA GLEN;2450;35.11;H;20081002;20090218;1050000;;V;VACANT LAND;;;;0;AE630558;
C;152;3449311;5;20090511 01:42;1251/1135040;
D;152;3449311;5;20090511 01:42;P;;;;;;
D;152;3449311;5;20090511 01:42;V;;;;;;
D;152;3449311;5;20090511 01:42;V;;;;;;
B;152;1696641;6;20090511 01:42;;;20;TIMBERTOPS DR;COFFS HARBOUR;2450;1213;M;20090306;20090403;804000;A;R;RESIDENCE;;AL;;0;AE644907;
C;152;1696641;6;20090511 01:42;39/874038;
D;152;1696641;6;20090511 01:42;P;;;;;;
D;152;1696641;6;20090511 01:42;V;;;;;;
B;152;1696834;7;20090511 01:42;;;16;NORMAN HILL DR;KORORA;2450;651.3;M;20090309;20090324;415000;A;R;RESIDENCE;;HB;;0;AE618357;
C;152;1696834;7;20090511 01:42;36/228917;
D;152;1696834;7;20090511 01:42;P;;;;;;
D;152;1696834;7;20090511 01:42;P;;;;;;
D;152;1696834;7;20090511 01:42;V;;;;;;
B;152;1688763;8;20090511 01:42;;;10;ANDERSON ST;TOORMINA;2452;607.3;M;20081103;20081215;238000;A;R;RESIDENCE;;AR;;0;AE640002;
C;152;1688763;8;20090511 01:42;154/705508;
D;152;1688763;8;20090511 01:42;P;;;;;;
D;152;1688763;8;20090511 01:42;V;;;;;;
D;152;1688763;8;20090511 01:42;V;;;;;;
