A;014;20090105 01:04;VALNET;
B;014;336038;1;20090105 01:04;;;119;BIRDWOOD DR;BLUE HAVEN;2262;689.2;M;20080930;20081218;310000;A;R;RESIDENCE;;WL;;0;AE401154;
C;014;336038;1;20090105 01:04;138/218002;
D;014;336038;1;20090105 01:04;P;;;;;;
D;014;336038;1;20090105 01:04;V;;;;;;
D;014;336038;1;20090105 01:04;V;;;;;;
B;014;335800;2;20090105 01:04;;;18;BILLBABOURIE RD;GWANDALAN;2259;493.2;M;20081020;20081201;249600;A;R;RESIDENCE;;DL;;0;AE396913;
C;014;335800;2;20090105 01:04;42/27721;
D;014;335800;2;20090105 01:04;P;;;;;;
D;014;335800;2;20090105 01:04;P;;;;;;
D;014;335800;2;20090105 01:04;V;;;;;;
B;014;347097;3;20090105 01:04;;;71;ELOUERA AVE;BUFF POINT;2262;929.5;M;20081104;20081216;275000;A;R;RESIDENCE;;CF;;0;AE402128;
C;014;347097;3;20090105 01:04;2039/25064;
D;014;347097;3;20090105 01:04;P;;;;;;
D;014;347097;3;20090105 01:04;V;;;;;;
B;014;347171;4;20090105 01:04;;;83;ELSIEMER ST;LONG JETTY;2261;670.3;M;20081113;20081208;350000;A;R;RESIDENCE;;CY;;0;AE397070;
C;014;347171;4;20090105 01:04;32/21096;
D;014;347171;4;20090105 01:04;P;;;;;;
D;014;347171;4;20090105 01:04;P;;;;;;
D;014;347171;4;20090105 01:04;V;;;;;;
B;014;345293;5;20090105 01:04;;;17;DISCOMBE AVE;KANWAL;2259;961.1;M;20081021;20081202;285000;A;R;RESIDENCE;;CN;;0;AE395730;
C;014;345293;5;20090105 01:04;17/21554;
D;014;345293;5;20090105 01:04;P;;;;;;
D;014;345293;5;20090105 01:04;P;;;;;;
D;014;345293;5;20090105 01:04;V;;;;;;
D;014;345293;5;20090105 01:04;V;;;;;;
B;014;342738;6;20090105 01:04;;;11;CORNWALL AVE;GOROKAN;2263;512.2;M;20081215;20081215;20000;A;3;;;CM;;0;AE399785;
C;014;342738;6;20090105 01:04;6/218979;
D;014;342738;6;20090105 01:04;P;;;;;;
D;014;342738;6;20090105 01:04;V;;;;;;
D;014;342738;6;20090105 01:04;V;;;;;;
D;014;342738;6;20090105 01:04;V;;;;;;
B;014;346043;7;20090105 01:04;;;43;DUNVEGAN ST;MANNERING PARK;2259;556.4;M;20081110;20081215;208000;A;R;RESIDENCE;;DK;;0;AE399575;
C;014;346043;7;20090105 01:04;67/31006;
D;014;346043;7;20090105 01:04;P;;;;;;
D;014;346043;7;20090105 01:04;P;;;;;;
D;014;346043;7;20090105 01:04;V;;;;;;
D;014;346043;7;20090105 01:04;V;;;;;;
B;014;360864;8;20090105 01:04;;;32;LEONORA PDE;NORAVILLE;2263;733.5;M;20081021;20081127;374000;A;R;RESIDENCE;;CT;;0;AE395397;
C;014;360864;8;20090105 01:04;31/F/25692;
D;014;360864;8;20090105 01:04;P;;;;;;
D;014;360864;8;20090105 01:04;P;;;;;;
D;014;360864;8;20090105 01:04;V;;;;;;
