A;RTSALEDATA;199;20171113 01:18;VALNET;
B;199;4058683;1;20171113 01:18;;;10;FITZROY ST;URALLA;2358;1922.3;M;20171101;20171101;25000;R1;V;VACANT LAND;;ULB;;0;AM874638;
C;199;4058683;1;20171113 01:18;17/4/759022;
D;199;4058683;1;20171113 01:18;P;;;;;;
D;199;4058683;1;20171113 01:18;V;;;;;;
D;199;4058683;1;20171113 01:18;V;;;;;;
B;199;3156105;2;20171113 01:18;;;43;SALISBURY ST;URALLA;2358;1909.6;M;20170926;20171103;450000;R1;R;RESIDENCE;;ULB;;0;AM858451;
C;199;3156105;2;20171113 01:18;2/13/759022;
D;199;3156105;2;20171113 01:18;P;;;;;;
D;199;3156105;2;20171113 01:18;V;;;;;;
D;199;3156105;2;20171113 01:18;V;;;;;;
Z;12;2;2;6;
