A;RTSALEDATA;097;20171002 01:04;VALNET;
B;097;4040697;1;20171002 01:04;;;11;BOWERBIRD PL;MALUA BAY;2536;757.3;M;20170303;20170908;115000;R2;V;VACANT LAND;;EXV;;0;AM762290;
C;097;4040697;1;20171002 01:04;133/1231179;
D;097;4040697;1;20171002 01:04;P;;;;;;
D;097;4040697;1;20171002 01:04;V;;;;;;
D;097;4040697;1;20171002 01:04;V;;;;;;
D;097;4040697;1;20171002 01:04;V;;;;;;
B;097;4057663;2;20171002 01:04;;;38;BELLBIRD DR;MALUA BAY;2536;602.6;M;20170630;20170921;145000;R2;V;VACANT LAND;;EXV;;0;AM754888;
C;097;4057663;2;20171002 01:04;182/1233804;
D;097;4057663;2;20171002 01:04;P;;;;;;
D;097;4057663;2;20171002 01:04;V;;;;;;
D;097;4057663;2;20171002 01:04;V;;;;;;
D;097;4057663;2;20171002 01:04;V;;;;;;
B;097;1002145;3;20171002 01:04;;;8;HOYA PL;CATALINA;2536;736.3;M;20170720;20170912;645000;R2;R;RESIDENCE;;EYO;;0;AM757955;
C;097;1002145;3;20171002 01:04;19/800369;
D;097;1002145;3;20171002 01:04;P;;;;;;
D;097;1002145;3;20171002 01:04;P;;;;;;
D;097;1002145;3;20171002 01:04;V;;;;;;
D;097;1002145;3;20171002 01:04;V;;;;;;
B;097;1000815;4;20171002 01:04;;;12;CORRIGAN CRES;BATEHAVEN;2536;682.9;M;20170818;20170918;228000;R3;V;VACANT LAND;;EYK;;0;AM751495;
C;097;1000815;4;20171002 01:04;7/21215;
D;097;1000815;4;20171002 01:04;P;;;;;;
D;097;1000815;4;20171002 01:04;V;;;;;;
B;097;1018373;5;20171002 01:04;;;25;GLENDUART GR;MORUYA;2537;1.006;H;20170802;20170927;715000;R5;R;RESIDENCE;;ELC;;0;AM759146;
C;097;1018373;5;20171002 01:04;8/264448;
D;097;1018373;5;20171002 01:04;P;;;;;;
D;097;1018373;5;20171002 01:04;P;;;;;;
D;097;1018373;5;20171002 01:04;V;;;;;;
D;097;1018373;5;20171002 01:04;V;;;;;;
B;097;1021137;6;20171002 01:04;;;11;PRINCES HWY;NORTH NAROOMA;2546;1005;M;20170829;20170928;280000;SP2;R;RESIDENCE;;EYE;;0;AM764134;
C;097;1021137;6;20171002 01:04;E/16091;
D;097;1021137;6;20171002 01:04;P;;;;;;
D;097;1021137;6;20171002 01:04;V;;;;;;
B;097;1004981;7;20171002 01:04;;;3;PENGUIN PL;CATALINA;2536;735;M;20170817;20170914;371000;R2;R;RESIDENCE;;EXF;;0;AM748371;
C;097;1004981;7;20171002 01:04;658/249461;
D;097;1004981;7;20171002 01:04;P;;;;;;
D;097;1004981;7;20171002 01:04;V;;;;;;
B;097;1015898;8;20171002 01:04;;26;26;NATIVE WAY;MORUYA HEADS;2537;;;20170824;20170912;227000;;R;RESIDENCE;26;;;0;AM752097;
C;097;1015898;8;20171002 01:04;26/SP35695;
D;097;1015898;8;20171002 01:04;P;;;;;;
D;097;1015898;8;20171002 01:04;P;;;;;;
D;097;1015898;8;20171002 01:04;V;;;;;;
B;097;1018636;9;20171002 01:04;;;380;PHYLLIS PRICE DR;MORUYA;2537;39.59;H;20170816;20170919;815000;R;R;RESIDENCE;;DMF;;0;AM752038;
C;097;1018636;9;20171002 01:04;13/858094;
D;097;1018636;9;20171002 01:04;P;;;;;;
D;097;1018636;9;20171002 01:04;P;;;;;;
D;097;1018636;9;20171002 01:04;V;;;;;;
D;097;1018636;9;20171002 01:04;V;;;;;;
B;097;1002837;10;20171002 01:04;;;40;OCEAN RD;BATEHAVEN;2536;607;M;20170717;20170914;629000;R2;R;RESIDENCE;;EYL;;0;AM754563;
C;097;1002837;10;20171002 01:04;19/B/23364;
D;097;1002837;10;20171002 01:04;P;;;;;;
D;097;1002837;10;20171002 01:04;V;;;;;;
B;097;1002932;11;20171002 01:04;;;29;PACIFIC RD;SURF BEACH;2536;560.2;M;20170823;20170920;405000;R2;R;RESIDENCE;;EXY;;0;AM758078;
C;097;1002932;11;20171002 01:04;236/244983;
D;097;1002932;11;20171002 01:04;P;;;;;;
D;097;1002932;11;20171002 01:04;V;;;;;;
B;097;1005463;12;20171002 01:04;;;426;GEORGE BASS DR;MALUA BAY;2536;689.2;M;20170905;20170925;398000;R2;R;RESIDENCE;;EXV;;0;AM758958;
C;097;1005463;12;20171002 01:04;439/202012;
D;097;1005463;12;20171002 01:04;P;;;;;;
D;097;1005463;12;20171002 01:04;P;;;;;;
D;097;1005463;12;20171002 01:04;V;;;;;;
