A;210;20050516 14:28;PDANN;
B;210;2078695;1;20050516 14:28;;;43;BALFOUR RD;ROSE BAY;2029;336;M;20050309;20050421;1660000;A;R;RESIDENCE;;RG;;0;AB445099;
C;210;2078695;1;20050516 14:28;401/834294;
D;210;2078695;1;20050516 14:28;P;;;;;;
D;210;2078695;1;20050516 14:28;V;;;;;;
D;210;2078695;1;20050516 14:28;V;;;;;;
B;210;2079182;2;20050516 14:28;;2;15;BELL ST;WATSONS BAY;2030;;;20050228;20050422;550000;;R;RESIDENCE;2;;;0;AB441099;
C;210;2079182;2;20050516 14:28;2/SP860;
D;210;2079182;2;20050516 14:28;P;;;;;;
D;210;2079182;2;20050516 14:28;P;;;;;;
D;210;2079182;2;20050516 14:28;V;;;;;;
B;210;2080460;3;20050516 14:28;;5;65;BIRRIGA RD;BELLEVUE HILL;2023;;;20050201;20050502;376000;;R;RESIDENCE;5;;;0;AB449735;
C;210;2080460;3;20050516 14:28;5/SP11435;
D;210;2080460;3;20050516 14:28;P;;;;;;
D;210;2080460;3;20050516 14:28;V;;;;;;
B;210;2080830;4;20050516 14:28;;;18;BIRRIGA RD;BELLEVUE HILL;2023;;;20040530;20040530;572000;A;3;;;FG;;0;AB51048;
C;210;2080830;4;20050516 14:28;46/C/7658 C/949304;
D;210;2080830;4;20050516 14:28;P;;;;;;
D;210;2080830;4;20050516 14:28;P;;;;;;
D;210;2080830;4;20050516 14:28;P;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
D;210;2080830;4;20050516 14:28;V;;;;;;
B;210;2080830;5;20050516 14:28;;;18;BIRRIGA RD;BELLEVUE HILL;2023;;;20040530;20040530;65000;A;3;FLATS;;FG;;5;AB51051;
C;210;2080830;5;20050516 14:28;46/C/7658 C/949304;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;P;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
D;210;2080830;5;20050516 14:28;V;;;;;;
B;210;2080830;6;20050516 14:28;;;18;BIRRIGA RD;BELLEVUE HILL;2023;;;20040530;20040530;650000;A;3;;;FG;;0;AB51049;
C;210;2080830;6;20050516 14:28;46/C/7658 C/949304;
D;210;2080830;6;20050516 14:28;P;;;;;;
D;210;2080830;6;20050516 14:28;P;;;;;;
D;210;2080830;6;20050516 14:28;P;;;;;;
D;210;2080830;6;20050516 14:28;P;;;;;;
D;210;2080830;6;20050516 14:28;P;;;;;;
D;210;2080830;6;20050516 14:28;P;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
D;210;2080830;6;20050516 14:28;V;;;;;;
