A;083;20050601 11:10;PDANN;
B;083;678785;1;20050601 11:10;;;48;BATEMANS RD;GLADESVILLE;2111;948.5;M;20050402;20050512;867000;A;R;RESIDENCE;;EA;;0;AB482393;
C;083;678785;1;20050601 11:10;49/17742;
D;083;678785;1;20050601 11:10;P;;;;;;
D;083;678785;1;20050601 11:10;P;;;;;;
D;083;678785;1;20050601 11:10;V;;;;;;
D;083;678785;1;20050601 11:10;V;;;;;;
B;083;678905;2;20050601 11:10;;;5;BLAXLAND ST;HUNTERS HILL;2110;358.9;M;20050309;20050426;815000;A;R;RESIDENCE;;EA;;0;AB480507;
C;083;678905;2;20050601 11:10;1/838132;
D;083;678905;2;20050601 11:10;P;;;;;;
D;083;678905;2;20050601 11:10;P;;;;;;
D;083;678905;2;20050601 11:10;V;;;;;;
B;083;679028;3;20050601 11:10;;;62;BONNEFIN RD;HUNTERS HILL;2110;944;M;20041224;20050426;1365000;A;V;VACANT LAND;;EA;;0;AB466112;
C;083;679028;3;20050601 11:10;40/13389;
D;083;679028;3;20050601 11:10;P;;;;;;
D;083;679028;3;20050601 11:10;P;;;;;;
D;083;679028;3;20050601 11:10;P;;;;;;
D;083;679028;3;20050601 11:10;P;;;;;;
D;083;679028;3;20050601 11:10;P;;;;;;
D;083;679028;3;20050601 11:10;V;;;;;;
D;083;679028;3;20050601 11:10;V;;;;;;
D;083;679028;3;20050601 11:10;V;;;;;;
B;083;679138;4;20050601 11:10;;5;20;CHURCH ST;HUNTERS HILL;2110;;;20050316;20050505;540000;;R;RESIDENCE;5;;;0;AB458790;
C;083;679138;4;20050601 11:10;5/SP5041;
D;083;679138;4;20050601 11:10;P;;;;;;
D;083;679138;4;20050601 11:10;V;;;;;;
B;083;679500;5;20050601 11:10;;;7;DURHAM ST;HUNTERS HILL;2110;729.1;M;20050225;20050422;1350000;A;R;RESIDENCE;;EC;;0;AB471081;
C;083;679500;5;20050601 11:10;7/4614;
D;083;679500;5;20050601 11:10;P;;;;;;
D;083;679500;5;20050601 11:10;P;;;;;;
D;083;679500;5;20050601 11:10;V;;;;;;
B;083;679513;6;20050601 11:10;;;17;EARL ST;HUNTERS HILL;2110;817.5;M;20050317;20050512;1150000;A;R;RESIDENCE;;EA;;0;AB486294;
C;083;679513;6;20050601 11:10;1/105115;
D;083;679513;6;20050601 11:10;P;;;;;;
D;083;679513;6;20050601 11:10;V;;;;;;
D;083;679513;6;20050601 11:10;V;;;;;;
B;083;679585;7;20050601 11:10;;6;14;ELGIN ST;WOOLWICH;2110;;;20050324;20050429;690000;;R;RESIDENCE;6;;;0;AB474428;
C;083;679585;7;20050601 11:10;6/SP4432;
D;083;679585;7;20050601 11:10;P;;;;;;
D;083;679585;7;20050601 11:10;V;;;;;;
B;083;679585;8;20050601 11:10;;18;14;ELGIN ST;WOOLWICH;2110;;;20050324;20050429;690000;;R;RESIDENCE;18;;;0;AB474428;
C;083;679585;8;20050601 11:10;18/SP4432;
D;083;679585;8;20050601 11:10;P;;;;;;
D;083;679585;8;20050601 11:10;V;;;;;;
B;083;680011;9;20050601 11:10;;2;38;GLADESVILLE RD;HUNTERS HILL;2110;;;20050317;20050428;410000;;3;;2;;;0;AB476796;
C;083;680011;9;20050601 11:10;2/SP593;
D;083;680011;9;20050601 11:10;P;;;;;;
D;083;680011;9;20050601 11:10;V;;;;;;
D;083;680011;9;20050601 11:10;V;;;;;;
B;083;680628;10;20050601 11:10;;;13;LE VESINET DR;HUNTERS HILL;2110;418;M;20050321;20050504;2500000;A;R;RESIDENCE;;EP;;0;AB464359;
C;083;680628;10;20050601 11:10;13/832954;
D;083;680628;10;20050601 11:10;P;;;;;;
D;083;680628;10;20050601 11:10;V;;;;;;
D;083;680628;10;20050601 11:10;V;;;;;;
B;083;681003;11;20050601 11:10;;;19;MARY ST;HUNTERS HILL;2110;411;M;20050321;20050502;985000;A;R;RESIDENCE;;EA;;0;AB471947;
C;083;681003;11;20050601 11:10;1/223281;
D;083;681003;11;20050601 11:10;P;;;;;;
D;083;681003;11;20050601 11:10;P;;;;;;
D;083;681003;11;20050601 11:10;V;;;;;;
D;083;681003;11;20050601 11:10;V;;;;;;
B;083;681769;12;20050601 11:10;;;38;PRINCE EDWARD ST;GLADESVILLE;2111;614.3;M;20050312;20050512;892000;A;R;RESIDENCE;;EA;;0;AB490195;
C;083;681769;12;20050601 11:10;21/A/13260;
D;083;681769;12;20050601 11:10;P;;;;;;
D;083;681769;12;20050601 11:10;P;;;;;;
D;083;681769;12;20050601 11:10;V;;;;;;
D;083;681769;12;20050601 11:10;V;;;;;;
B;083;682978;13;20050601 11:10;;;58;WOOLWICH RD;HUNTERS HILL;2110;836.2;M;20050130;20050228;2450000;A;R;RESIDENCE;;EC;;0;AB478979;
C;083;682978;13;20050601 11:10;6/D/1015;
D;083;682978;13;20050601 11:10;P;;;;;;
D;083;682978;13;20050601 11:10;V;;;;;;
D;083;682978;13;20050601 11:10;V;;;;;;
Z;72;13;13;44;
