A;255;20050316 11:18;PBARBER;
B;255;2685204;1;20050316 11:18;WARWICK STATION;;;NULLA RD;WENTWORTH;2648;18265;H;20030625;20041210;340000;R;3;FARM;;AP;;50;AB180421;
C;255;2685204;1;20050316 11:18;4068/766543 Western Land Lease 8178;
D;255;2685204;1;20050316 11:18;P;;;;;;
D;255;2685204;1;20050316 11:18;P;;;;;;
D;255;2685204;1;20050316 11:18;P;;;;;;
D;255;2685204;1;20050316 11:18;P;;;;;;
D;255;2685204;1;20050316 11:18;V;;;;;;
D;255;2685204;1;20050316 11:18;V;;;;;;
D;255;2685204;1;20050316 11:18;V;;;;;;
B;255;2685282;2;20050316 11:18;;;;HIGHDARLING RD;WENTWORTH;2648;24662.18;H;20040521;20041213;1730000;;3;FARMING;;;;0;AB283355;
C;255;2685282;2;20050316 11:18;;
D;255;2685282;2;20050316 11:18;P;;;;;;
D;255;2685282;2;20050316 11:18;P;;;;;;
D;255;2685282;2;20050316 11:18;V;;;;;;
B;255;2685566;3;20050316 11:18;;;;LOWDARLING RD;WENTWORTH;2648;293.8;H;20040521;20041213;1730000;R;3;FARMING;;AF;;0;AB283355;
C;255;2685566;3;20050316 11:18;15, 20/756970;
D;255;2685566;3;20050316 11:18;P;;;;;;
D;255;2685566;3;20050316 11:18;P;;;;;;
D;255;2685566;3;20050316 11:18;V;;;;;;
B;255;2685837;4;20050316 11:18;;;21;PITMAN AVE;BURONGA;2739;837.6;M;20041202;20050128;162500;A;R;RESIDENCE;;AA;;0;AB299130;
C;255;2685837;4;20050316 11:18;4/264142;
D;255;2685837;4;20050316 11:18;P;;;;;;
D;255;2685837;4;20050316 11:18;V;;;;;;
B;255;2685877;5;20050316 11:18;;;108;SILVERCITY HWY;BURONGA;2739;3402;M;20030331;20040630;660000;I;3;BUSINESS PREM;;AC;;0;AB317650;
C;255;2685877;5;20050316 11:18;924/756961;
D;255;2685877;5;20050316 11:18;P;;;;;;
D;255;2685877;5;20050316 11:18;V;;;;;;
B;255;2686447;6;20050316 11:18;;;2;RIVERVIEW RISE;GOL GOL;2738;4022;M;20040825;20041115;435000;R;R;RESIDENCE;;AW;;0;AB305771;
C;255;2686447;6;20050316 11:18;5/29/758456 Western Land Lease 12787;
D;255;2686447;6;20050316 11:18;P;;;;;;
D;255;2686447;6;20050316 11:18;V;;;;;;
B;255;2686452;7;20050316 11:18;;;3;PAMELA CT;GOL GOL;2738;1618;M;20041221;20050221;82500;A;V;VACANT LAND;;AV;;0;AB315849;
C;255;2686452;7;20050316 11:18;37/1009699;
D;255;2686452;7;20050316 11:18;P;;;;;;
D;255;2686452;7;20050316 11:18;V;;;;;;
D;255;2686452;7;20050316 11:18;V;;;;;;
B;255;2686721;8;20050316 11:18;;;125;ADAMS ST;WENTWORTH;2648;784.1;M;20041201;20050107;112500;A;R;RESIDENCE;;AL;;0;AB303754;
C;255;2686721;8;20050316 11:18;2/544956;
D;255;2686721;8;20050316 11:18;P;;;;;;
D;255;2686721;8;20050316 11:18;V;;;;;;
D;255;2686721;8;20050316 11:18;V;;;;;;
B;255;2686903;9;20050316 11:18;;;39;CADELL ST;WENTWORTH;2648;1012;M;20041114;20041129;130000;A;R;RESIDENCE;;AL;;0;AB322321;
C;255;2686903;9;20050316 11:18;2/9/759074;
D;255;2686903;9;20050316 11:18;P;;;;;;
D;255;2686903;9;20050316 11:18;P;;;;;;
D;255;2686903;9;20050316 11:18;V;;;;;;
D;255;2686903;9;20050316 11:18;V;;;;;;
D;255;2686903;9;20050316 11:18;V;;;;;;
B;255;2687523;10;20050316 11:18;BLOCK 117, NENTARA RD;;;NENTOURA RD;COOMEALLA;2717;14.21;H;20041111;20050117;20250;R;V;VACANT LAND;;AH;;0;AB263275;
C;255;2687523;10;20050316 11:18;F, H/97301 137, 138/756961 . Farm Number 117;
D;255;2687523;10;20050316 11:18;P;;;;;;
D;255;2687523;10;20050316 11:18;P;;;;;;
D;255;2687523;10;20050316 11:18;P;;;;;;
D;255;2687523;10;20050316 11:18;V;;;;;;
B;255;3103173;11;20050316 11:18;;;;DRINGS WAY;GOL GOL;2738;1121;M;20021023;20050128;52000;A;V;VACANT LAND;;AV;;0;AB306011;
C;255;3103173;11;20050316 11:18;53/1069595;
D;255;3103173;11;20050316 11:18;P;;;;;;
D;255;3103173;11;20050316 11:18;V;;;;;;
B;255;3103178;12;20050316 11:18;;;;DAWN AVE;GOL GOL;2738;1002;M;20031016;20050128;56950;A;V;VACANT LAND;;AV;;0;AB305953;
C;255;3103178;12;20050316 11:18;58/1069595;
D;255;3103178;12;20050316 11:18;P;;;;;;
D;255;3103178;12;20050316 11:18;V;;;;;;
B;255;3116421;13;20050316 11:18;;;;CARRAMAR DR;GOL GOL;2738;1566;M;20031216;20041022;120000;A;V;VACANT LAND;;AV;;0;AB302337;
C;255;3116421;13;20050316 11:18;15/1072409;
D;255;3116421;13;20050316 11:18;P;;;;;;
D;255;3116421;13;20050316 11:18;V;;;;;;
D;255;3116421;13;20050316 11:18;V;;;;;;
B;255;3160091;14;20050316 11:18;;;;PITMAN AVE;BURONGA;2739;;;20041202;20041222;116000;;R;RESIDENCE;;;;0;AB291902;
C;255;3160091;14;20050316 11:18;2/883678 Irrigation Area Holding 14;
D;255;3160091;14;20050316 11:18;P;;;;;;
D;255;3160091;14;20050316 11:18;P;;;;;;
D;255;3160091;14;20050316 11:18;V;;;;;;
Z;74;14;14;44;
