A;188;20050316 11:14;PBARBER;
B;188;1855089;1;20050316 11:14;"ALTON VALE";;;AUBURN VALE RD;INVERELL;2360;6.903;H;20050107;20050207;285000;R;R;RESIDENCE;;RS;;0;AB300643;
C;188;1855089;1;20050316 11:14;7/713879;
D;188;1855089;1;20050316 11:14;P;;;;;;
D;188;1855089;1;20050316 11:14;P;;;;;;
D;188;1855089;1;20050316 11:14;V;;;;;;
B;188;1855494;2;20050316 11:14;;;58;BURNETT ST;DELUNGRA;2403;1012;M;20041208;20050118;62000;A;R;RESIDENCE;;VD;;0;AB296378;
C;188;1855494;2;20050316 11:14;6/8/758348;
D;188;1855494;2;20050316 11:14;P;;;;;;
D;188;1855494;2;20050316 11:14;V;;;;;;
B;188;1855611;3;20050316 11:14;;;31;RAILWAY ST;DELUNGRA;2403;2023;M;20041223;20050211;135000;A;R;RESIDENCE;;VD;;0;AB303132;
C;188;1855611;3;20050316 11:14;15, 16/11/758348;
D;188;1855611;3;20050316 11:14;P;;;;;;
D;188;1855611;3;20050316 11:14;P;;;;;;
D;188;1855611;3;20050316 11:14;V;;;;;;
B;188;1855638;4;20050316 11:14;;;;BINGARA RD;DELUNGRA;2403;11.99;H;20041026;20041128;28500;R;V;VACANT LAND;;MH;;0;AB297972;
C;188;1855638;4;20050316 11:14;328/751094;
D;188;1855638;4;20050316 11:14;P;;;;;;
D;188;1855638;4;20050316 11:14;P;;;;;;
D;188;1855638;4;20050316 11:14;V;;;;;;
B;188;1855676;5;20050316 11:14;;;1759;YETMAN RD;OAKWOOD;2360;3035;M;20040929;20041028;105000;A;R;RESIDENCE;;VF;;0;AB305705;
C;188;1855676;5;20050316 11:14;1/974226;
D;188;1855676;5;20050316 11:14;P;;;;;;
D;188;1855676;5;20050316 11:14;P;;;;;;
D;188;1855676;5;20050316 11:14;V;;;;;;
B;188;1856752;6;20050316 11:14;YUMA;;;BOLANDS LANE;INVERELL;2360;4.004;H;20050105;20050121;285000;R;R;RESIDENCE;;RS;;0;AB294021;
C;188;1856752;6;20050316 11:14;1/882200;
D;188;1856752;6;20050316 11:14;P;;;;;;
D;188;1856752;6;20050316 11:14;P;;;;;;
D;188;1856752;6;20050316 11:14;V;;;;;;
B;188;1857653;7;20050316 11:14;;;84;BYRON ST;INVERELL;2360;702;M;20050120;20050210;400000;B;3;SHOPS;;BP;;0;AB317090;
C;188;1857653;7;20050316 11:14;1/532540;
D;188;1857653;7;20050316 11:14;P;;;;;;
D;188;1857653;7;20050316 11:14;P;;;;;;
D;188;1857653;7;20050316 11:14;V;;;;;;
B;188;1857666;8;20050316 11:14;;;9;CAMERON ST;INVERELL;2360;601.6;M;20050106;20050209;117000;A;R;RESIDENCE;;AS;;0;AB320333;
C;188;1857666;8;20050316 11:14;1/588471;
D;188;1857666;8;20050316 11:14;P;;;;;;
D;188;1857666;8;20050316 11:14;P;;;;;;
D;188;1857666;8;20050316 11:14;V;;;;;;
B;188;1859638;9;20050316 11:14;;;7;MITCHELL CRES;INVERELL;2360;695.5;M;20041208;20050119;280000;A;R;RESIDENCE;;AB;;0;AB298131;
C;188;1859638;9;20050316 11:14;6/18051;
D;188;1859638;9;20050316 11:14;P;;;;;;
D;188;1859638;9;20050316 11:14;P;;;;;;
D;188;1859638;9;20050316 11:14;V;;;;;;
B;188;1860098;10;20050316 11:14;;;30;RAGLAN ST;INVERELL;2360;1012;M;20041119;20050202;87500;A;R;RESIDENCE;;AQ;;0;AB310399;
C;188;1860098;10;20050316 11:14;1/551406;
D;188;1860098;10;20050316 11:14;P;;;;;;
D;188;1860098;10;20050316 11:14;V;;;;;;
B;188;1860417;11;20050316 11:14;;;5;SHORT ST;INVERELL;2360;1126;M;20041112;20050111;158000;A;R;RESIDENCE;;AF;;0;AB312900;
C;188;1860417;11;20050316 11:14;2A/364924;
D;188;1860417;11;20050316 11:14;P;;;;;;
D;188;1860417;11;20050316 11:14;V;;;;;;
D;188;1860417;11;20050316 11:14;V;;;;;;
B;188;1861063;12;20050316 11:14;;1;18;WARIALDA RD;INVERELL;2360;;;20050107;20050202;75000;;R;RESIDENCE;1;;;0;AB308103;
C;188;1861063;12;20050316 11:14;1/SP21807;
D;188;1861063;12;20050316 11:14;P;;;;;;
D;188;1861063;12;20050316 11:14;V;;;;;;
D;188;1861063;12;20050316 11:14;V;;;;;;
D;188;1861063;12;20050316 11:14;V;;;;;;
