A;540;20050301 09:47;PDANN;
B;540;469587;1;20050301 09:47;;;1015;BOMBAY RD;BRAIDWOOD;2622;6.98;H;20041201;20041221;112000;R;V;VACANT LAND;;HB;;0;AB286139;
C;540;469587;1;20050301 09:47;4/1010875;
D;540;469587;1;20050301 09:47;P;;;;;;
D;540;469587;1;20050301 09:47;P;;;;;;
D;540;469587;1;20050301 09:47;V;;;;;;
B;540;469965;2;20050301 09:47;;;;PH MONGARLOWE;MONGARLOWE;2622;6.139;H;20041001;20041203;145000;R;R;RESIDENCE;;HJ;;0;AB202424;
C;540;469965;2;20050301 09:47;3/865960;
D;540;469965;2;20050301 09:47;P;;;;;;
D;540;469965;2;20050301 09:47;P;;;;;;
D;540;469965;2;20050301 09:47;V;;;;;;
D;540;469965;2;20050301 09:47;V;;;;;;
B;540;480154;3;20050301 09:47;;;1;WILGA ST;CAPTAINS FLAT;2623;448.9;M;20041118;20041222;25907;Z;V;VACANT LAND;;VF;;0;AB286468;
C;540;480154;3;20050301 09:47;14/4/18452;
D;540;480154;3;20050301 09:47;P;;;;;;
D;540;480154;3;20050301 09:47;V;;;;;;
B;540;480158;4;20050301 09:47;;;9;WILGA ST;CAPTAINS FLAT;2623;442.6;M;20041220;20050131;115000;Z;R;RESIDENCE;;VF;;0;AB277568;
C;540;480158;4;20050301 09:47;18/4/18452;
D;540;480158;4;20050301 09:47;P;;;;;;
D;540;480158;4;20050301 09:47;V;;;;;;
B;540;480548;5;20050301 09:47;;;15;BROOKS RD;BYWONG;2621;16.27;H;20040820;20041224;630000;R;R;RESIDENCE;;RH;;0;AB250452;
C;540;480548;5;20050301 09:47;3/245149;
D;540;480548;5;20050301 09:47;P;;;;;;
D;540;480548;5;20050301 09:47;P;;;;;;
D;540;480548;5;20050301 09:47;V;;;;;;
B;540;481141;6;20050301 09:47;;;161;BOWEN ST;CARWOOLA;2620;2.027;H;20041104;20050121;489000;R;R;RESIDENCE;;RR;;0;AB274202;
C;540;481141;6;20050301 09:47;155/808823;
D;540;481141;6;20050301 09:47;P;;;;;;
D;540;481141;6;20050301 09:47;P;;;;;;
D;540;481141;6;20050301 09:47;V;;;;;;
D;540;481141;6;20050301 09:47;V;;;;;;
B;540;481527;7;20050301 09:47;;;21;HOPE DR;BUNGENDORE;2621;8000;M;20041001;20041115;530000;R;R;RESIDENCE;;RZ;;0;AB270828;
C;540;481527;7;20050301 09:47;5/270053;
D;540;481527;7;20050301 09:47;P;;;;;;
D;540;481527;7;20050301 09:47;P;;;;;;
D;540;481527;7;20050301 09:47;V;;;;;;
D;540;481527;7;20050301 09:47;V;;;;;;
B;540;482703;8;20050301 09:47;;;116;OLD MILL RD;FORBES CREEK;2621;52.97;H;20041022;20041221;195000;R;V;VACANT LAND;;RD;;0;AB234309;
C;540;482703;8;20050301 09:47;11/538416 169/754895;
D;540;482703;8;20050301 09:47;P;;;;;;
D;540;482703;8;20050301 09:47;P;;;;;;
D;540;482703;8;20050301 09:47;P;;;;;;
D;540;482703;8;20050301 09:47;V;;;;;;
B;540;482788;9;20050301 09:47;;;1692;HOSKINSTOWN RD;HOSKINSTOWN;2621;2.357;H;20041104;20041203;440000;R;R;RESIDENCE;;NY;;0;AB247804;
C;540;482788;9;20050301 09:47;48/231519 1/254628;
D;540;482788;9;20050301 09:47;P;;;;;;
D;540;482788;9;20050301 09:47;P;;;;;;
D;540;482788;9;20050301 09:47;V;;;;;;
D;540;482788;9;20050301 09:47;V;;;;;;
B;540;483156;10;20050301 09:47;;;109;NAYLOR RD;URILA;2620;16.01;H;20041224;20050120;554000;R;R;RESIDENCE;;RU;;0;AB262956;
C;540;483156;10;20050301 09:47;6/251886 . Enclosure Permit 108105;
D;540;483156;10;20050301 09:47;P;;;;;;
D;540;483156;10;20050301 09:47;P;;;;;;
D;540;483156;10;20050301 09:47;V;;;;;;
D;540;483156;10;20050301 09:47;V;;;;;;
B;540;484018;11;20050301 09:47;;;126;GIBRALTAR ST;BUNGENDORE;2621;2587;M;20041125;20041217;422000;Z;R;RESIDENCE;;VD;;0;AB293832;
C;540;484018;11;20050301 09:47;2/731001;
D;540;484018;11;20050301 09:47;P;;;;;;
D;540;484018;11;20050301 09:47;P;;;;;;
D;540;484018;11;20050301 09:47;V;;;;;;
D;540;484018;11;20050301 09:47;V;;;;;;
B;540;484121;12;20050301 09:47;;;36;MALBON ST;BUNGENDORE;2621;2023;M;20041214;20050204;710000;Z;R;RESIDENCE;;VC;;0;AB286012;
C;540;484121;12;20050301 09:47;15/10/758183;
D;540;484121;12;20050301 09:47;P;;;;;;
D;540;484121;12;20050301 09:47;V;;;;;;
D;540;484121;12;20050301 09:47;V;;;;;;
B;540;2773509;13;20050301 09:47;;;;VALLEY DR;ROYALLA;2620;17.86;H;20040628;20040629;110000;R;V;VACANT LAND;;RW;;0;AB267149;
C;540;2773509;13;20050301 09:47;120/1022346;
D;540;2773509;13;20050301 09:47;P;;;;;;
D;540;2773509;13;20050301 09:47;V;;;;;;
B;540;2893580;14;20050301 09:47;;;;TARAGO RD;LAKE GEORGE;2621;105.5;H;20041022;20041125;640000;R;3;FARM;;RA;;0;AB289546;
C;540;2893580;14;20050301 09:47;22/835671;
D;540;2893580;14;20050301 09:47;P;;;;;;
D;540;2893580;14;20050301 09:47;P;;;;;;
D;540;2893580;14;20050301 09:47;V;;;;;;
B;540;2898971;15;20050301 09:47;;;85;VALLEY DR;ROYALLA;2620;15.11;H;20040629;20040629;110000;R;V;VACANT LAND;;RW;;0;AB267183;
C;540;2898971;15;20050301 09:47;25/1037260;
D;540;2898971;15;20050301 09:47;P;;;;;;
D;540;2898971;15;20050301 09:47;V;;;;;;
B;540;2898978;16;20050301 09:47;;;303;ROYALLA DR;ROYALLA;2620;13.9;H;20040628;20040629;110000;R;V;VACANT LAND;;RW;;0;AB267126;
C;540;2898978;16;20050301 09:47;31/1037260;
D;540;2898978;16;20050301 09:47;P;;;;;;
D;540;2898978;16;20050301 09:47;V;;;;;;
B;540;3040233;17;20050301 09:47;;;18;HYLAND DR;BUNGENDORE;2621;1350;M;20050113;20050131;176000;Z;R;RESIDENCE;;EE;;0;AB295109;
C;540;3040233;17;20050301 09:47;509/1059913;
D;540;3040233;17;20050301 09:47;P;;;;;;
D;540;3040233;17;20050301 09:47;V;;;;;;
D;540;3040233;17;20050301 09:47;V;;;;;;
B;540;3040263;18;20050301 09:47;;;9;HYLAND DR;BUNGENDORE;2621;1202;M;20041116;20050111;179000;Z;R;RESIDENCE;;EE;;0;AB274799;
C;540;3040263;18;20050301 09:47;539/1059913;
D;540;3040263;18;20050301 09:47;P;;;;;;
D;540;3040263;18;20050301 09:47;P;;;;;;
D;540;3040263;18;20050301 09:47;V;;;;;;
B;540;3049775;19;20050301 09:47;;;19;EYRE ST;BUNGENDORE;2621;1275;M;20041130;20041217;179000;Z;V;VACANT LAND;;EE;;0;AB281215;
C;540;3049775;19;20050301 09:47;622/1061647;
D;540;3049775;19;20050301 09:47;P;;;;;;
D;540;3049775;19;20050301 09:47;P;;;;;;
D;540;3049775;19;20050301 09:47;V;;;;;;
D;540;3049775;19;20050301 09:47;V;;;;;;
B;540;3056985;20;20050301 09:47;;;;JERANGLE RD;CAPTAINS FLAT;2623;180.96;H;20040601;20040604;570000;R;R;RESIDENCE;;NE;;0;AB230962;
C;540;3056985;20;20050301 09:47;1/738640 2, PT 23, PT 113/754866 95, 143, 260/754870 Special Lease 80/;
C;540;3056985;20;20050301 09:47;3 Special Lease 80/3;
D;540;3056985;20;20050301 09:47;P;;;;;;
D;540;3056985;20;20050301 09:47;P;;;;;;
D;540;3056985;20;20050301 09:47;V;;;;;;
D;540;3056985;20;20050301 09:47;V;;;;;;
B;540;3091976;21;20050301 09:47;;;23;LARMER ST;BUNGENDORE;2621;1369;M;20041130;20041223;210000;Z;V;VACANT LAND;;EE;;0;AB279645;
C;540;3091976;21;20050301 09:47;725/1068066;
D;540;3091976;21;20050301 09:47;P;;;;;;
D;540;3091976;21;20050301 09:47;P;;;;;;
D;540;3091976;21;20050301 09:47;V;;;;;;
B;540;3109042;22;20050301 09:47;;;;DAY CCT;BUNGENDORE;2621;925.7;M;20050121;20050204;165000;Z;V;VACANT LAND;;EE;;0;AB279245;
C;540;3109042;22;20050301 09:47;915/1070666;
D;540;3109042;22;20050301 09:47;P;;;;;;
D;540;3109042;22;20050301 09:47;P;;;;;;
D;540;3109042;22;20050301 09:47;P;;;;;;
D;540;3109042;22;20050301 09:47;P;;;;;;
D;540;3109042;22;20050301 09:47;V;;;;;;
B;540;3138376;23;20050301 09:47;;;;DAY CCT;BUNGENDORE;2621;937.1;M;20040730;20041220;169000;Z;V;VACANT LAND;;EE;;0;AB274349;
C;540;3138376;23;20050301 09:47;1110/1075813;
D;540;3138376;23;20050301 09:47;P;;;;;;
D;540;3138376;23;20050301 09:47;P;;;;;;
D;540;3138376;23;20050301 09:47;V;;;;;;
B;540;3138379;24;20050301 09:47;;;;DAY CCT;BUNGENDORE;2621;937.1;M;20040308;20050121;179000;Z;R;RESIDENCE;;EE;;0;AB278544;
C;540;3138379;24;20050301 09:47;1113/1075813;
D;540;3138379;24;20050301 09:47;P;;;;;;
D;540;3138379;24;20050301 09:47;P;;;;;;
D;540;3138379;24;20050301 09:47;V;;;;;;
Z;129;24;25;78;
