A;253;20050117 11:16;PBARBER;
B;253;2678906;1;20050117 11:16;;;;WILGA ST;CARINDA;2831;2023;M;20041206;20041206;4000;Z;V;VACANT LAND;;ZN;;0;AB192141;
C;253;2678906;1;20050117 11:16;10/19/758227;
D;253;2678906;1;20050117 11:16;P;;;;;;
D;253;2678906;1;20050117 11:16;V;;;;;;
D;253;2678906;1;20050117 11:16;V;;;;;;
B;253;2679275;2;20050117 11:16;;;5;AGATE ST;LIGHTNING RIDGE;2834;809.4;M;20041130;20041220;110000;Z;R;RESIDENCE;;AG;;0;AB185692;
C;253;2679275;2;20050117 11:16;5/18/758612;
D;253;2679275;2;20050117 11:16;P;;;;;;
D;253;2679275;2;20050117 11:16;P;;;;;;
D;253;2679275;2;20050117 11:16;V;;;;;;
B;253;2679357;3;20050117 11:16;;;7;BRILLIANT ST;LIGHTNING RIDGE;2834;1188;M;20041125;20041210;135000;Z;R;RESIDENCE;;AG;;0;AB191148;
C;253;2679357;3;20050117 11:16;19/4/758612;
D;253;2679357;3;20050117 11:16;P;;;;;;
D;253;2679357;3;20050117 11:16;V;;;;;;
D;253;2679357;3;20050117 11:16;V;;;;;;
B;253;2679453;4;20050117 11:16;;;38;FANTASIA ST;LIGHTNING RIDGE;2834;1000;M;20041130;20041221;103000;Z;R;RESIDENCE;;AF;;0;AB190752;
C;253;2679453;4;20050117 11:16;38/837866;
D;253;2679453;4;20050117 11:16;P;;;;;;
D;253;2679453;4;20050117 11:16;P;;;;;;
D;253;2679453;4;20050117 11:16;V;;;;;;
D;253;2679453;4;20050117 11:16;V;;;;;;
B;253;3079670;5;20050117 11:16;;;;PH DANGAR;ROWENA;2387;5094;H;20040604;20040622;17750000;R;3;FARM;;GW;;0;AA984695;
C;253;3079670;5;20050117 11:16;11, 12, 26, 27, 28, 33, 34/750456 4, 5, 16, 17, 18, 19, 26, 29, 37, 38;
C;253;3079670;5;20050117 11:16;, 50/750470 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, PT 28/750496 ;
C;253;3079670;5;20050117 11:16;7, 8, 9/822948 PART Licence 370080 WA 001394;
D;253;3079670;5;20050117 11:16;P;;;;;;
D;253;3079670;5;20050117 11:16;P;;;;;;
D;253;3079670;5;20050117 11:16;V;;;;;;
Z;30;5;7;16;
