A;223;20050316 11:17;PBARBER;
B;223;2474041;1;20050316 11:17;;;46;ABERDEEN RD;BUSBY;2168;550.1;M;19741202;20041111;15950;A;R;RESIDENCE;;LH;;0;AB307140;
C;223;2474041;1;20050316 11:17;130/220818;
D;223;2474041;1;20050316 11:17;P;;;;;;
D;223;2474041;1;20050316 11:17;V;;;;;;
D;223;2474041;1;20050316 11:17;V;;;;;;
B;223;2475191;2;20050316 11:17;;;24;ANZAC MEWS;WATTLE GROVE;2173;620.7;M;20041212;20050131;452500;A;R;RESIDENCE;;MA;;0;AB298886;
C;223;2475191;2;20050316 11:17;9409/868349;
D;223;2475191;2;20050316 11:17;P;;;;;;
D;223;2475191;2;20050316 11:17;P;;;;;;
D;223;2475191;2;20050316 11:17;V;;;;;;
D;223;2475191;2;20050316 11:17;V;;;;;;
B;223;2475447;3;20050316 11:17;;;29;ARMSTRONG ST;ASHCROFT;2168;626;M;20041210;20050128;275000;A;R;RESIDENCE;;LH;;0;AB307745;
C;223;2475447;3;20050316 11:17;334/216702;
D;223;2475447;3;20050316 11:17;P;;;;;;
D;223;2475447;3;20050316 11:17;V;;;;;;
D;223;2475447;3;20050316 11:17;V;;;;;;
D;223;2475447;3;20050316 11:17;V;;;;;;
D;223;2475447;3;20050316 11:17;V;;;;;;
B;223;2475924;4;20050316 11:17;;;10;ATHLONE ST;CECIL HILLS;2171;481.6;M;20050117;20050223;468000;A;R;RESIDENCE;;MM;;0;AB319081;
C;223;2475924;4;20050316 11:17;6005/849231;
D;223;2475924;4;20050316 11:17;P;;;;;;
D;223;2475924;4;20050316 11:17;P;;;;;;
D;223;2475924;4;20050316 11:17;V;;;;;;
D;223;2475924;4;20050316 11:17;V;;;;;;
B;223;2478004;5;20050316 11:17;;;17;BELLFIELD AVE;ROSSMORE;2557;2.023;H;20050202;20050228;1200000;R;R;RESIDENCE;;RD;;0;AB317665;
C;223;2478004;5;20050316 11:17;3/258238;
D;223;2478004;5;20050316 11:17;P;;;;;;
D;223;2478004;5;20050316 11:17;P;;;;;;
D;223;2478004;5;20050316 11:17;V;;;;;;
D;223;2478004;5;20050316 11:17;V;;;;;;
B;223;2478352;6;20050316 11:17;;;11;BERNIER WAY;GREEN VALLEY;2168;650.3;M;20040912;20050201;583000;A;R;RESIDENCE;;AS;;0;AB300542;
C;223;2478352;6;20050316 11:17;3083/1004950;
D;223;2478352;6;20050316 11:17;P;;;;;;
D;223;2478352;6;20050316 11:17;P;;;;;;
D;223;2478352;6;20050316 11:17;V;;;;;;
D;223;2478352;6;20050316 11:17;V;;;;;;
B;223;2478862;7;20050316 11:17;;;11;BLACKBURN AVE;WEST HOXTON;2171;311.5;M;20041218;20050131;400000;A;R;RESIDENCE;;MN;;0;AB308252;
C;223;2478862;7;20050316 11:17;2/1014005;
D;223;2478862;7;20050316 11:17;P;;;;;;
D;223;2478862;7;20050316 11:17;P;;;;;;
D;223;2478862;7;20050316 11:17;V;;;;;;
D;223;2478862;7;20050316 11:17;V;;;;;;
B;223;2479557;8;20050316 11:17;;;26;BOUNDARY RD;LIVERPOOL;2170;825.9;M;20041127;20050221;473000;A;R;RESIDENCE;;AD;;0;AB321229;
C;223;2479557;8;20050316 11:17;2/247296;
D;223;2479557;8;20050316 11:17;P;;;;;;
D;223;2479557;8;20050316 11:17;V;;;;;;
D;223;2479557;8;20050316 11:17;V;;;;;;
B;223;2482010;9;20050316 11:17;;29;84;CAMPBELL ST;LIVERPOOL;2170;;;20041223;20050203;270000;;R;RESIDENCE;29;;;0;AB329967;
C;223;2482010;9;20050316 11:17;29/SP61516;
D;223;2482010;9;20050316 11:17;P;;;;;;
D;223;2482010;9;20050316 11:17;P;;;;;;
D;223;2482010;9;20050316 11:17;P;;;;;;
D;223;2482010;9;20050316 11:17;V;;;;;;
D;223;2482010;9;20050316 11:17;V;;;;;;
B;223;2482089;10;20050316 11:17;;;34;CANBERRA AVE;CASULA;2170;708.2;M;20050111;20050223;430000;A;R;RESIDENCE;;LE;;0;AB318916;
C;223;2482089;10;20050316 11:17;1/19669;
D;223;2482089;10;20050316 11:17;P;;;;;;
D;223;2482089;10;20050316 11:17;P;;;;;;
D;223;2482089;10;20050316 11:17;V;;;;;;
B;223;2482287;11;20050316 11:17;;;7;CARINA AVE;HINCHINBROOK;2168;832.7;M;20041209;20050204;405000;A;R;RESIDENCE;;AC;;0;AB314276;
C;223;2482287;11;20050316 11:17;1921/835755;
D;223;2482287;11;20050316 11:17;P;;;;;;
D;223;2482287;11;20050316 11:17;P;;;;;;
D;223;2482287;11;20050316 11:17;V;;;;;;
D;223;2482287;11;20050316 11:17;V;;;;;;
B;223;2482904;12;20050316 11:17;;6;41;CASTLEREAGH ST;LIVERPOOL;2170;;;20050201;20050211;210000;;R;RESIDENCE;6;;;0;AB297914;
C;223;2482904;12;20050316 11:17;6/SP13741;
D;223;2482904;12;20050316 11:17;P;;;;;;
D;223;2482904;12;20050316 11:17;V;;;;;;
B;223;2484180;13;20050316 11:17;;;11;CHIPPENHAM ST;CHIPPING NORTON;2170;693.9;M;20041125;20050223;780000;A;R;RESIDENCE;;AF;;0;AB313869;
C;223;2484180;13;20050316 11:17;20/840533;
D;223;2484180;13;20050316 11:17;P;;;;;;
D;223;2484180;13;20050316 11:17;P;;;;;;
D;223;2484180;13;20050316 11:17;V;;;;;;
D;223;2484180;13;20050316 11:17;V;;;;;;
B;223;2484761;14;20050316 11:17;;;84;COCKATIEL CCT;GREEN VALLEY;2168;636.2;M;20050111;20050223;368000;A;R;RESIDENCE;;AS;;0;AB319828;
C;223;2484761;14;20050316 11:17;518/806404;
D;223;2484761;14;20050316 11:17;P;;;;;;
D;223;2484761;14;20050316 11:17;P;;;;;;
D;223;2484761;14;20050316 11:17;V;;;;;;
D;223;2484761;14;20050316 11:17;V;;;;;;
B;223;2484948;15;20050316 11:17;;8;4;COLLIMORE AVE;LIVERPOOL;2170;;;20041219;20050224;202000;;R;RESIDENCE;8;;;0;AB326142;
C;223;2484948;15;20050316 11:17;8/SP19264;
D;223;2484948;15;20050316 11:17;P;;;;;;
D;223;2484948;15;20050316 11:17;P;;;;;;
D;223;2484948;15;20050316 11:17;V;;;;;;
D;223;2484948;15;20050316 11:17;V;;;;;;
B;223;2485896;16;20050316 11:17;;;17;CORBEN AVE;MOOREBANK;2170;;;20050121;20050228;500000;A;R;RESIDENCE;;LS;;0;AB319831;
C;223;2485896;16;20050316 11:17;62/241019;
D;223;2485896;16;20050316 11:17;P;;;;;;
D;223;2485896;16;20050316 11:17;V;;;;;;
