A;003;20050301 09:31;PDANN;
B;003;25526;1;20050301 09:31;;;12;AIRES CL;ERINA;2250;552.9;M;20050112;20050203;577500;A;R;RESIDENCE;;GU;;0;AB275995;
C;003;25526;1;20050301 09:31;44/841698;
D;003;25526;1;20050301 09:31;P;;;;;;
D;003;25526;1;20050301 09:31;P;;;;;;
D;003;25526;1;20050301 09:31;V;;;;;;
D;003;25526;1;20050301 09:31;V;;;;;;
B;003;26331;2;20050301 09:31;;;40;ALDINGA DR;WAMBERAL;2260;638.6;M;20041021;20041202;520000;A;R;RESIDENCE;;GT;;0;AB302327;
C;003;26331;2;20050301 09:31;43/234213;
D;003;26331;2;20050301 09:31;P;;;;;;
D;003;26331;2;20050301 09:31;P;;;;;;
D;003;26331;2;20050301 09:31;V;;;;;;
D;003;26331;2;20050301 09:31;V;;;;;;
B;003;26663;3;20050301 09:31;;1;33;ALLANDALE RD;GREEN POINT;2251;;;20050114;20050214;305000;;R;RESIDENCE;1;;;0;AB296372;
C;003;26663;3;20050301 09:31;1/SP53295;
D;003;26663;3;20050301 09:31;P;;;;;;
D;003;26663;3;20050301 09:31;P;;;;;;
D;003;26663;3;20050301 09:31;V;;;;;;
B;003;26770;4;20050301 09:31;;;16;ALMA AVE;WOY WOY;2256;480.6;M;20041223;20050210;310000;I;3;SHOP;;EL;;0;AB289568;
C;003;26770;4;20050301 09:31;129/9912;
D;003;26770;4;20050301 09:31;P;;;;;;
D;003;26770;4;20050301 09:31;V;;;;;;
D;003;26770;4;20050301 09:31;V;;;;;;
D;003;26770;4;20050301 09:31;V;;;;;;
B;003;27665;5;20050301 09:31;;;10;ARRUNGA CL;DAVISTOWN;2251;605;M;20041224;20050209;505000;A;R;RESIDENCE;;GL;;0;AB303431;
C;003;27665;5;20050301 09:31;15/247769;
D;003;27665;5;20050301 09:31;P;;;;;;
D;003;27665;5;20050301 09:31;V;;;;;;
D;003;27665;5;20050301 09:31;V;;;;;;
B;003;28806;6;20050301 09:31;;;258;AVOCA DR;AVOCA BEACH;2251;1757;M;20041028;20041129;675000;A;R;RESIDENCE;;GA;;0;AB290834;
C;003;28806;6;20050301 09:31;1/561844;
D;003;28806;6;20050301 09:31;P;;;;;;
D;003;28806;6;20050301 09:31;V;;;;;;
D;003;28806;6;20050301 09:31;V;;;;;;
B;003;28969;7;20050301 09:31;;;116;AVOCA DR;AVOCA BEACH;2251;569.1;M;20041016;20050207;1360000;A;R;RESIDENCE;;FR;;0;AB300393;
C;003;28969;7;20050301 09:31;A/414931;
D;003;28969;7;20050301 09:31;P;;;;;;
D;003;28969;7;20050301 09:31;V;;;;;;
B;003;29446;8;20050301 09:31;;;17;BALACLAVA AVE;WOY WOY;2256;480.6;M;20041202;20050131;312000;A;R;RESIDENCE;;FU;;0;AB273293;
C;003;29446;8;20050301 09:31;42/9912;
D;003;29446;8;20050301 09:31;P;;;;;;
D;003;29446;8;20050301 09:31;V;;;;;;
D;003;29446;8;20050301 09:31;V;;;;;;
B;003;30301;9;20050301 09:31;;;33;BARREE AVE;NARARA;2250;651.3;M;20041119;20050204;290000;A;R;RESIDENCE;;FB;;0;AB284586;
C;003;30301;9;20050301 09:31;13/236990;
D;003;30301;9;20050301 09:31;P;;;;;;
D;003;30301;9;20050301 09:31;V;;;;;;
D;003;30301;9;20050301 09:31;V;;;;;;
B;003;30510;10;20050301 09:31;;2;18;BARRINGTON RD;TERRIGAL;2260;;;20041223;20050203;480000;;R;RESIDENCE;2;;;0;AB301956;
C;003;30510;10;20050301 09:31;2/SP49524;
D;003;30510;10;20050301 09:31;P;;;;;;
D;003;30510;10;20050301 09:31;P;;;;;;
D;003;30510;10;20050301 09:31;V;;;;;;
B;003;30555;11;20050301 09:31;;;80;BAY ST;PATONGA;2256;727.2;M;20041214;20050203;650000;A;R;RESIDENCE;;FW;;0;AB274679;
C;003;30555;11;20050301 09:31;8/5/758831;
D;003;30555;11;20050301 09:31;P;;;;;;
D;003;30555;11;20050301 09:31;P;;;;;;
D;003;30555;11;20050301 09:31;V;;;;;;
B;003;30991;12;20050301 09:31;;;21;BEACHCOMBER PDE;NORTH AVOCA;2260;569.1;M;20050105;20050202;510000;A;R;RESIDENCE;;GR;;0;AB279904;
C;003;30991;12;20050301 09:31;207/31947;
D;003;30991;12;20050301 09:31;P;;;;;;
D;003;30991;12;20050301 09:31;P;;;;;;
D;003;30991;12;20050301 09:31;V;;;;;;
D;003;30991;12;20050301 09:31;V;;;;;;
B;003;31617;13;20050301 09:31;;;14;BELSHAM RD;KARIONG;2250;600;M;20041122;20050204;397500;A;R;RESIDENCE;;FF;;0;AB290895;
C;003;31617;13;20050301 09:31;2/736227;
D;003;31617;13;20050301 09:31;P;;;;;;
D;003;31617;13;20050301 09:31;P;;;;;;
D;003;31617;13;20050301 09:31;V;;;;;;
D;003;31617;13;20050301 09:31;V;;;;;;
B;003;32621;14;20050301 09:31;;3;155;BLACKWALL RD;WOY WOY;2256;;;20050202;20050202;250000;;3;HOME UNIT;3;;;0;AB267975;
C;003;32621;14;20050301 09:31;3/SP36617;
D;003;32621;14;20050301 09:31;P;;;;;;
