A;127;20050117 11:09;PBARBER;
B;127;1282487;1;20050117 11:09;;;43;RODGERS ST;KANDOS;2848;505.9;M;20041029;20041215;120000;Z;R;RESIDENCE;;AE;;0;AB180018;
C;127;1282487;1;20050117 11:09;B/361104;
D;127;1282487;1;20050117 11:09;P;;;;;;
D;127;1282487;1;20050117 11:09;V;;;;;;
B;127;1282700;2;20050117 11:09;;;46;COX ST;RYLSTONE;2849;1012;M;20041015;20041213;285000;Z;R;RESIDENCE;;AB;;0;AB203638;
C;127;1282700;2;20050117 11:09;13/4/758891;
D;127;1282700;2;20050117 11:09;P;;;;;;
D;127;1282700;2;20050117 11:09;P;;;;;;
D;127;1282700;2;20050117 11:09;V;;;;;;
D;127;1282700;2;20050117 11:09;V;;;;;;
Z;12;2;2;6;
