A;117;20050301 09:38;PDANN;
B;117;1246331;1;20050301 09:38;;;;PH WONGAJONG;FORBES;2871;40.01;H;20041028;20050121;930000;R;R;RESIDENCE;;RW;;0;AB243490;
C;117;1246331;1;20050301 09:38;101/581782;
D;117;1246331;1;20050301 09:38;P;;;;;;
D;117;1246331;1;20050301 09:38;P;;;;;;
D;117;1246331;1;20050301 09:38;V;;;;;;
D;117;1246331;1;20050301 09:38;V;;;;;;
D;117;1246331;1;20050301 09:38;V;;;;;;
B;117;1246450;2;20050301 09:38;;;;PH YARRAGONG;FORBES;2871;519.4;H;20010810;20010928;565000;R;3;FARM;;RM;;0;8019334;
C;117;1246450;2;20050301 09:38;2/542584 PT 70, 72/750189;
D;117;1246450;2;20050301 09:38;P;;;;;;
D;117;1246450;2;20050301 09:38;P;;;;;;
D;117;1246450;2;20050301 09:38;V;;;;;;
B;117;1246454;3;20050301 09:38;;;;PH YARRAGONG;FORBES;2871;186.2;H;20010810;20010928;565000;R;3;FARM;;RM;;0;8019334;
C;117;1246454;3;20050301 09:38;76/750189;
D;117;1246454;3;20050301 09:38;P;;;;;;
D;117;1246454;3;20050301 09:38;P;;;;;;
D;117;1246454;3;20050301 09:38;V;;;;;;
B;117;1246600;4;20050301 09:38;;;31;BATHURST ST;FORBES;2871;758.6;M;20041127;20050125;250000;A;3;FLATS;;AP;;0;AB299528;
C;117;1246600;4;20050301 09:38;23/804797;
D;117;1246600;4;20050301 09:38;P;;;;;;
D;117;1246600;4;20050301 09:38;V;;;;;;
B;117;1246695;5;20050301 09:38;;;16;BATTYE ST;FORBES;2871;;;20041127;20050112;325000;A;R;RESIDENCE;;AA;;0;AB293224;
C;117;1246695;5;20050301 09:38;2/931464;
D;117;1246695;5;20050301 09:38;P;;;;;;
D;117;1246695;5;20050301 09:38;P;;;;;;
D;117;1246695;5;20050301 09:38;V;;;;;;
B;117;1246771;6;20050301 09:38;;;14;BERKLEY ST;FORBES;2871;;;20050120;20050211;88000;A;R;RESIDENCE;;AB;;0;AB294179;
C;117;1246771;6;20050301 09:38;B/391568;
D;117;1246771;6;20050301 09:38;P;;;;;;
D;117;1246771;6;20050301 09:38;V;;;;;;
B;117;1246906;7;20050301 09:38;;;24;BRIDGE ST;FORBES;2871;;;20050119;20050204;60000;A;V;VACANT LAND;;AJ;;0;AB281951;
C;117;1246906;7;20050301 09:38;10, 13/48/758418;
D;117;1246906;7;20050301 09:38;P;;;;;;
D;117;1246906;7;20050301 09:38;P;;;;;;
D;117;1246906;7;20050301 09:38;V;;;;;;
D;117;1246906;7;20050301 09:38;V;;;;;;
B;117;1247252;8;20050301 09:38;;;33;CLEMENT ST;FORBES;2871;1341;M;20041211;20050121;285000;A;R;RESIDENCE;;AB;;0;AB270942;
C;117;1247252;8;20050301 09:38;2/366047;
D;117;1247252;8;20050301 09:38;P;;;;;;
D;117;1247252;8;20050301 09:38;V;;;;;;
D;117;1247252;8;20050301 09:38;V;;;;;;
