A;085;20050316 11:09;PBARBER;
B;085;720362;1;20050316 11:09;;;2;APOLLO PL;LANE COVE;2066;2580;M;19991011;19991011;123000000;I;3;LOT 7 & 8 DP 241877;;DA;IF;0;7075637;
C;085;720362;1;20050316 11:09;7/241877;
D;085;720362;1;20050316 11:09;P;;;;;;
B;085;720363;2;20050316 11:09;;;3;APOLLO PL;LANE COVE;2066;3471;M;19991011;19991011;123000000;I;3;LOT 7 & 8 DP 241877;;DA;;0;7075637;
C;085;720363;2;20050316 11:09;8/241877;
D;085;720363;2;20050316 11:09;P;;;;;;
D;085;720363;2;20050316 11:09;V;;;;;;
B;085;722024;3;20050316 11:09;;6;130;BURNS BAY RD;LANE COVE;2066;;;20041124;20050131;377500;;R;RESIDENCE;6;;;0;AB291287;
C;085;722024;3;20050316 11:09;6/SP20864;
D;085;722024;3;20050316 11:09;P;;;;;;
D;085;722024;3;20050316 11:09;V;;;;;;
B;085;723906;4;20050316 11:09;;58;38;COPE ST;LANE COVE;2066;;;20050110;20050221;322000;;R;RESIDENCE;7;;;0;AB315953;
C;085;723906;4;20050316 11:09;7/SP3467;
D;085;723906;4;20050316 11:09;P;;;;;;
D;085;723906;4;20050316 11:09;P;;;;;;
D;085;723906;4;20050316 11:09;V;;;;;;
D;085;723906;4;20050316 11:09;V;;;;;;
B;085;724256;5;20050316 11:09;;;14;CUMBERLAND AVE;LANE COVE;2066;768.8;M;20041211;20050124;801000;A;R;RESIDENCE;;EM;;0;AB316393;
C;085;724256;5;20050316 11:09;1/773404;
D;085;724256;5;20050316 11:09;P;;;;;;
D;085;724256;5;20050316 11:09;V;;;;;;
B;085;724714;6;20050316 11:09;;7;40;EPPING RD;LANE COVE;2066;;;20041224;20050204;320000;;R;RESIDENCE;7;;;0;AB307419;
C;085;724714;6;20050316 11:09;7/SP2689;
D;085;724714;6;20050316 11:09;P;;;;;;
D;085;724714;6;20050316 11:09;P;;;;;;
D;085;724714;6;20050316 11:09;V;;;;;;
B;085;726236;7;20050316 11:09;;1;53;HELEN ST;LANE COVE WEST;2066;;;20050204;20050204;1600050;;R;RESIDENCE;1;;;33;AB291930;
C;085;726236;7;20050316 11:09;1/SP7166;
D;085;726236;7;20050316 11:09;P;;;;;;
D;085;726236;7;20050316 11:09;P;;;;;;
D;085;726236;7;20050316 11:09;V;;;;;;
D;085;726236;7;20050316 11:09;V;;;;;;
D;085;726236;7;20050316 11:09;V;;;;;;
