A;093;20050316 11:10;PBARBER;
B;093;978603;1;20050316 11:10;;4;405;BARRENJOEY RD;NEWPORT;2106;;;20050111;20050223;610000;;R;RESIDENCE;4;;;0;AB308475;
C;093;978603;1;20050316 11:10;4/SP3249;
D;093;978603;1;20050316 11:10;P;;;;;;
D;093;978603;1;20050316 11:10;P;;;;;;
D;093;978603;1;20050316 11:10;V;;;;;;
B;093;978680;2;20050316 11:10;;;359;BARRENJOEY RD;NEWPORT;2106;1107;M;20041213;20050201;2450000;B;V;VACANT LAND;;CM;;0;AB324763;
C;093;978680;2;20050316 11:10;1, 2/1058493;
D;093;978680;2;20050316 11:10;P;;;;;;
D;093;978680;2;20050316 11:10;V;;;;;;
B;093;979616;3;20050316 11:10;;;12 A;BINBURRA AVE;AVALON;2107;531.8;M;20041116;20050223;875000;A;R;RESIDENCE;;HD;;0;AB327443;
C;093;979616;3;20050316 11:10;2/864847;
D;093;979616;3;20050316 11:10;P;;;;;;
D;093;979616;3;20050316 11:10;P;;;;;;
D;093;979616;3;20050316 11:10;P;;;;;;
D;093;979616;3;20050316 11:10;V;;;;;;
B;093;981844;4;20050316 11:10;;;151;CRESCENT RD;NEWPORT;2106;556.4;M;20041123;20050104;695000;A;R;RESIDENCE;;HQ;;0;AB303914;
C;093;981844;4;20050316 11:10;Y/405696;
D;093;981844;4;20050316 11:10;P;;;;;;
D;093;981844;4;20050316 11:10;V;;;;;;
B;093;982545;5;20050316 11:10;;;32;DRESS CIRCLE RD;AVALON;2107;1511;M;20040814;20050214;1100000;A;R;RESIDENCE;;KC;;0;AB311239;
C;093;982545;5;20050316 11:10;53/11462;
D;093;982545;5;20050316 11:10;P;;;;;;
D;093;982545;5;20050316 11:10;P;;;;;;
D;093;982545;5;20050316 11:10;V;;;;;;
D;093;982545;5;20050316 11:10;V;;;;;;
B;093;982888;6;20050316 11:10;;;17;ELIMATTA RD;MONA VALE;2103;840.87;M;20050207;20050228;870000;A;R;RESIDENCE;;HB;;0;AB328842;
C;093;982888;6;20050316 11:10;48/A/5464;
D;093;982888;6;20050316 11:10;P;;;;;;
D;093;982888;6;20050316 11:10;P;;;;;;
D;093;982888;6;20050316 11:10;V;;;;;;
D;093;982888;6;20050316 11:10;V;;;;;;
B;093;983788;7;20050316 11:10;;;28;GARDEN ST;NORTH NARRABEEN;2101;746.1;M;20041220;20050131;598500;A;R;RESIDENCE;;HF;;0;AB317137;
C;093;983788;7;20050316 11:10;89/7593;
D;093;983788;7;20050316 11:10;P;;;;;;
D;093;983788;7;20050316 11:10;V;;;;;;
B;093;984315;8;20050316 11:10;;5;29;GLADSTONE ST;NEWPORT;2106;;;20041222;20050216;494500;;R;RESIDENCE;5;;;0;AB307672;
C;093;984315;8;20050316 11:10;5/SP4940;
D;093;984315;8;20050316 11:10;P;;;;;;
D;093;984315;8;20050316 11:10;V;;;;;;
D;093;984315;8;20050316 11:10;V;;;;;;
B;093;986187;9;20050316 11:10;;;14;INDURA RD;NORTH NARRABEEN;2101;556.4;M;20041127;20050211;712000;A;R;RESIDENCE;;HF;;0;AB317261;
C;093;986187;9;20050316 11:10;12/202932;
D;093;986187;9;20050316 11:10;P;;;;;;
D;093;986187;9;20050316 11:10;P;;;;;;
D;093;986187;9;20050316 11:10;V;;;;;;
D;093;986187;9;20050316 11:10;V;;;;;;
B;093;986389;10;20050316 11:10;;;120;IRRUBEL RD;NEWPORT;2106;1031;M;20041215;20050216;1075000;A;3;;;HQ;;0;AB307703;
C;093;986389;10;20050316 11:10;2/16260;
D;093;986389;10;20050316 11:10;P;;;;;;
D;093;986389;10;20050316 11:10;V;;;;;;
D;093;986389;10;20050316 11:10;V;;;;;;
B;093;987241;11;20050316 11:10;;;6;KOOKABURRA CL;BAYVIEW;2104;695.6;M;20040928;20050201;855000;A;R;RESIDENCE;;HA;;0;AB316199;
C;093;987241;11;20050316 11:10;43/204996;
D;093;987241;11;20050316 11:10;P;;;;;;
D;093;987241;11;20050316 11:10;P;;;;;;
D;093;987241;11;20050316 11:10;V;;;;;;
D;093;987241;11;20050316 11:10;V;;;;;;
B;093;987796;12;20050316 11:10;;;1;LOOMBAH ST;BILGOLA;2107;1220;M;20041215;20050209;1490000;A;R;RESIDENCE;;HN;;0;AB301980;
C;093;987796;12;20050316 11:10;44/212967;
D;093;987796;12;20050316 11:10;P;;;;;;
D;093;987796;12;20050316 11:10;P;;;;;;
D;093;987796;12;20050316 11:10;V;;;;;;
D;093;987796;12;20050316 11:10;V;;;;;;
B;093;988041;13;20050316 11:10;;;25;LUMEAH AVE;ELANORA HEIGHTS;2101;834.7;M;20041224;20050225;766000;A;R;RESIDENCE;;HF;;0;AB325619;
C;093;988041;13;20050316 11:10;8/212144;
D;093;988041;13;20050316 11:10;P;;;;;;
D;093;988041;13;20050316 11:10;P;;;;;;
D;093;988041;13;20050316 11:10;V;;;;;;
D;093;988041;13;20050316 11:10;V;;;;;;
B;093;988416;14;20050316 11:10;;17;28;MACPHERSON ST;WARRIEWOOD;2102;;;20041222;20050202;525000;;R;RESIDENCE;17;;;0;AB314684;
C;093;988416;14;20050316 11:10;17/SP35923;
D;093;988416;14;20050316 11:10;P;;;;;;
D;093;988416;14;20050316 11:10;P;;;;;;
D;093;988416;14;20050316 11:10;V;;;;;;
D;093;988416;14;20050316 11:10;V;;;;;;
B;093;988873;15;20050316 11:10;;;45;MAXWELL ST;MONA VALE;2103;695.6;M;20041022;20050114;855000;A;R;RESIDENCE;;HC;;0;AB316699;
C;093;988873;15;20050316 11:10;1/529765;
D;093;988873;15;20050316 11:10;P;;;;;;
D;093;988873;15;20050316 11:10;P;;;;;;
D;093;988873;15;20050316 11:10;V;;;;;;
B;093;988997;16;20050316 11:10;;;22;MILGA RD;AVALON;2107;695.6;M;20041112;20050121;1467500;A;R;RESIDENCE;;HD;;0;AB304888;
C;093;988997;16;20050316 11:10;19/21756;
D;093;988997;16;20050316 11:10;P;;;;;;
D;093;988997;16;20050316 11:10;P;;;;;;
D;093;988997;16;20050316 11:10;V;;;;;;
B;093;989913;17;20050316 11:10;;;128;NARRABEEN PARK PDE;MONA VALE;2103;619.7;M;19991209;20050119;350000;A;R;RESIDENCE;;HG;;0;AB320368;
C;093;989913;17;20050316 11:10;44/15762;
D;093;989913;17;20050316 11:10;P;;;;;;
D;093;989913;17;20050316 11:10;P;;;;;;
D;093;989913;17;20050316 11:10;V;;;;;;
B;093;990808;18;20050316 11:10;;;16;PALM RD;NEWPORT;2106;638.6;M;20041124;20050215;970000;A;R;RESIDENCE;;HZ;;0;AB307010;
C;093;990808;18;20050316 11:10;15/10529;
D;093;990808;18;20050316 11:10;P;;;;;;
D;093;990808;18;20050316 11:10;P;;;;;;
D;093;990808;18;20050316 11:10;V;;;;;;
B;093;991349;19;20050316 11:10;;;8;PATRICK ST;AVALON;2107;594.4;M;20041215;20050202;810000;A;R;RESIDENCE;;HM;;0;AB298018;
C;093;991349;19;20050316 11:10;65/17619;
D;093;991349;19;20050316 11:10;P;;;;;;
D;093;991349;19;20050316 11:10;P;;;;;;
D;093;991349;19;20050316 11:10;V;;;;;;
D;093;991349;19;20050316 11:10;V;;;;;;
B;093;991410;20;20050316 11:10;;;8;PEAL PL;WARRIEWOOD;2102;645;M;20041124;20050215;1270000;A;R;RESIDENCE;;HG;;0;AB321672;
C;093;991410;20;20050316 11:10;8/217786;
D;093;991410;20;20050316 11:10;P;;;;;;
D;093;991410;20;20050316 11:10;V;;;;;;
D;093;991410;20;20050316 11:10;V;;;;;;
B;093;994413;21;20050316 11:10;;;32;FLORENCE TCE;SCOTLAND ISLAND;2105;980.1;M;20041126;20050211;495000;A;R;RESIDENCE;;HL;;0;AB303081;
C;093;994413;21;20050316 11:10;247/12749;
D;093;994413;21;20050316 11:10;P;;;;;;
D;093;994413;21;20050316 11:10;P;;;;;;
D;093;994413;21;20050316 11:10;V;;;;;;
B;093;995015;22;20050316 11:10;;;58;STURDEE LANE;LOVETT BAY;2105;1467;M;20041224;20050208;1350000;A;R;RESIDENCE;;HK;;0;AB309642;
C;093;995015;22;20050316 11:10;51/8013 Licence L 305899;
D;093;995015;22;20050316 11:10;P;;;;;;
D;093;995015;22;20050316 11:10;P;;;;;;
D;093;995015;22;20050316 11:10;V;;;;;;
D;093;995015;22;20050316 11:10;V;;;;;;
B;093;995040;23;20050316 11:10;;;9;STURDEE LANE;ELVINA BAY;2105;1720;M;20041122;20041221;1300000;A;R;RESIDENCE;;HK;;0;AB316829;
C;093;995040;23;20050316 11:10;2/525571 Permissive Occupancy 58/119;
D;093;995040;23;20050316 11:10;P;;;;;;
D;093;995040;23;20050316 11:10;P;;;;;;
D;093;995040;23;20050316 11:10;V;;;;;;
D;093;995040;23;20050316 11:10;V;;;;;;
D;093;995040;23;20050316 11:10;V;;;;;;
D;093;995040;23;20050316 11:10;V;;;;;;
B;093;996398;24;20050316 11:10;;;27;TURIMETTA ST;MONA VALE;2103;1012;M;20041123;20050228;858000;A;R;RESIDENCE;;HB;;0;AB328711;
C;093;996398;24;20050316 11:10;101/A/5464;
D;093;996398;24;20050316 11:10;P;;;;;;
D;093;996398;24;20050316 11:10;P;;;;;;
D;093;996398;24;20050316 11:10;V;;;;;;
B;093;996627;25;20050316 11:10;THE ROCKLILY;1;2;VINEYARD ST;MONA VALE;2103;;;20050125;20050211;650000;;R;RESIDENCE;1;;;0;AB302446;
C;093;996627;25;20050316 11:10;1/SP61206;
D;093;996627;25;20050316 11:10;P;;;;;;
D;093;996627;25;20050316 11:10;V;;;;;;
B;093;996820;26;20050316 11:10;;;145 A;WALLUMATTA RD;NEWPORT;2106;882;M;20050117;20050215;700000;A;V;VACANT LAND;;HN;;0;AB301178;
C;093;996820;26;20050316 11:10;2/718632;
D;093;996820;26;20050316 11:10;P;;;;;;
D;093;996820;26;20050316 11:10;V;;;;;;
B;093;997783;27;20050316 11:10;;;1;WEETAWAA RD;BILGOLA;2107;746.1;M;20041222;20050209;800000;A;R;RESIDENCE;;HN;;0;AB310616;
C;093;997783;27;20050316 11:10;532/16902;
D;093;997783;27;20050316 11:10;P;;;;;;
D;093;997783;27;20050316 11:10;P;;;;;;
D;093;997783;27;20050316 11:10;V;;;;;;
D;093;997783;27;20050316 11:10;V;;;;;;
B;093;998025;28;20050316 11:10;;;29;WHALE BEACH RD;AVALON;2107;607;M;20050107;20050218;630000;A;R;RESIDENCE;;HD;;0;AB306591;
C;093;998025;28;20050316 11:10;136/17189;
D;093;998025;28;20050316 11:10;P;;;;;;
D;093;998025;28;20050316 11:10;P;;;;;;
D;093;998025;28;20050316 11:10;V;;;;;;
B;093;998058;29;20050316 11:10;;;46;WHALE BEACH RD;AVALON;2107;480.6;M;20041126;20050211;830000;A;R;RESIDENCE;;HD;;0;AB303298;
C;093;998058;29;20050316 11:10;112/17189;
D;093;998058;29;20050316 11:10;P;;;;;;
D;093;998058;29;20050316 11:10;P;;;;;;
D;093;998058;29;20050316 11:10;V;;;;;;
D;093;998058;29;20050316 11:10;V;;;;;;
D;093;998058;29;20050316 11:10;V;;;;;;
B;093;998558;30;20050316 11:10;;;17;WOLLOMBI RD;BILGOLA;2107;1422.7;M;20041211;20050218;1440000;A;R;RESIDENCE;;HN;;0;AB306839;
C;093;998558;30;20050316 11:10;197, 198/16902;
D;093;998558;30;20050316 11:10;P;;;;;;
D;093;998558;30;20050316 11:10;P;;;;;;
D;093;998558;30;20050316 11:10;P;;;;;;
D;093;998558;30;20050316 11:10;V;;;;;;
B;093;998636;31;20050316 11:10;;10;1;WOOLCOTT ST;NEWPORT;2106;;;20050111;20050222;320000;;R;RESIDENCE;10;;;0;AB308567;
C;093;998636;31;20050316 11:10;10/SP5018;
D;093;998636;31;20050316 11:10;P;;;;;;
D;093;998636;31;20050316 11:10;P;;;;;;
D;093;998636;31;20050316 11:10;V;;;;;;
D;093;998636;31;20050316 11:10;V;;;;;;
B;093;2949847;32;20050316 11:10;;;8;ACACIA CCT;WARRIEWOOD;2102;480;M;20031204;20031218;875000;A;R;RESIDENCE;;HB;;0;AA287747;
C;093;2949847;32;20050316 11:10;1009/1043972;
D;093;2949847;32;20050316 11:10;P;;;;;;
D;093;2949847;32;20050316 11:10;P;;;;;;
D;093;2949847;32;20050316 11:10;V;;;;;;
B;093;3017753;33;20050316 11:10;;9;1644;PITTWATER RD;MONA VALE;2103;;;20041013;20050131;785000;;R;RESIDENCE;9;;;0;AB313034;
C;093;3017753;33;20050316 11:10;9/SP70774;
D;093;3017753;33;20050316 11:10;P;;;;;;
D;093;3017753;33;20050316 11:10;P;;;;;;
D;093;3017753;33;20050316 11:10;V;;;;;;
B;093;3049605;34;20050316 11:10;;1;14;POLO AVE;MONA VALE;2103;;;20041112;20050210;445500;;R;RESIDENCE;1;;;0;AB302656;
C;093;3049605;34;20050316 11:10;1/SP71565;
D;093;3049605;34;20050316 11:10;P;;;;;;
D;093;3049605;34;20050316 11:10;P;;;;;;
D;093;3049605;34;20050316 11:10;V;;;;;;
B;093;3049605;35;20050316 11:10;;;14;POLO AVE;MONA VALE;2103;;;20040923;20041126;302500;;3;FACTORY;27;;;0;AB323120;
C;093;3049605;35;20050316 11:10;27/SP71565;
D;093;3049605;35;20050316 11:10;P;;;;;;
D;093;3049605;35;20050316 11:10;V;;;;;;
B;093;3057662;36;20050316 11:10;;;320 B;HUDSON PDE;CLAREVILLE;2107;1208.7;M;20021210;20040923;852000;A;R;RESIDENCE;;HN;;0;AB323433;
C;093;3057662;36;20050316 11:10;1/1062541;
D;093;3057662;36;20050316 11:10;P;;;;;;
D;093;3057662;36;20050316 11:10;V;;;;;;
D;093;3057662;36;20050316 11:10;V;;;;;;
B;093;3077594;37;20050316 11:10;;;9;GREVILLEA AVE;WARRIEWOOD;2102;480;M;20041029;20041223;479000;A;V;VACANT LAND;;HB;;0;AB302448;
C;093;3077594;37;20050316 11:10;3004/1065726;
D;093;3077594;37;20050316 11:10;P;;;;;;
D;093;3077594;37;20050316 11:10;P;;;;;;
D;093;3077594;37;20050316 11:10;V;;;;;;
Z;199;37;37;123;
