A;061;20050316 11:07;PBARBER;
B;061;533454;1;20050316 11:07;;;;WINDEYER ST;WANTABADGERY;2650;8092;M;20050113;20050218;305000;Z;R;RESIDENCE;;ZK;;0;AB312291;
C;061;533454;1;20050316 11:07;1, 8, 9, 10/11/759047;
D;061;533454;1;20050316 11:07;P;;;;;;
D;061;533454;1;20050316 11:07;P;;;;;;
D;061;533454;1;20050316 11:07;V;;;;;;
B;061;534338;2;20050316 11:07;;;;HILL ST;JUNEE;2663;1695;M;20041130;20041213;222500;Z;R;RESIDENCE;;ZB;;0;AB309993;
C;061;534338;2;20050316 11:07;2/373383;
D;061;534338;2;20050316 11:07;P;;;;;;
D;061;534338;2;20050316 11:07;P;;;;;;
D;061;534338;2;20050316 11:07;V;;;;;;
D;061;534338;2;20050316 11:07;V;;;;;;
B;061;534686;3;20050316 11:07;;;18;MELALEUCA PL;JUNEE;2663;725.1;M;20050214;20050214;20000;Z;V;VACANT LAND;;ZC;;0;AB298133;
C;061;534686;3;20050316 11:07;28/245963;
D;061;534686;3;20050316 11:07;P;;;;;;
D;061;534686;3;20050316 11:07;V;;;;;;
D;061;534686;3;20050316 11:07;V;;;;;;
D;061;534686;3;20050316 11:07;V;;;;;;
B;061;534911;4;20050316 11:07;;;;RAILWAY LANDS;JUNEE;2663;1.216;H;20041014;20041111;319000;Z;3;SERVICE STATI;;ZH;;0;AB313874;
C;061;534911;4;20050316 11:07;1/808840;
D;061;534911;4;20050316 11:07;P;;;;;;
D;061;534911;4;20050316 11:07;P;;;;;;
D;061;534911;4;20050316 11:07;V;;;;;;
B;061;3038097;5;20050316 11:07;;;;OLD SYDNEY RD;BETHUNGRA;2590;129.5;H;20041108;20041206;360000;R;3;FARM;;RC;;0;AB313935;
C;061;3038097;5;20050316 11:07;101/751411;
D;061;3038097;5;20050316 11:07;P;;;;;;
D;061;3038097;5;20050316 11:07;V;;;;;;
B;061;3065958;6;20050316 11:07;;;;JOHN POTTS DR;JUNEE;2663;1020;M;20041022;20041124;32000;Z;V;VACANT LAND;;ZA;;0;AB303203;
C;061;3065958;6;20050316 11:07;2/1064177;
D;061;3065958;6;20050316 11:07;P;;;;;;
D;061;3065958;6;20050316 11:07;P;;;;;;
D;061;3065958;6;20050316 11:07;V;;;;;;
B;061;3065963;7;20050316 11:07;;;;JOHN POTTS DR;JUNEE;2663;1020;H;20041223;20050210;32000;Z;V;VACANT LAND;;ZA;;0;AB294906;
C;061;3065963;7;20050316 11:07;7/1064177;
D;061;3065963;7;20050316 11:07;P;;;;;;
D;061;3065963;7;20050316 11:07;V;;;;;;
B;061;3138772;8;20050316 11:07;;;21;SEIGNOR ST;JUNEE;2663;546.2;M;20040527;20040924;65000;Z;R;RESIDENCE;;ZA;;0;AB316068;
C;061;3138772;8;20050316 11:07;1/1073599;
D;061;3138772;8;20050316 11:07;P;;;;;;
D;061;3138772;8;20050316 11:07;V;;;;;;
D;061;3138772;8;20050316 11:07;V;;;;;;
D;061;3138772;8;20050316 11:07;V;;;;;;
B;061;3138772;9;20050316 11:07;;;21;SEIGNOR ST;JUNEE;2663;546.2;M;20050114;20050210;37500;Z;3;COMMERCIAL;;ZA;;0;AB316069;
C;061;3138772;9;20050316 11:07;1/1073599;
D;061;3138772;9;20050316 11:07;P;;;;;;
D;061;3138772;9;20050316 11:07;P;;;;;;
D;061;3138772;9;20050316 11:07;V;;;;;;
D;061;3138772;9;20050316 11:07;V;;;;;;
D;061;3138772;9;20050316 11:07;V;;;;;;
B;061;3140663;10;20050316 11:07;;;;COMMENS LANE;EURONGILLY;2663;7.18;H;20040930;20041111;1609300;R;3;FARM;;RB;RMO;0;AB119890;
C;061;3140663;10;20050316 11:07;122/751426;
D;061;3140663;10;20050316 11:07;P;;;;;;
D;061;3140663;10;20050316 11:07;P;;;;;;
D;061;3140663;10;20050316 11:07;V;;;;;;
B;061;3147552;11;20050316 11:07;;;131;ALBERT ST;JUNEE;2663;1;H;20040526;20050215;385000;;R;RESIDENCE;;;;0;AB319589;
C;061;3147552;11;20050316 11:07;61/1076798;
D;061;3147552;11;20050316 11:07;P;;;;;;
D;061;3147552;11;20050316 11:07;P;;;;;;
D;061;3147552;11;20050316 11:07;V;;;;;;
D;061;3147552;11;20050316 11:07;V;;;;;;
B;061;3159261;12;20050316 11:07;;;;OURA ST;WANTABADGERY;2650;16.87;H;20040828;20040920;127000;;V;VACANT LAND;;;;0;AB231861;
C;061;3159261;12;20050316 11:07;189, 190/751430 1, 2, 3, 4, 5, 6, 7, 8/18/759047 . Licence 377133;
D;061;3159261;12;20050316 11:07;P;;;;;;
D;061;3159261;12;20050316 11:07;P;;;;;;
D;061;3159261;12;20050316 11:07;P;;;;;;
D;061;3159261;12;20050316 11:07;P;;;;;;
D;061;3159261;12;20050316 11:07;V;;;;;;
D;061;3159261;12;20050316 11:07;V;;;;;;
B;061;3159262;13;20050316 11:07;;;;GUNDAGAI RD;EURONGILLY;2663;365;H;20040930;20041111;1609300;;3;FARM;;;;0;AB119890;
C;061;3159262;13;20050316 11:07;1/232686;
D;061;3159262;13;20050316 11:07;P;;;;;;
D;061;3159262;13;20050316 11:07;P;;;;;;
D;061;3159262;13;20050316 11:07;V;;;;;;
Z;74;13;13;46;
