A;205;20050117 11:12;PBARBER;
B;205;1912890;1;20050117 11:12;;;124;ALBION ST;ANNANDALE;2038;202.3;M;20041120;20041222;920000;A;R;RESIDENCE;;EK;;0;AB205810;
C;205;1912890;1;20050117 11:12;5/209164;
D;205;1912890;1;20050117 11:12;P;;;;;;
D;205;1912890;1;20050117 11:12;P;;;;;;
D;205;1912890;1;20050117 11:12;V;;;;;;
B;205;1912968;2;20050117 11:12;;;53;ALBION ST;ANNANDALE;2038;;;20041007;20041118;850000;A;R;RESIDENCE;;EK;;0;AB201145;
C;205;1912968;2;20050117 11:12;Y/107436;
D;205;1912968;2;20050117 11:12;P;;;;;;
D;205;1912968;2;20050117 11:12;V;;;;;;
D;205;1912968;2;20050117 11:12;V;;;;;;
B;205;1913143;3;20050117 11:12;;;29;ALFRED ST;LILYFIELD;2040;172.7;M;20041104;20041216;665000;A;R;RESIDENCE;;EA;;0;AB203713;
C;205;1913143;3;20050117 11:12;316/264430;
D;205;1913143;3;20050117 11:12;P;;;;;;
D;205;1913143;3;20050117 11:12;P;;;;;;
D;205;1913143;3;20050117 11:12;V;;;;;;
D;205;1913143;3;20050117 11:12;V;;;;;;
B;205;1915882;4;20050117 11:12;;;161;BOOTH ST;ANNANDALE;2038;126.5;M;20040806;20041015;495000;A;R;RESIDENCE;;EK;;0;AB183237;
C;205;1915882;4;20050117 11:12;B/380036;
D;205;1915882;4;20050117 11:12;P;;;;;;
D;205;1915882;4;20050117 11:12;P;;;;;;
D;205;1915882;4;20050117 11:12;V;;;;;;
B;205;1916963;5;20050117 11:12;;7;80;BURFITT ST;LEICHHARDT;2040;;;20041206;20041222;380000;;R;RESIDENCE;7;;;0;AB200140;
C;205;1916963;5;20050117 11:12;7/SP2564;
D;205;1916963;5;20050117 11:12;P;;;;;;
D;205;1916963;5;20050117 11:12;V;;;;;;
D;205;1916963;5;20050117 11:12;V;;;;;;
B;205;1918206;6;20050117 11:12;;;53;CECILY ST;LILYFIELD;2040;;;20041113;20041220;906000;A;R;RESIDENCE;;EA;;0;AB186433;
C;205;1918206;6;20050117 11:12;20/E/1474;
D;205;1918206;6;20050117 11:12;P;;;;;;
D;205;1918206;6;20050117 11:12;V;;;;;;
D;205;1918206;6;20050117 11:12;V;;;;;;
B;205;1918919;7;20050117 11:12;;;16;CLUBB ST;ROZELLE;2039;113.8;M;20041117;20041217;863500;A;R;RESIDENCE;;EL;;0;AB195757;
C;205;1918919;7;20050117 11:12;3/507848;
D;205;1918919;7;20050117 11:12;P;;;;;;
D;205;1918919;7;20050117 11:12;P;;;;;;
D;205;1918919;7;20050117 11:12;V;;;;;;
B;205;1919167;8;20050117 11:12;;;69;COLLEGE ST;BALMAIN;2041;120.1;M;20041113;20041222;575000;A;R;RESIDENCE;;EC;;0;AB198082;
C;205;1919167;8;20050117 11:12;A/908846;
D;205;1919167;8;20050117 11:12;P;;;;;;
D;205;1919167;8;20050117 11:12;P;;;;;;
D;205;1919167;8;20050117 11:12;V;;;;;;
B;205;1920716;9;20050117 11:12;;5;434;DARLING ST;BALMAIN;2041;;;20041209;20041223;660000;;R;RESIDENCE;5;;;0;AB205766;
C;205;1920716;9;20050117 11:12;5/SP57382;
D;205;1920716;9;20050117 11:12;P;;;;;;
D;205;1920716;9;20050117 11:12;P;;;;;;
D;205;1920716;9;20050117 11:12;V;;;;;;
B;205;1921313;10;20050117 11:12;;;105;DENISON ST;ROZELLE;2039;246.7;M;20041009;20041222;826000;A;R;RESIDENCE;;EL;;0;AB187726;
C;205;1921313;10;20050117 11:12;23/747581;
D;205;1921313;10;20050117 11:12;P;;;;;;
D;205;1921313;10;20050117 11:12;P;;;;;;
D;205;1921313;10;20050117 11:12;V;;;;;;
D;205;1921313;10;20050117 11:12;V;;;;;;
B;205;1922851;11;20050117 11:12;;;75;FERRIS ST;ANNANDALE;2038;141.6;M;20041029;20041203;625000;A;R;RESIDENCE;;EK;;0;AB181262;
C;205;1922851;11;20050117 11:12;10/839143;
D;205;1922851;11;20050117 11:12;P;;;;;;
D;205;1922851;11;20050117 11:12;P;;;;;;
D;205;1922851;11;20050117 11:12;V;;;;;;
B;205;1923665;12;20050117 11:12;;;86;FOSTER ST;LEICHHARDT;2040;366.7;M;20041103;20041217;670000;A;R;RESIDENCE;;EB;;0;AB203917;
C;205;1923665;12;20050117 11:12;9/1/356;
D;205;1923665;12;20050117 11:12;P;;;;;;
D;205;1923665;12;20050117 11:12;P;;;;;;
D;205;1923665;12;20050117 11:12;V;;;;;;
D;205;1923665;12;20050117 11:12;V;;;;;;
D;205;1923665;12;20050117 11:12;V;;;;;;
B;205;1923893;13;20050117 11:12;;;53;FRANCIS ST;LEICHHARDT;2040;202.3;M;20041030;20041213;645000;A;R;RESIDENCE;;EA;;0;AB184378;
C;205;1923893;13;20050117 11:12;1/103515;
D;205;1923893;13;20050117 11:12;P;;;;;;
D;205;1923893;13;20050117 11:12;P;;;;;;
D;205;1923893;13;20050117 11:12;V;;;;;;
D;205;1923893;13;20050117 11:12;V;;;;;;
B;205;1926036;14;20050117 11:12;;;32;HENRY ST;LEICHHARDT;2040;316.1;M;20041217;20041223;600000;A;R;RESIDENCE;;EA;;0;AB204915;
C;205;1926036;14;20050117 11:12;14/659503;
D;205;1926036;14;20050117 11:12;P;;;;;;
D;205;1926036;14;20050117 11:12;V;;;;;;
D;205;1926036;14;20050117 11:12;V;;;;;;
B;205;1926713;15;20050117 11:12;;3;52;HORNSEY ST;ROZELLE;2039;;;20041105;20041216;304900;;R;RESIDENCE;3;;;0;AB181115;
C;205;1926713;15;20050117 11:12;3/SP36653;
D;205;1926713;15;20050117 11:12;P;;;;;;
D;205;1926713;15;20050117 11:12;V;;;;;;
D;205;1926713;15;20050117 11:12;V;;;;;;
B;205;1926955;16;20050117 11:12;;;98;HUBERT ST;LILYFIELD;2040;;;20041018;20041206;587000;A;R;RESIDENCE;;EA;;0;AB180308;
C;205;1926955;16;20050117 11:12;25/7/1162;
D;205;1926955;16;20050117 11:12;P;;;;;;
D;205;1926955;16;20050117 11:12;V;;;;;;
D;205;1926955;16;20050117 11:12;V;;;;;;
B;205;1927050;17;20050117 11:12;;113;1;FOY ST;BALMAIN;2041;;;20041115;20041216;650000;;R;RESIDENCE;113;;;0;AB199147;
C;205;1927050;17;20050117 11:12;113/SP57817;
D;205;1927050;17;20050117 11:12;P;;;;;;
D;205;1927050;17;20050117 11:12;P;;;;;;
D;205;1927050;17;20050117 11:12;V;;;;;;
B;205;1927337;18;20050117 11:12;;;94;JAMES ST;LEICHHARDT;2040;;;20041118;20041216;782000;A;R;RESIDENCE;;EA;;0;AB198222;
C;205;1927337;18;20050117 11:12;54, 55/4/1162;
D;205;1927337;18;20050117 11:12;P;;;;;;
D;205;1927337;18;20050117 11:12;P;;;;;;
D;205;1927337;18;20050117 11:12;V;;;;;;
D;205;1927337;18;20050117 11:12;V;;;;;;
B;205;1927408;19;20050117 11:12;;;63;JAMES ST;LEICHHARDT;2040;;;20041029;20041210;450000;A;R;RESIDENCE;;EA;;0;AB195686;
