A;135;20050616 08:44;PDANN;
B;135;1310076;1;20050616 08:44;;3;17;BLAXLAND AVE;NEWINGTON;2127;;;20041129;20050211;600000;;R;RESIDENCE;3;;;0;AB527765;
C;135;1310076;1;20050616 08:44;3/SP59118;
D;135;1310076;1;20050616 08:44;P;;;;;;
D;135;1310076;1;20050616 08:44;P;;;;;;
D;135;1310076;1;20050616 08:44;V;;;;;;
D;135;1310076;1;20050616 08:44;V;;;;;;
B;135;1310222;2;20050616 08:44;;;128;BOMBAY ST;LIDCOMBE;2141;486.9;M;20050422;20050525;500000;I;R;RESIDENCE;;GA;;0;AB515920;
C;135;1310222;2;20050616 08:44;28/3/12474;
D;135;1310222;2;20050616 08:44;P;;;;;;
D;135;1310222;2;20050616 08:44;V;;;;;;
B;135;1311279;3;20050616 08:44;;11;4;CHILDS ST;LIDCOMBE;2141;;;20050316;20050520;207000;;R;RESIDENCE;11;;;0;AB503837;
C;135;1311279;3;20050616 08:44;11/SP32851;
D;135;1311279;3;20050616 08:44;P;;;;;;
D;135;1311279;3;20050616 08:44;V;;;;;;
B;135;1312014;4;20050616 08:44;;;2;CLARKE ST;BERALA;2141;;;20050301;20050516;650000;A;R;RESIDENCE;;HE;;0;AB523858;
C;135;1312014;4;20050616 08:44;B/407187;
D;135;1312014;4;20050616 08:44;P;;;;;;
D;135;1312014;4;20050616 08:44;P;;;;;;
D;135;1312014;4;20050616 08:44;V;;;;;;
D;135;1312014;4;20050616 08:44;V;;;;;;
B;135;1312535;5;20050616 08:44;;;141;CUMBERLAND RD;AUBURN;2144;538.14;M;20041217;20050209;460000;A;R;RESIDENCE;;HD;;0;AB508626;
C;135;1312535;5;20050616 08:44;14/1/7097;
D;135;1312535;5;20050616 08:44;P;;;;;;
D;135;1312535;5;20050616 08:44;V;;;;;;
D;135;1312535;5;20050616 08:44;V;;;;;;
B;135;1312958;6;20050616 08:44;;;31;DARCY AVE;LIDCOMBE;2141;680.16;M;20050409;20050526;470000;A;R;RESIDENCE;;HC;;0;AB524646;
C;135;1312958;6;20050616 08:44;20/1/6508;
D;135;1312958;6;20050616 08:44;P;;;;;;
D;135;1312958;6;20050616 08:44;P;;;;;;
D;135;1312958;6;20050616 08:44;V;;;;;;
D;135;1312958;6;20050616 08:44;V;;;;;;
B;135;1312977;7;20050616 08:44;;;14;DARCY AVE;LIDCOMBE;2141;;;20050409;20050516;536000;A;R;RESIDENCE;;HC;;0;AB500991;
C;135;1312977;7;20050616 08:44;11/2/6508;
D;135;1312977;7;20050616 08:44;P;;;;;;
D;135;1312977;7;20050616 08:44;P;;;;;;
D;135;1312977;7;20050616 08:44;V;;;;;;
B;135;1313166;8;20050616 08:44;;;73;DARTBROOK RD;AUBURN;2144;;;20050408;20050408;370000;A;R;RESIDENCE;;HA;;0;AB522946;
C;135;1313166;8;20050616 08:44;1/957060;
D;135;1313166;8;20050616 08:44;P;;;;;;
D;135;1313166;8;20050616 08:44;V;;;;;;
B;135;1313336;9;20050616 08:44;;11;46;DARTBROOK RD;AUBURN;2144;;;20010704;20010913;180000;;R;RESIDENCE;11;;;0;AB524477;
C;135;1313336;9;20050616 08:44;11/SP10896;
D;135;1313336;9;20050616 08:44;P;;;;;;
D;135;1313336;9;20050616 08:44;P;;;;;;
D;135;1313336;9;20050616 08:44;V;;;;;;
D;135;1313336;9;20050616 08:44;V;;;;;;
B;135;1314023;10;20050616 08:44;;;41;DUDLEY ST;LIDCOMBE;2141;572.2;M;20050419;20050520;372000;A;R;RESIDENCE;;HE;;0;AB515492;
C;135;1314023;10;20050616 08:44;1/964314;
D;135;1314023;10;20050616 08:44;P;;;;;;
D;135;1314023;10;20050616 08:44;V;;;;;;
B;135;1316172;11;20050616 08:44;;;41;HALL ST;AUBURN;2144;455.3;M;20050409;20050531;465000;A;R;RESIDENCE;;HA;;0;AB517514;
C;135;1316172;11;20050616 08:44;H/908097;
D;135;1316172;11;20050616 08:44;P;;;;;;
D;135;1316172;11;20050616 08:44;P;;;;;;
D;135;1316172;11;20050616 08:44;V;;;;;;
D;135;1316172;11;20050616 08:44;V;;;;;;
B;135;1316680;12;20050616 08:44;;1;62 A;HARROW RD;AUBURN;2144;;;20050415;20050527;284000;;R;RESIDENCE;1;;;0;AB521629;
C;135;1316680;12;20050616 08:44;1/SP5837;
D;135;1316680;12;20050616 08:44;P;;;;;;
D;135;1316680;12;20050616 08:44;P;;;;;;
D;135;1316680;12;20050616 08:44;V;;;;;;
B;135;1317289;13;20050616 08:44;;8;26;JAMES ST;LIDCOMBE;2141;;;20050414;20050526;1150000;;3;FACTORY UNIT;8;;;0;AB525261;
C;135;1317289;13;20050616 08:44;8/SP38783;
D;135;1317289;13;20050616 08:44;P;;;;;;
D;135;1317289;13;20050616 08:44;P;;;;;;
D;135;1317289;13;20050616 08:44;P;;;;;;
D;135;1317289;13;20050616 08:44;V;;;;;;
B;135;1318068;14;20050616 08:44;;5;73;KERRS RD;LIDCOMBE;2141;;;20050331;20050517;208000;;R;RESIDENCE;5;;;0;AB495734;
C;135;1318068;14;20050616 08:44;5/SP15685;
D;135;1318068;14;20050616 08:44;P;;;;;;
D;135;1318068;14;20050616 08:44;V;;;;;;
B;135;1320537;15;20050616 08:44;;;4;MONTEREY ST;NEWINGTON;2127;411.7;M;20050415;20050513;656000;A;R;RESIDENCE;;HF;;0;AB496207;
C;135;1320537;15;20050616 08:44;52/270188;
D;135;1320537;15;20050616 08:44;P;;;;;;
D;135;1320537;15;20050616 08:44;P;;;;;;
D;135;1320537;15;20050616 08:44;V;;;;;;
D;135;1320537;15;20050616 08:44;V;;;;;;
D;135;1320537;15;20050616 08:44;V;;;;;;
B;135;1320563;16;20050616 08:44;;;13;MOUNT AUBURN RD;LIDCOMBE;2141;347.8;M;20050404;20050516;310000;A;R;RESIDENCE;;HE;;0;AB510115;
C;135;1320563;16;20050616 08:44;11B/399027;
D;135;1320563;16;20050616 08:44;P;;;;;;
D;135;1320563;16;20050616 08:44;P;;;;;;
D;135;1320563;16;20050616 08:44;V;;;;;;
B;135;1322568;17;20050616 08:44;;;246;PARK RD;LIDCOMBE;2141;;;20050331;20050520;480000;A;R;RESIDENCE;;HE;;0;AB501963;
C;135;1322568;17;20050616 08:44;13/1/6776;
D;135;1322568;17;20050616 08:44;P;;;;;;
D;135;1322568;17;20050616 08:44;P;;;;;;
D;135;1322568;17;20050616 08:44;V;;;;;;
D;135;1322568;17;20050616 08:44;V;;;;;;
B;135;1324084;18;20050616 08:44;;;247;RAWSON ST;AUBURN;2144;2298;M;20050304;20050415;2800000;I;R;RESIDENCE;;GB;;0;AB511405;
C;135;1324084;18;20050616 08:44;9, 10/245064;
D;135;1324084;18;20050616 08:44;P;;;;;;
