A;149;20050316 11:13;PBARBER;
B;149;1659468;1;20050316 11:13;;;57;KURRAJONG ST;DORRIGO;2453;973.8;M;20050203;20050223;180000;Z;R;RESIDENCE;;ZA;;0;AB318598;
C;149;1659468;1;20050316 11:13;B/367151;
D;149;1659468;1;20050316 11:13;P;;;;;;
D;149;1659468;1;20050316 11:13;V;;;;;;
D;149;1659468;1;20050316 11:13;V;;;;;;
B;149;1659574;2;20050316 11:13;;;69;MYRTLE ST;DORRIGO;2453;1012;M;20041123;20050128;150000;Z;R;RESIDENCE;;ZA;;0;AB308744;
C;149;1659574;2;20050316 11:13;8/B/5317;
D;149;1659574;2;20050316 11:13;P;;;;;;
D;149;1659574;2;20050316 11:13;V;;;;;;
B;149;1659985;3;20050316 11:13;;;1191;BOWRAVILLE RD;SPICKETTS CREEK;2454;3.723;H;20041222;20050202;470000;R;R;RESIDENCE;;RP;;0;AB301795;
C;149;1659985;3;20050316 11:13;1/812580;
D;149;1659985;3;20050316 11:13;P;;;;;;
D;149;1659985;3;20050316 11:13;P;;;;;;
D;149;1659985;3;20050316 11:13;V;;;;;;
D;149;1659985;3;20050316 11:13;V;;;;;;
B;149;1661715;4;20050316 11:13;;;66;ROSEDALE DR;URUNGA;2455;972.8;M;20041215;20050128;319000;A;R;RESIDENCE;;AF;;0;AB298724;
C;149;1661715;4;20050316 11:13;15/791172;
D;149;1661715;4;20050316 11:13;P;;;;;;
D;149;1661715;4;20050316 11:13;P;;;;;;
D;149;1661715;4;20050316 11:13;V;;;;;;
D;149;1661715;4;20050316 11:13;V;;;;;;
B;149;1662443;5;20050316 11:13;;;19;CASUARINA AVE;NORTH BELLINGEN;2454;743.6;M;20050201;20050223;320000;A;R;RESIDENCE;;AC;;0;AB320572;
C;149;1662443;5;20050316 11:13;34/252939;
D;149;1662443;5;20050316 11:13;P;;;;;;
D;149;1662443;5;20050316 11:13;P;;;;;;
D;149;1662443;5;20050316 11:13;V;;;;;;
B;149;1663047;6;20050316 11:13;;;9;PINE CREEK CL;REPTON;2454;8029;M;20041201;20050209;420000;R;R;RESIDENCE;;RR;;0;AB297326;
C;149;1663047;6;20050316 11:13;29/262793;
D;149;1663047;6;20050316 11:13;P;;;;;;
D;149;1663047;6;20050316 11:13;V;;;;;;
D;149;1663047;6;20050316 11:13;V;;;;;;
B;149;1664664;7;20050316 11:13;;;251;MOUNTAIN TOP RD;DORRIGO MOUNTAIN;2453;2.004;H;20041223;20050211;467500;R;R;RESIDENCE;;RA;;0;AB304485;
C;149;1664664;7;20050316 11:13;22/748361;
D;149;1664664;7;20050316 11:13;P;;;;;;
D;149;1664664;7;20050316 11:13;P;;;;;;
D;149;1664664;7;20050316 11:13;V;;;;;;
D;149;1664664;7;20050316 11:13;V;;;;;;
Z;39;7;7;23;
