A;214;20050117 11:13;PBARBER;
B;214;2153088;1;20050117 11:13;;;17;AILSA AVE;BLACKTOWN;2148;581.7;M;20041127;20041223;318000;A;R;RESIDENCE;;DA;;0;AB196796;
C;214;2153088;1;20050117 11:13;112/30678;
D;214;2153088;1;20050117 11:13;P;;;;;;
D;214;2153088;1;20050117 11:13;P;;;;;;
D;214;2153088;1;20050117 11:13;V;;;;;;
B;214;2153411;2;20050117 11:13;;;50;ALDGATE ST;PROSPECT;2148;644.9;M;20040924;20041223;450000;A;R;RESIDENCE;;DL;;0;AB198319;
C;214;2153411;2;20050117 11:13;48, 49/G/1645;
D;214;2153411;2;20050117 11:13;P;;;;;;
D;214;2153411;2;20050117 11:13;V;;;;;;
D;214;2153411;2;20050117 11:13;V;;;;;;
B;214;2154082;3;20050117 11:13;;;20;ALLEN RD;BLACKTOWN;2148;1524;M;20041120;20041221;348500;A;R;RESIDENCE;;DA;;0;AB205532;
C;214;2154082;3;20050117 11:13;158/32072;
D;214;2154082;3;20050117 11:13;P;;;;;;
D;214;2154082;3;20050117 11:13;P;;;;;;
D;214;2154082;3;20050117 11:13;V;;;;;;
B;214;2154252;4;20050117 11:13;;;27;ALROY CRES;HASSALL GROVE;2761;450;M;20041111;20041217;350000;A;R;RESIDENCE;;DX;;0;AB184403;
C;214;2154252;4;20050117 11:13;3062/805287;
D;214;2154252;4;20050117 11:13;P;;;;;;
D;214;2154252;4;20050117 11:13;P;;;;;;
D;214;2154252;4;20050117 11:13;V;;;;;;
D;214;2154252;4;20050117 11:13;V;;;;;;
B;214;2154277;5;20050117 11:13;;;4;ALROY CRES;HASSALL GROVE;2761;663;M;20040918;20041210;430000;A;R;RESIDENCE;;DX;;0;AB189753;
C;214;2154277;5;20050117 11:13;3109/805287;
D;214;2154277;5;20050117 11:13;P;;;;;;
D;214;2154277;5;20050117 11:13;P;;;;;;
D;214;2154277;5;20050117 11:13;V;;;;;;
D;214;2154277;5;20050117 11:13;V;;;;;;
B;214;2155291;6;20050117 11:13;;7;16;ANVIL RD;SEVEN HILLS;2147;;;20041202;20041222;180000;;3;FACTORY;7;;;0;AB202001;
C;214;2155291;6;20050117 11:13;7/SP45735;
D;214;2155291;6;20050117 11:13;P;;;;;;
D;214;2155291;6;20050117 11:13;P;;;;;;
D;214;2155291;6;20050117 11:13;V;;;;;;
B;214;2155481;7;20050117 11:13;;;13;ARBOUR GR;QUAKERS HILL;2763;312.3;M;20040726;20040906;330000;A;R;RESIDENCE;;DS;;0;AA966206;
C;214;2155481;7;20050117 11:13;1002/876028;
D;214;2155481;7;20050117 11:13;P;;;;;;
D;214;2155481;7;20050117 11:13;V;;;;;;
B;214;2155847;8;20050117 11:13;;7;72;ARNOTT RD;MARAYONG;2148;;;20041208;20041223;305000;;R;RESIDENCE;7;;;0;AB192224;
C;214;2155847;8;20050117 11:13;7/SP61257;
D;214;2155847;8;20050117 11:13;P;;;;;;
D;214;2155847;8;20050117 11:13;V;;;;;;
D;214;2155847;8;20050117 11:13;V;;;;;;
B;214;2156262;9;20050117 11:13;;;52;ASPINALL AVE;MINCHINBURY;2770;555.8;M;20041201;20041222;445000;A;R;RESIDENCE;;DZ;;0;AB199032;
C;214;2156262;9;20050117 11:13;234/785490;
D;214;2156262;9;20050117 11:13;P;;;;;;
D;214;2156262;9;20050117 11:13;V;;;;;;
D;214;2156262;9;20050117 11:13;V;;;;;;
B;214;2156486;10;20050117 11:13;;;11;ATTARD AVE;MARAYONG;2148;695.6;M;20041015;20041210;340000;A;R;RESIDENCE;;DT;;0;AB189091;
C;214;2156486;10;20050117 11:13;20/202506;
D;214;2156486;10;20050117 11:13;P;;;;;;
D;214;2156486;10;20050117 11:13;P;;;;;;
D;214;2156486;10;20050117 11:13;V;;;;;;
B;214;2156504;11;20050117 11:13;;13;5;AUDREY PL;QUAKERS HILL;2763;;;20041124;20041217;325000;;R;RESIDENCE;13;;;0;AB197035;
C;214;2156504;11;20050117 11:13;13/SP45105;
D;214;2156504;11;20050117 11:13;P;;;;;;
D;214;2156504;11;20050117 11:13;P;;;;;;
D;214;2156504;11;20050117 11:13;V;;;;;;
D;214;2156504;11;20050117 11:13;V;;;;;;
B;214;2156870;12;20050117 11:13;;;57;AYLWARD AVE;QUAKERS HILL;2763;503.1;M;20040929;20041110;535000;A;R;RESIDENCE;;DS;;0;AB205401;
C;214;2156870;12;20050117 11:13;586/871211;
D;214;2156870;12;20050117 11:13;P;;;;;;
D;214;2156870;12;20050117 11:13;P;;;;;;
D;214;2156870;12;20050117 11:13;V;;;;;;
