A;608;20050316 11:19;PBARBER;
B;608;1201022;1;20050316 11:19;;41;21;SIMMONS PL;KELSO;2795;;;20041220;20050131;83000;;R;RESIDENCE;41;;;0;AB301306;
C;608;1201022;1;20050316 11:19;41/SP36581;
D;608;1201022;1;20050316 11:19;P;;;;;;
D;608;1201022;1;20050316 11:19;V;;;;;;
B;608;1201254;2;20050316 11:19;;;30;BARKER CCT;KELSO;2795;1093.7;M;20050111;20050124;164;A;R;RESIDENCE;;AK;;0;AB273982;
C;608;1201254;2;20050316 11:19;30/800317;
D;608;1201254;2;20050316 11:19;P;;;;;;
D;608;1201254;2;20050316 11:19;P;;;;;;
D;608;1201254;2;20050316 11:19;V;;;;;;
B;608;1201722;3;20050316 11:19;;;56 A;BOYD ST;KELSO;2795;4933;M;20040826;20050211;1200000;B;3;SHOP;;BD;;0;AB300096;
C;608;1201722;3;20050316 11:19;4/738257;
D;608;1201722;3;20050316 11:19;P;;;;;;
D;608;1201722;3;20050316 11:19;V;;;;;;
B;608;1202391;4;20050316 11:19;;;8;COLE ST;BATHURST;2795;916.9;M;20050124;20050216;245000;A;R;RESIDENCE;;AC;;0;AB321878;
C;608;1202391;4;20050316 11:19;10/70/758065;
D;608;1202391;4;20050316 11:19;P;;;;;;
D;608;1202391;4;20050316 11:19;V;;;;;;
D;608;1202391;4;20050316 11:19;V;;;;;;
B;608;1202847;5;20050316 11:19;;;48;CURRAWONG ST;SOUTH BATHURST;2795;569;M;20050114;20050204;130000;A;R;RESIDENCE;;AS;;0;AB308826;
C;608;1202847;5;20050316 11:19;32/243500;
D;608;1202847;5;20050316 11:19;P;;;;;;
D;608;1202847;5;20050316 11:19;V;;;;;;
D;608;1202847;5;20050316 11:19;V;;;;;;
B;608;1202847;6;20050316 11:19;;;48;CURRAWONG ST;SOUTH BATHURST;2795;569;M;20021120;20050218;108000;A;R;RESIDENCE;;AS;;0;AB308825;
C;608;1202847;6;20050316 11:19;32/243500;
D;608;1202847;6;20050316 11:19;P;;;;;;
D;608;1202847;6;20050316 11:19;P;;;;;;
D;608;1202847;6;20050316 11:19;V;;;;;;
B;608;1203066;7;20050316 11:19;;;3;DUNROSSIL CRES;WEST BATHURST;2795;900.2;M;20050113;20050223;280000;A;R;RESIDENCE;;AD;;0;AB312031;
