A;529;20050616 08:52;PDANN;
B;529;429864;1;20050616 08:52;;;15;ADA ST;GOULBURN;2580;1005;M;20050331;20050511;295000;A;R;RESIDENCE;;AE;;0;AB503864;
C;529;429864;1;20050616 08:52;19/261016;
D;529;429864;1;20050616 08:52;P;;;;;;
D;529;429864;1;20050616 08:52;P;;;;;;
D;529;429864;1;20050616 08:52;V;;;;;;
B;529;429946;2;20050616 08:52;;;13;ADDISON LANE;GOULBURN;2580;591.4;M;20050428;20050526;80000;B;3;;;BP;;0;AB508931;
C;529;429946;2;20050616 08:52;1/732765;
D;529;429946;2;20050616 08:52;P;;;;;;
D;529;429946;2;20050616 08:52;V;;;;;;
B;529;430795;3;20050616 08:52;;;43;BELMORE ST;GOULBURN;2580;651.3;M;20041223;20050131;115000;A;R;RESIDENCE;;AD;;0;AB507431;
C;529;430795;3;20050616 08:52;2/37663;
D;529;430795;3;20050616 08:52;P;;;;;;
D;529;430795;3;20050616 08:52;V;;;;;;
B;529;431137;4;20050616 08:52;;;30;BRADLEY ST;GOULBURN;2580;651.3;M;20041224;20050211;265000;B;R;RESIDENCE;;BP;;0;AB497433;
C;529;431137;4;20050616 08:52;A/159174;
D;529;431137;4;20050616 08:52;P;;;;;;
D;529;431137;4;20050616 08:52;V;;;;;;
B;529;431521;5;20050616 08:52;;;84;CATHCART ST;GOULBURN;2580;1625;M;20041122;20050520;360000;A;R;RESIDENCE;;AR;;0;AB504031;
C;529;431521;5;20050616 08:52;3/540862;
D;529;431521;5;20050616 08:52;P;;;;;;
D;529;431521;5;20050616 08:52;P;;;;;;
D;529;431521;5;20050616 08:52;V;;;;;;
B;529;431755;6;20050616 08:52;;;40;CHURCHILL ST;GOULBURN;2580;600.7;M;20050402;20050516;130000;A;R;RESIDENCE;;AH;;0;AB526812;
C;529;431755;6;20050616 08:52;66/36685;
D;529;431755;6;20050616 08:52;P;;;;;;
D;529;431755;6;20050616 08:52;V;;;;;;
B;529;431789;7;20050616 08:52;;;81;CITIZEN ST;GOULBURN;2580;626;M;20050413;20050518;220000;A;R;RESIDENCE;;AD;;0;AB508606;
C;529;431789;7;20050616 08:52;2/32581;
D;529;431789;7;20050616 08:52;P;;;;;;
D;529;431789;7;20050616 08:52;P;;;;;;
D;529;431789;7;20050616 08:52;V;;;;;;
D;529;431789;7;20050616 08:52;V;;;;;;
B;529;432131;8;20050616 08:52;;;117;COMBERMERE ST;GOULBURN;2580;714.5;M;20050324;20050520;197500;A;R;RESIDENCE;;AG;;0;AB513123;
C;529;432131;8;20050616 08:52;2/234962;
D;529;432131;8;20050616 08:52;P;;;;;;
D;529;432131;8;20050616 08:52;P;;;;;;
